Current_group_location,analizo_acc_kurtosis,analizo_acc_mean,analizo_acc_mode,analizo_acc_quantile_lower,analizo_acc_quantile_max,analizo_acc_quantile_median,analizo_acc_quantile_min,analizo_acc_quantile_ninety_five,analizo_acc_quantile_upper,analizo_acc_skewness,analizo_acc_standard_deviation,analizo_acc_sum,analizo_acc_variance,analizo_accm_kurtosis,analizo_accm_mean,analizo_accm_mode,analizo_accm_quantile_lower,analizo_accm_quantile_max,analizo_accm_quantile_median,analizo_accm_quantile_min,analizo_accm_quantile_ninety_five,analizo_accm_quantile_upper,analizo_accm_skewness,analizo_accm_standard_deviation,analizo_accm_sum,analizo_accm_variance,analizo_amloc_kurtosis,analizo_amloc_mean,analizo_amloc_mode,analizo_amloc_quantile_lower,analizo_amloc_quantile_max,analizo_amloc_quantile_median,analizo_amloc_quantile_min,analizo_amloc_quantile_ninety_five,analizo_amloc_quantile_upper,analizo_amloc_skewness,analizo_amloc_standard_deviation,analizo_amloc_sum,analizo_amloc_variance,analizo_anpm_kurtosis,analizo_anpm_mean,analizo_anpm_mode,analizo_anpm_quantile_lower,analizo_anpm_quantile_max,analizo_anpm_quantile_median,analizo_anpm_quantile_min,analizo_anpm_quantile_ninety_five,analizo_anpm_quantile_upper,analizo_anpm_skewness,analizo_anpm_standard_deviation,analizo_anpm_sum,analizo_anpm_variance,analizo_cbo_kurtosis,analizo_cbo_mean,analizo_cbo_mode,analizo_cbo_quantile_lower,analizo_cbo_quantile_max,analizo_cbo_quantile_median,analizo_cbo_quantile_min,analizo_cbo_quantile_ninety_five,analizo_cbo_quantile_upper,analizo_cbo_skewness,analizo_cbo_standard_deviation,analizo_cbo_sum,analizo_cbo_variance,analizo_change_cost,analizo_dit_kurtosis,analizo_dit_mean,analizo_dit_mode,analizo_dit_quantile_lower,analizo_dit_quantile_max,analizo_dit_quantile_median,analizo_dit_quantile_min,analizo_dit_quantile_ninety_five,analizo_dit_quantile_upper,analizo_dit_skewness,analizo_dit_standard_deviation,analizo_dit_sum,analizo_dit_variance,analizo_lcom4_kurtosis,analizo_lcom4_mean,analizo_lcom4_mode,analizo_lcom4_quantile_lower,analizo_lcom4_quantile_max,analizo_lcom4_quantile_median,analizo_lcom4_quantile_min,analizo_lcom4_quantile_ninety_five,analizo_lcom4_quantile_upper,analizo_lcom4_skewness,analizo_lcom4_standard_deviation,analizo_lcom4_sum,analizo_lcom4_variance,analizo_loc_kurtosis,analizo_loc_mean,analizo_loc_mode,analizo_loc_quantile_lower,analizo_loc_quantile_max,analizo_loc_quantile_median,analizo_loc_quantile_min,analizo_loc_quantile_ninety_five,analizo_loc_quantile_upper,analizo_loc_skewness,analizo_loc_standard_deviation,analizo_loc_sum,analizo_loc_variance,analizo_mmloc_kurtosis,analizo_mmloc_mean,analizo_mmloc_mode,analizo_mmloc_quantile_lower,analizo_mmloc_quantile_max,analizo_mmloc_quantile_median,analizo_mmloc_quantile_min,analizo_mmloc_quantile_ninety_five,analizo_mmloc_quantile_upper,analizo_mmloc_skewness,analizo_mmloc_standard_deviation,analizo_mmloc_sum,analizo_mmloc_variance,analizo_noa_kurtosis,analizo_noa_mean,analizo_noa_mode,analizo_noa_quantile_lower,analizo_noa_quantile_max,analizo_noa_quantile_median,analizo_noa_quantile_min,analizo_noa_quantile_ninety_five,analizo_noa_quantile_upper,analizo_noa_skewness,analizo_noa_standard_deviation,analizo_noa_sum,analizo_noa_variance,analizo_noc_kurtosis,analizo_noc_mean,analizo_noc_mode,analizo_noc_quantile_lower,analizo_noc_quantile_max,analizo_noc_quantile_median,analizo_noc_quantile_min,analizo_noc_quantile_ninety_five,analizo_noc_quantile_upper,analizo_noc_skewness,analizo_noc_standard_deviation,analizo_noc_sum,analizo_noc_variance,analizo_nom_kurtosis,analizo_nom_mean,analizo_nom_mode,analizo_nom_quantile_lower,analizo_nom_quantile_max,analizo_nom_quantile_median,analizo_nom_quantile_min,analizo_nom_quantile_ninety_five,analizo_nom_quantile_upper,analizo_nom_skewness,analizo_nom_standard_deviation,analizo_nom_sum,analizo_nom_variance,analizo_npa_kurtosis,analizo_npa_mean,analizo_npa_mode,analizo_npa_quantile_lower,analizo_npa_quantile_max,analizo_npa_quantile_median,analizo_npa_quantile_min,analizo_npa_quantile_ninety_five,analizo_npa_quantile_upper,analizo_npa_skewness,analizo_npa_standard_deviation,analizo_npa_sum,analizo_npa_variance,analizo_npm_kurtosis,analizo_npm_mean,analizo_npm_mode,analizo_npm_quantile_lower,analizo_npm_quantile_max,analizo_npm_quantile_median,analizo_npm_quantile_min,analizo_npm_quantile_ninety_five,analizo_npm_quantile_upper,analizo_npm_skewness,analizo_npm_standard_deviation,analizo_npm_sum,analizo_npm_variance,analizo_rfc_kurtosis,analizo_rfc_mean,analizo_rfc_mode,analizo_rfc_quantile_lower,analizo_rfc_quantile_max,analizo_rfc_quantile_median,analizo_rfc_quantile_min,analizo_rfc_quantile_ninety_five,analizo_rfc_quantile_upper,analizo_rfc_skewness,analizo_rfc_standard_deviation,analizo_rfc_sum,analizo_rfc_variance,analizo_sc_kurtosis,analizo_sc_mean,analizo_sc_mode,analizo_sc_quantile_lower,analizo_sc_quantile_max,analizo_sc_quantile_median,analizo_sc_quantile_min,analizo_sc_quantile_ninety_five,analizo_sc_quantile_upper,analizo_sc_skewness,analizo_sc_standard_deviation,analizo_sc_sum,analizo_sc_variance,analizo_total_abstract_classes,analizo_total_cof,analizo_total_eloc,analizo_total_loc,analizo_total_methods_per_abstract_class,analizo_total_modules,analizo_total_modules_with_defined_attributes,analizo_total_modules_with_defined_methods,analizo_total_nom,competition,dir_to_zip,group_name,is_source,new_dir,new_dir_name,source_lang,year
2015_ChinaOpens_apollo3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChinaOpens,/home/se-metrics/root/data-binaries-3D//ChinaOpens2015/apollo3d.tar.gz,apollo3d,,/home/se-metrics/root/data_binaries-3D-proccessed//2015_ChinaOpens_apollo3d,2015_ChinaOpens_apollo3d,,2015
2014_WorldCup_l3m-sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WorldCup,/home/se-metrics/root/data-binaries-3D//WorldCup2014/l3m-sim.tar.gz,l3m-sim,,/home/se-metrics/root/data_binaries-3D-proccessed//2014_WorldCup_l3m-sim,2014_WorldCup_l3m-sim,,2014
2011_GermanOpens_beestanbul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GermanOpens,/home/se-metrics/root/data-binaries-3D//GermanOpens2011/beestanbul.tar.gz,beestanbul,,/home/se-metrics/root/data_binaries-3D-proccessed//2011_GermanOpens_beestanbul,2011_GermanOpens_beestanbul,,2011
2009_WorldCup_robopub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WorldCup,/home/se-metrics/root/data-binaries-3D//WorldCup2009/robopub.tar.gz,robopub,,/home/se-metrics/root/data_binaries-3D-proccessed//2009_WorldCup_robopub,2009_WorldCup_robopub,,2009
2012_ChinaOpens_CIT3D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,None,0.375,1.5,0.75,0,1.5,1.125,0,1.06066017178,1.5,1.125,0,3.8,None,1.9,7.6,3.8,0,7.6,5.7,0,5.37401153702,7.6,28.88,0,0.4,None,0.2,0.8,0.4,0,0.8,0.6,0,0.565685424949,0.8,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,None,0.25,1,0.5,0,1,0.75,0,0.707106781187,1,0.5,0,38,None,19,76,38,0,76,57,0,53.7401153702,76,2888,0,6.5,None,3.25,13,6.5,0,13,9.75,0,9.19238815543,13,84.5,0,2.5,None,1.75,4,2.5,1,4,3.25,0,2.12132034356,5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,None,2.5,10,5,0,10,7.5,0,7.07106781187,10,50,0,0.5,None,0.25,1,0.5,0,1,0.75,0,0.707106781187,1,0.5,0,5,None,2.5,10,5,0,10,7.5,0,7.07106781187,10,50,0,15,None,7.5,30,15,0,30,22.5,0,21.2132034356,30,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,76,0,2,2,1,10,ChinaOpens,/home/se-metrics/root/data-binaries-3D//ChinaOpens2012/CIT3D.tar.gz,CIT3D,True,/home/se-metrics/root/data_binaries-3D-proccessed//2012_ChinaOpens_CIT3D,2012_ChinaOpens_CIT3D,C++,2012
2012_ChinaOpens_AUA3D,6.98515513829,4.51818181818,0,0,35,2,0,18,6,2.49357086116,6.82377363137,497,46.5638865721,0.24908551455,1.61746037802,1,1,4,1.39819004525,0,3.2,2.125,0.832609915695,0.768034294567,177.920641582,0.58987667763,4.39844670637,7.75272983736,1,3.75,35.75,6.58333333333,0,19,10,1.78305108463,6.36743990485,852.80028211,40.5442909419,5.46074563152,1.14770336938,1,0.629464285714,5,1,0,2.5,1.49038461538,1.93405468555,0.833387925462,126.247370631,0.694535434305,12.1039948974,2.37272727273,0,0,23,1,0,9,3,2.98105313971,3.51630302863,261,12.3643869892,0.23,-0.83892383523,0.6,1,0,2,1,0,1,1,0.227681771382,0.561779610056,66,0.315596330275,10.4005415844,2.21818181818,1,1,13,1.5,0,6,2,3.06490764131,2.2396830468,244,5.01618015013,3.10357800854,57.4909090909,1,11,337,30.5,0,178,90,1.60005056865,62.309930505,6324,3882.52743953,4.59220341591,20.8,1,5.25,115,14.5,0,52,29.75,1.84159218535,21.1160185294,2288,445.886238532,17.0165248421,4.80909090909,0,1,45,3,0,16,5.75,3.25557410434,6.06765443632,529,36.8164303586,11.4067555845,0.527272727273,0,0,7,0,0,3,0,3.21171878686,1.30425620062,58,1.70108423686,1.25970023513,6.90909090909,3,3,27,4,0,20,9.75,1.39319923437,6.32969621797,760,40.0650542118,76.5146169525,0.536363636364,0,0,22,0,0,3,0,8.21477125629,2.25720974432,59,5.09499582986,2.26232142079,5.84545454545,3,2,26,3.5,0,18,7.75,1.63470332548,5.55735129906,643,30.8841534612,10.72909673,24.8272727273,1,6.25,193,14.5,0,77,35.75,2.58529633107,28.3787810287,2731,805.355212677,67.7723515693,8.01818181818,0,0,253,2,0,30,4.75,7.71927405565,26.6530483714,882,710.38498749,5,0.0414512093411,7353,6324,8.4,110,88,108,760,ChinaOpens,/home/se-metrics/root/data-binaries-3D//ChinaOpens2012/AUA3D.tar.gz,AUA3D,True,/home/se-metrics/root/data_binaries-3D-proccessed//2012_ChinaOpens_AUA3D,2012_ChinaOpens_AUA3D,Java,2012
2008_WorldCup_hfutengine_rc08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WorldCup,/home/se-metrics/root/data-binaries-3D//WorldCup2008/hfutengine_rc08.tar.gz,hfutengine_rc08,,/home/se-metrics/root/data_binaries-3D-proccessed//2008_WorldCup_hfutengine_rc08,2008_WorldCup_hfutengine_rc08,,2008
2014_WorldCup_seu_jolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WorldCup,/home/se-metrics/root/data-binaries-3D//WorldCup2014/seu_jolly.tar.gz,seu_jolly,,/home/se-metrics/root/data_binaries-3D-proccessed//2014_WorldCup_seu_jolly,2014_WorldCup_seu_jolly,,2014
2009_WorldCup_naitostrikers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WorldCup,/home/se-metrics/root/data-binaries-3D//WorldCup2009/naitostrikers.tar.gz,naitostrikers,,/home/se-metrics/root/data_binaries-3D-proccessed//2009_WorldCup_naitostrikers,2009_WorldCup_naitostrikers,,2009
2005_SpringCompetitions_TsubameGaeshi,10.4198741994,1.52631578947,0,0,14,0,0,14,1,3.1038451883,3.42163737693,29,11.7076023392,2.50476115211,1.53769460764,1,1,4.25,1,1,4.25,1.51098901099,1.8763244804,0.985592406466,29.2161975451,0.971392391683,0.0739227141594,7.16972255199,1,1,23.8333333333,4,1,23.8333333333,8.87912087912,1.21191904896,7.64518932538,136.224728488,58.448919821,1.49472819181,0.792860186905,1,0.37969924812,2.33333333333,1,0,2.33333333333,1,0.622783867514,0.577991660553,15.0643435512,0.334074359668,4.50027573529,0.421052631579,0,0,3,0,0,3,0.5,2.1785638905,0.837707816583,8,0.701754385965,0.11,4.50027573529,0.421052631579,0,0,3,0,0,3,0.5,2.1785638905,0.837707816583,8,0.701754385965,9.47675365432,5.84210526316,1,1,38,2,1,38,7.5,2.86234910327,8.95831803344,111,80.2514619883,9.16531059569,86.1052631579,1,3,666,13,1,666,94.5,2.85779948267,162.800796728,1636,26504.0994152,1.62910971493,23.0526315789,1,1,112,4,1,112,31,1.635698852,34.2092802292,438,1170.2748538,12.9355940893,3.57894736842,0,0,27,2,0,27,5,3.35183779396,6.14017543609,68,37.701754386,6.50865051903,0.105263157895,0,0,1,0,0,1,0,2.79843956402,0.315301767642,2,0.0994152046784,6.95568020011,7.26315789474,1,1,38,3,1,38,12.5,2.32803541628,9.05441638872,138,81.9824561404,4.02763251735,0.842105263158,0,0,6,0,0,6,0.5,2.23244204681,1.80318107474,16,3.2514619883,5.18873160643,5.68421052632,1,1,28,3,1,28,6.5,2.12505228974,6.93663888813,108,48.1169590643,2.81535897357,12.8421052632,1,1,59,8,1,59,20.5,1.62602559464,15.7489440842,244,248.029239766,18.44545303,7.05263157895,0,0,114,0,0,114,0.5,4.27315505091,26.060770186,134,679.16374269,1,0.0847953216374,1784,1636,13,19,11,19,138,SpringCompetitions,/home/se-metrics/root/data-binaries-3D//SpringCompetitions2005/TsubameGaeshi,TsubameGaeshi,True,/home/se-metrics/root/data_binaries-3D-proccessed//2005_SpringCompetitions_TsubameGaeshi,2005_SpringCompetitions_TsubameGaeshi,C++,2005
2009_WorldCup_magmaoffenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WorldCup,/home/se-metrics/root/data-binaries-3D//WorldCup2009/magmaoffenburg.tar.gz,magmaoffenburg,,/home/se-metrics/root/data_binaries-3D-proccessed//2009_WorldCup_magmaoffenburg,2009_WorldCup_magmaoffenburg,,2009
2012_ChinaOpens_Miracle3D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChinaOpens,/home/se-metrics/root/data-binaries-3D//ChinaOpens2012/Miracle3D.tar.gz,Miracle3D,,/home/se-metrics/root/data_binaries-3D-proccessed//2012_ChinaOpens_Miracle3D,2012_ChinaOpens_Miracle3D,,2012
2011_GermanOpens_fcportugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GermanOpens,/home/se-metrics/root/data-binaries-3D//GermanOpens2011/fcportugal.tar.gz,fcportugal,,/home/se-metrics/root/data_binaries-3D-proccessed//2011_GermanOpens_fcportugal,2011_GermanOpens_fcportugal,,2011
2015_ChinaOpens_AHJZU3D_PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChinaOpens,/home/se-metrics/root/data-binaries-3D//ChinaOpens2015/AHJZU3D_PRO.tar.gz,AHJZU3D_PRO,,/home/se-metrics/root/data_binaries-3D-proccessed//2015_ChinaOpens_AHJZU3D_PRO,2015_ChinaOpens_AHJZU3D_PRO,,2015
2011_IranOpens_naoth-iranopen2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IranOpens,/home/se-metrics/root/data-binaries-3D//IranOpens2011/naoth-iranopen2011.tar.gz,naoth-iranopen2011,,/home/se-metrics/root/data_binaries-3D-proccessed//2011_IranOpens_naoth-iranopen2011,2011_IranOpens_naoth-iranopen2011,,2011
2009_WorldCup_seuredsun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WorldCup,/home/se-metrics/root/data-binaries-3D//WorldCup2009/seuredsun.tar.gz,seuredsun,,/home/se-metrics/root/data_binaries-3D-proccessed//2009_WorldCup_seuredsun,2009_WorldCup_seuredsun,,2009
2010_WorldCup_NomoFC_binary_2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WorldCup,/home/se-metrics/root/data-binaries-3D//WorldCup2010/NomoFC_binary_2010.tar.gz,NomoFC_binary_2010,,/home/se-metrics/root/data_binaries-3D-proccessed//2010_WorldCup_NomoFC_binary_2010,2010_WorldCup_NomoFC_binary_2010,,2010
2009_WorldCup_persia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WorldCup,/home/se-metrics/root/data-binaries-3D//WorldCup2009/persia.tar.gz,persia,,/home/se-metrics/root/data_binaries-3D-proccessed//2009_WorldCup_persia,2009_WorldCup_persia,,2009
2015_WorldCup_fcportugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WorldCup,/home/se-metrics/root/data-binaries-3D//WorldCup2015/fcportugal.tar.bz2,fcportugal,,/home/se-metrics/root/data_binaries-3D-proccessed//2015_WorldCup_fcportugal,2015_WorldCup_fcportugal,,2015
2015_ChinaOpens_Sainty3D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChinaOpens,/home/se-metrics/root/data-binaries-3D//ChinaOpens2015/Sainty3D.tar.gz,Sainty3D,,/home/se-metrics/root/data_binaries-3D-proccessed//2015_ChinaOpens_Sainty3D,2015_ChinaOpens_Sainty3D,,2015
2009_WorldCup_fcportugal_bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WorldCup,/home/se-metrics/root/data-binaries-3D//WorldCup2009/fcportugal_bin.tgz,fcportugal_bin,,/home/se-metrics/root/data_binaries-3D-proccessed//2009_WorldCup_fcportugal_bin,2009_WorldCup_fcportugal_bin,,2009
2009_WorldCup_hfutengine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WorldCup,/home/se-metrics/root/data-binaries-3D//WorldCup2009/hfutengine.tar.gz,hfutengine,,/home/se-metrics/root/data_binaries-3D-proccessed//2009_WorldCup_hfutengine,2009_WorldCup_hfutengine,,2009
2012_ChinaOpens_NeverMost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChinaOpens,/home/se-metrics/root/data-binaries-3D//ChinaOpens2012/NeverMost.tar.gz,NeverMost,,/home/se-metrics/root/data_binaries-3D-proccessed//2012_ChinaOpens_NeverMost,2012_ChinaOpens_NeverMost,,2012
2009_WorldCup_bahia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WorldCup,/home/se-metrics/root/data-binaries-3D//WorldCup2009/bahia.tar.gz,bahia,,/home/se-metrics/root/data_binaries-3D-proccessed//2009_WorldCup_bahia,2009_WorldCup_bahia,,2009
2010_WorldCup_SEURedSun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WorldCup,/home/se-metrics/root/data-binaries-3D//WorldCup2010/SEURedSun.tar.gz,SEURedSun,,/home/se-metrics/root/data_binaries-3D-proccessed//2010_WorldCup_SEURedSun,2010_WorldCup_SEURedSun,,2010
2012_ChinaOpens_hfutengine3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChinaOpens,/home/se-metrics/root/data-binaries-3D//ChinaOpens2012/hfutengine3d.tar.gz,hfutengine3d,,/home/se-metrics/root/data_binaries-3D-proccessed//2012_ChinaOpens_hfutengine3d,2012_ChinaOpens_hfutengine3d,,2012
