analizo_cbo_skewness,analizo_anpm_standard_deviation,analizo_accm_skewness,analizo_lcom4_quantile_upper,analizo_npm_mode,analizo_acc_quantile_upper,analizo_sc_quantile_median,analizo_npa_quantile_max,analizo_cbo_variance,analizo_sc_variance,analizo_noa_quantile_median,analizo_accm_standard_deviation,analizo_mmloc_sum,analizo_rfc_quantile_ninety_five,analizo_npm_quantile_lower,analizo_rfc_mode,analizo_nom_quantile_upper,analizo_rfc_kurtosis,analizo_noc_quantile_median,analizo_lcom4_quantile_min,analizo_npa_kurtosis,analizo_loc_kurtosis,analizo_npa_variance,analizo_npa_standard_deviation,folder,analizo_acc_standard_deviation,analizo_lcom4_quantile_max,analizo_npm_quantile_min,analizo_noa_skewness,analizo_cbo_mode,analizo_acc_skewness,analizo_loc_mode,analizo_noc_kurtosis,analizo_anpm_quantile_ninety_five,analizo_noa_standard_deviation,analizo_accm_quantile_lower,analizo_acc_variance,analizo_accm_quantile_median,analizo_amloc_quantile_lower,analizo_mmloc_quantile_upper,analizo_accm_mode,analizo_npm_variance,analizo_sc_skewness,analizo_rfc_sum,analizo_lcom4_quantile_median,analizo_sc_quantile_ninety_five,analizo_nom_mode,analizo_amloc_quantile_ninety_five,analizo_lcom4_kurtosis,analizo_acc_kurtosis,analizo_noa_quantile_ninety_five,analizo_anpm_quantile_min,analizo_noa_quantile_upper,analizo_nom_quantile_lower,analizo_dit_sum,analizo_dit_mean,analizo_mmloc_kurtosis,analizo_nom_sum,analizo_noc_mean,analizo_cbo_mean,analizo_npm_quantile_median,analizo_accm_quantile_max,analizo_noc_quantile_max,analizo_npa_sum,analizo_loc_quantile_max,analizo_change_cost,analizo_noa_quantile_min,analizo_noa_quantile_lower,analizo_noa_mode,analizo_loc_quantile_min,analizo_npm_kurtosis,analizo_noc_quantile_upper,analizo_accm_kurtosis,analizo_sc_sum,analizo_dit_quantile_median,analizo_npa_mean,analizo_anpm_mode,analizo_noa_variance,analizo_anpm_quantile_max,analizo_acc_sum,analizo_noc_skewness,analizo_noa_mean,analizo_cbo_sum,analizo_lcom4_quantile_lower,analizo_loc_sum,analizo_noa_quantile_max,analizo_dit_standard_deviation,analizo_anpm_mean,analizo_rfc_quantile_lower,analizo_sc_quantile_lower,analizo_dit_quantile_max,analizo_sc_mean,analizo_mmloc_mean,analizo_npm_mean,analizo_dit_quantile_lower,analizo_amloc_skewness,analizo_dit_quantile_min,analizo_sc_kurtosis,analizo_mmloc_quantile_lower,analizo_total_cof,analizo_noa_kurtosis,analizo_dit_variance,analizo_npm_sum,analizo_npa_mode,analizo_sc_quantile_min,analizo_cbo_quantile_upper,analizo_npm_quantile_max,analizo_total_modules_with_defined_methods,analizo_acc_quantile_median,analizo_nom_kurtosis,analizo_acc_quantile_ninety_five,analizo_loc_skewness,analizo_sc_quantile_upper,analizo_total_methods_per_abstract_class,analizo_noc_variance,analizo_anpm_quantile_lower,analizo_sc_standard_deviation,analizo_npa_quantile_ninety_five,analizo_rfc_variance,analizo_rfc_quantile_max,analizo_anpm_variance,analizo_accm_sum,analizo_loc_quantile_ninety_five,analizo_nom_standard_deviation,analizo_dit_kurtosis,analizo_cbo_quantile_ninety_five,analizo_npm_skewness,analizo_loc_quantile_lower,analizo_total_abstract_classes,analizo_nom_quantile_min,analizo_lcom4_sum,analizo_nom_quantile_max,type,analizo_total_modules_with_defined_attributes,analizo_noc_standard_deviation,analizo_anpm_sum,analizo_loc_quantile_median,analizo_loc_quantile_upper,analizo_dit_quantile_ninety_five,analizo_mmloc_quantile_max,analizo_accm_quantile_upper,analizo_dit_quantile_upper,analizo_cbo_standard_deviation,analizo_acc_quantile_max,analizo_amloc_quantile_max,analizo_npa_quantile_upper,analizo_amloc_kurtosis,analizo_noc_quantile_min,analizo_accm_quantile_min,analizo_npa_skewness,analizo_mmloc_quantile_min,analizo_acc_quantile_min,analizo_cbo_quantile_median,analizo_anpm_quantile_median,analizo_accm_mean,analizo_anpm_kurtosis,analizo_npa_quantile_lower,analizo_dit_mode,analizo_rfc_quantile_upper,analizo_mmloc_quantile_ninety_five,analizo_noc_mode,analizo_lcom4_mean,analizo_cbo_quantile_min,analizo_noa_sum,analizo_mmloc_skewness,analizo_noc_quantile_lower,analizo_loc_mean,analizo_lcom4_variance,analizo_accm_variance,analizo_total_modules,analizo_nom_mean,analizo_npm_quantile_upper,analizo_amloc_mode,analizo_loc_standard_deviation,analizo_noc_sum,analizo_mmloc_standard_deviation,analizo_anpm_skewness,analizo_sc_quantile_max,analizo_rfc_standard_deviation,analizo_nom_quantile_ninety_five,analizo_accm_quantile_ninety_five,analizo_acc_quantile_lower,analizo_anpm_quantile_upper,analizo_dit_skewness,analizo_mmloc_variance,analizo_amloc_mean,analizo_acc_mean,analizo_npa_quantile_min,analizo_amloc_sum,analizo_nom_quantile_median,analizo_amloc_quantile_upper,analizo_cbo_quantile_lower,analizo_sc_mode,analizo_lcom4_mode,analizo_total_loc,analizo_mmloc_mode,analizo_rfc_skewness,analizo_npa_quantile_median,analizo_cbo_kurtosis,analizo_nom_skewness,analizo_cbo_quantile_max,analizo_lcom4_standard_deviation,analizo_amloc_standard_deviation,analizo_rfc_quantile_median,analizo_lcom4_quantile_ninety_five,analizo_rfc_quantile_min,analizo_total_nom,analizo_noc_quantile_ninety_five,analizo_npm_standard_deviation,analizo_nom_variance,analizo_lcom4_skewness,analizo_loc_variance,analizo_amloc_quantile_min,analizo_rfc_mean,analizo_acc_mode,analizo_mmloc_quantile_median,analizo_amloc_quantile_median,analizo_npm_quantile_ninety_five,analizo_amloc_variance
0,0.5210260493,0,3.25,None,0.75,2,2,0.5,8,10.5,2.4934818073,128,88,2.25,None,14.5,0,0,1,0,0,2,1.4142135624,SimpaticoAgent,0.7071067812,4,1,0,None,0,None,0,2,12.0208152802,1.8815789474,0.5,2.7631578947,9.5263157895,94,None,12.5,0,91,2.5,4,None,26.1052631579,0,0,19,1.2631578947,14.75,5.5,1,0.5,0,20,0,0.5,3.5,4.5263157895,0,2,496,1,2,6.25,None,4,0,0,0,4,0.5,1,None,144.5,2,1,0,10.5,1,1.75,500,19,0.7071067812,1.6315789474,24.25,1,1,2,64,3.5,0.25,0,0,0,34,0.5,0,0.5,7,None,0,0.75,6,2,0.5,0,1,0,3,0,0,1.4473684211,2.8284271248,2,3612.5,88,0.271468144,5.5263157895,496,12.7279220614,0,1,0,127,0,1,5,19,y2014,2,0,3.2631578947,250,373,1,124,3.6447368421,0.75,0.7071067812,1,26.1052631579,1.5,0,0,1,0,4,0,0.5,1.6315789474,2.7631578947,0,0.5,None,66.75,124,0,2.5,0,21,0,0,250,4.5,6.2174515236,2,10,4.75,None,347.896536344,0,84.8528137424,0,4,60.1040764009,19,4.5263157895,0.25,1.8157894737,0,7200,15.0526315789,0.5,0,30.1052631579,10,20.5789473684,0.25,None,None,500,None,0,1,0,0,1,2.1213203436,15.6307814789,45.5,4,3,20,0,3.5355339059,162,0,121032,4,45.5,None,64,15.0526315789,6,244.32132964
0,1.9772800733,0,4.25,None,0.75,2.5,0,0.5,12.5,9,0.6547285011,81,95,3.75,None,20.75,0,0,2,0,0,0,0,AgentTRP,0.7071067812,5,2,0,None,0,None,0,3.5,2.8284271248,2.2314814815,0.5,2.462962963,13.1296296296,52.75,None,24.5,0,102,3.5,5,None,16.5185185185,0,0,11,0.7037037037,10,8.25,2,1,0,29,0,0.5,5.5,2.9259259259,0,0,446,1,7,8,None,24,0,0,0,5,1,0,None,8,3.5,1,0,9,1,2.75,470,11,0,2.1018518519,29,1.25,1,2.5,40.5,5.5,1,0,1,0,28.25,0.5,0,0,11,0,0,0.75,9,2,0.5,0,1,0,3.75,0,0,1.4027777778,3.5355339059,0,3872,95,3.9096364883,4.9259259259,446,17.6776695297,0,1,0,129.5,0,2,7,27,y2014,2,0,4.2037037037,235,340.5,1,65,2.6944444444,1,0.7071067812,1,16.5185185185,0,0,0,2,0,16,0,0.5,2.1018518519,2.462962963,0,0,1,73,65,0,3.5,0,18,0,0,235,4.5,0.4286694102,2,14.5,7.25,None,298.399061661,0,34.6482322781,0,5,62.2253967444,27,2.9259259259,0.25,2.8009259259,0,1200.5,14.2592592593,0.5,0,28.5185185185,14.5,15.3888888889,0.25,None,None,470,None,0,0,0,0,1,2.1213203436,3.1950750854,51,5,7,29,0,4.9497474683,312.5,0,89042,12,51,None,40.5,14.2592592593,9,10.2085048011
0,0,0,5,None,0,0,0,0,0,7,0,56,None,6,None,13,0,0,5,0,0,0,0,AgentTD,0,5,6,0,None,0,None,0,None,0,3.4615384615,0,3.4615384615,17.6153846154,56,None,0,0,34,5,None,None,None,0,0,None,0.3846153846,7,13,1,1,0,13,0,0,6,3.4615384615,0,0,229,1,7,7,None,229,0,0,0,0,1,0,None,0,0.3846153846,0,0,7,0,5,229,7,0,0.3846153846,34,0,1,0,56,6,1,0,1,0,56,1,0,0,6,None,0,0,6,1,0,0,None,0,0,0,0,0.3846153846,0,None,0,34,0,3.4615384615,None,0,0,None,0,229,0,13,5,13,y2014,1,0,0.3846153846,229,229,None,56,3.4615384615,1,0,0,17.6153846154,0,0,0,3.4615384615,0,56,0,0,0.3846153846,3.4615384615,0,0,None,34,None,None,5,0,7,0,0,229,0,0,1,13,6,None,0,0,0,0,0,0,None,None,0,0.3846153846,0,0,17.6153846154,0,0,17.6153846154,13,17.6153846154,0,None,None,229,None,0,0,0,0,0,0,0,34,None,34,13,None,0,0,0,0,17.6153846154,34,None,56,17.6153846154,None,0
2.4494897428,2.2924914839,-1.4909372897,1.75,3,1,0,0,2.6666666667,42.6666666667,8,0.9282759571,305,90,2.25,None,11.75,-0.8015071487,0,1,0,-1.5573385583,0,0,Aster,0.5163977795,4,1,0.6998453002,0,-0.9682458366,None,0,7,10.5719755328,2.7,0.2666666667,3,16.2333333333,66.25,3,5.4666666667,2.4494897428,220,1,16,None,23.4615384615,3.6570247934,-1.875,26,0.5384615385,20.25,2.75,2,0.3333333333,0.3941906997,44,0,0.6666666667,3,3.7692307692,0,0,305,0.28,1,4.75,None,10,-1.2894110648,0,3.2824241116,16,0,0,2,111.766666667,7,4,0,11.8333333333,4,1,831,26,0.5163977795,2.4508547009,10,0,1,2.6666666667,50.8333333333,3.6666666667,0,-0.5337691797,0,6,32.75,0.1333333333,-1.7480310842,0.2666666667,22,0,0,0,7,6,1,-1.8109797737,1,0.4608242725,0,0,0,1.5416666667,6.5319726474,0,1170.26666667,90,5.2555172036,16.3692307692,305,5.7503623074,-1.875,4,0.5998224154,48.75,0,1,10,15,y2014,6,0,14.7051282051,116.5,221.75,1,107,3,0.75,1.6329931619,1,23.4615384615,0,1.4365975017,0,1,0,10,0,0,1.8333333333,2.7282051282,4.9752899101,0,0,57,107,0,1.6666666667,0,71,0.8031405474,0,138.5,1.4666666667,0.8616962525,6,7.3333333333,5.25,19,117.614199823,0,34.2894541611,2.1320309802,16,34.2091605665,15,3.7692307692,0.25,2,0.9682458366,1175.76666667,17.3324786325,0.6666666667,0,103.994871795,6.5,19,0,0,1,831,None,0.7916419315,0,6,0.3383377276,4,1.2110601416,4.4535979048,27.5,4,4,44,0,2.3380903889,33.0666666667,1.9517084927,13833.1,10,36.6666666667,1,42,17.6666666667,7,19.8345342976
0,0,0,6,None,0,0,0,0,0,21,0,72,None,9,None,27,0,0,6,0,0,0,0,Flinch,0,6,9,0,None,0,None,0,None,0,3.037037037,0,3.037037037,18.9259259259,72,None,0,0,84,6,None,None,None,0,0,None,0.9259259259,21,27,1,1,0,27,0,0,9,3.037037037,0,0,511,1,21,21,None,511,0,0,0,0,1,0,None,0,0.9259259259,0,0,21,0,6,511,21,0,0.9259259259,84,0,1,0,72,9,1,0,1,0,72,1,0,0,9,None,0,0,9,1,0,0,None,0,0,0,0,0.9259259259,0,None,0,84,0,3.037037037,None,0,0,None,0,511,0,27,6,27,y2014,1,0,0.9259259259,511,511,None,72,3.037037037,1,0,0,18.9259259259,0,0,0,3.037037037,0,72,0,0,0.9259259259,3.037037037,0,0,None,84,None,None,6,0,21,0,0,511,0,0,1,27,9,None,0,0,0,0,0,0,None,None,0,0.9259259259,0,0,18.9259259259,0,0,18.9259259259,27,18.9259259259,0,None,None,511,None,0,0,0,0,0,0,0,84,None,84,27,None,0,0,0,0,18.9259259259,84,None,72,18.9259259259,None,0
0,0.7769092373,1.4142135624,3.25,None,1,0.5,0,0.3333333333,0.3333333333,0,0.9428090416,42,27,2.5,None,4.5,3.9082057381,0,1,0,3.7071266379,0,0,kGA_gent,0.5773502692,4,1,2,1,0,None,0,2,2,1,0.3333333333,1.3333333333,1,15,1,4.3333333333,0,36,2,1,None,10,-3.9012345679,-6,4,0.3333333333,1,2.5,1,0.25,1.835511453,14,0,0.5,3.5,3,0,0,58,0.38,0,0,0,3,0.3905325444,0,1.5,2,0,0,None,4,2,2,0,1,2,1,75,4,0.5,1.1875,2.75,0,1,0.5,10.5,3.5,0,0.003695698,0,-6,1,0.1666666667,4,0.25,14,0,0,1,6,4,0.5,0.3905325444,1,1.9199501336,1,0,0,0.6458333333,0.5773502692,0,144.666666667,27,0.603587963,6.6666666667,58,2.0816659995,4,1,0,3.75,0,1,9,6,y2014,1,0,4.75,7,22,1,30,2,0.25,0.5773502692,1,10,0,-5.9786666727,0,1,0,1,0,0.5,1.2083333333,1.6666666667,-3.8246153648,0,0,9.75,30,0,2.25,0,4,1.4860081346,0,18.75,2.25,0.8888888889,4,3.5,4.5,1,26.3486242525,0,13.6747943312,-0.0860774947,1,12.0277457018,6,3,0,1.75,2,187,5.4166666667,0.5,0,21.6666666667,3.5,9.75,0,1,1,75,1,1.9723980613,0,-6,0,1,1.5,5.1017426217,3.5,4,2,14,0,2.0816659995,4.3333333333,0.3703703704,694.25,1,9,0,5.5,5.3333333333,6,26.0277777778
0.8866972135,0.5317710123,2.3495231074,8,5,4,9,4,3.64,179.36,2,1.3460219428,568,45,3,14,9,2.0600724276,0,1,15.338882283,1.0225090678,0.7733333333,0.8793937306,BraveCat,3.7558842723,15,1,0.8364262854,1,2.3659923681,24,2.3497237129,1.7272727273,2.7373953557,1.1578947368,14.1066666667,1.5714285714,4.6,34,1,34.1666666667,2.3566239423,480,5,35,5,28,0.2081655297,6.6814803735,7,0,5,4,17,0.68,-0.3672674779,189,0.48,2.16,5,7,3,6,183,0.18,0,1,2,4,1.8200493307,0,7.0005819035,272,1,0.24,1,7.4933333333,1.75,56,1.8891681739,3.08,54,3,1574,10,0.5567764363,0.8819096985,11,2,2,10.88,22.72,7.4,0,1.4714286323,0,7.0365430967,8,0.0933333333,0.0432039285,0.31,185,0,0,3,24,25,0,1.8829943741,7,1.1117024038,15,11.4,0.9266666667,0.625,13.3925352342,2,226.583333333,64,0.2827804095,51.3077409433,172,5.8315235288,-0.5647114954,6,1.4224295342,24,5,1,135,24,y2014,20,0.9626352719,22.0477424622,60,85,1,62,2.4545454546,1,1.9078784028,16,32,0,1.6249548934,0,1,3.8819848094,4,0,2,0.8947368421,2.0523096377,-0.7385707193,0,1,20,59,0,5.4,0,77,0.9000948619,0,62.96,15.3333333333,1.8117750704,25,7.56,9,4,46.998652463,12,17.7893226403,-0.1382792779,60,15.0526852532,19,4.3333333333,0,1.2,-0.0100760338,316.46,10.2446312752,2.24,0,256.115781879,5,12.2857142857,1,0,5,1574,7,1.4604029582,0,0.3643096034,1.4649236475,7,3.9157800415,7.8872354641,14,13,1,189,3,5.8452259723,34.0066666667,0.9178363776,2208.87333333,2.8181818182,19.2,0,14,7.625,19,62.2084832659
0.067842565,0.4716474969,-0.1262282273,2,1,2,1,0,0.4107142857,10.6964285714,4,0.608348735,241,63,1,None,9.25,-0.9996754235,0,1,0,0.4351134474,0,0,KGAgent,0.991031209,5,0,1.0525874832,1,0.3118881689,None,0,2,6.3414734656,1.9166666667,0.9821428571,2.2222222222,6.5,39.5,2,18.2678571429,2.5313248826,194,1.5,10,3,21.3333333333,5.002997455,-2.3584793388,18,0.5,9.25,2.75,6,0.75,1.8018149826,54,0,0.875,2.5,3,0,0,307,0.56,0,0.75,0,10,-1.59397322,0,-1.1908160443,17,1,0,1,40.2142857143,2,7,0,5.75,7,1,788,18,0.4629100499,0.9677083333,5.5,0.75,1,2.125,30.125,4.375,0.75,0.5815030966,0,6.7615285353,9.75,0.125,0.5803368784,0.2142857143,35,0,0,1,11,8,0.5,0.9932172443,2,1.1161663611,2,0,0,0.6638888889,3.2705394924,0,528.214285714,63,0.2224513613,18.0444444444,307,5.7008771255,8.881784197E-16,2,0.6360357864,13.5,0,1,15,18,y2014,6,0,7.7416666667,55.5,154.5,1,84,2.7,1,0.6408699445,2,21.3333333333,0,-0.6648409307,0,1.3333333333,0,7,0,1,0.9375,2.2555555556,3.5383085897,0,1,40.5,84,0,1.875,0,46,1.3241042761,0,98.5,1.8392857143,0.3700881834,8,6.75,8.25,None,108.746100094,0,26.1667045799,1.6534288994,10,22.9829129075,18,3,0,1.0277777778,-1.4401645997,684.696428571,11.4121527778,0.875,0,91.2972222222,5.5,14.9138888889,0.75,1,1,788,None,0.7199986968,0,0.741020794,1.0987320242,2,1.3562026819,5.8230831973,16.5,5,2,54,0,4.2740913821,32.5,2.1261535493,11825.7142857,4.6666666667,24.25,0,25.5,10.6875,11,33.9082979222
0.5490837054,0.2280317013,2.4751660881,4,3,1,0,0,0.9444444444,20.7777777778,3,1.6254367884,158,141,3,7,10,8.256226914,0,1,0,8.5169404862,0,0,AgentYK,0.6666666667,5,3,2.9674300711,0,0.2544642857,10,0,1,11.5325625947,1.2,0.4444444444,2,4,16,1,8,0.7696795893,235,3,10,3,31.4375,-1.4504300589,-0.0401785714,37,0.25,3,3,4,0.4444444444,7.427805369,58,0,0.7777777778,4,6.3125,0,0,503,0.21,1,2,2,10,-0.2020089286,0,6.796262049,31,0,0,0.6,133,1,7,0,6.3333333333,7,1,763,37,0.5270462767,0.5703703704,7,0,1,3.4444444444,17.5555555556,5.3333333333,0,2.6958346424,0,-1.575734426,6,0.0972222222,8.8555397624,0.2777777778,48,0,0,2,10,9,1,1.1087350837,2,2.8939793539,8,0,0,0.5,4.5582647771,0,1911.61111111,141,0.0519984568,19.6291666667,503,4.5582647771,-2.5714285714,2,1.1411567027,19,0,3,26,16,y2014,9,0,5.1333333333,29,67,1,75,2.1,1,0.9718253158,2,31.4375,0,7.6566813307,0,1,0,4,0,0,0.6,2.1810185185,0.9106530292,0,0,24,75,0,2.8888888889,0,57,2.6474605999,0,84.7777777778,2.6111111111,2.6420447531,9,6.4444444444,6,3.3333333333,158.330175407,0,22.2548371771,0.2040341813,10,43.7219751511,16,6.3125,0,0.6666666667,0.2710523709,495.277777778,8.7319444444,0.7777777778,0,78.5875,4,7.25,0,0,1,763,4,2.8391659556,0,-2.0108749382,1.3703816182,2,1.6158932858,8.7537174643,8,5,4,58,0,2.8284271248,20.7777777778,-0.0009405057,25068.4444444,3.3333333333,26.1111111111,1,11,6.7,10,76.6275694444
0,0,0,4,None,0,0,0,0,0,7,0,87,None,6,None,8,0,0,4,0,0,0,0,parscat,0,4,6,0,None,0,None,0,None,0,5,0,5,24.625,87,None,0,0,26,4,None,None,None,0,0,None,1,7,8,1,1,0,8,0,0,6,5,0,0,197,1,7,7,None,197,0,0,0,0,1,0,None,0,1,0,0,7,0,4,197,7,0,1,26,0,1,0,87,6,1,0,1,0,87,1,0,0,6,None,0,0,6,1,0,0,None,0,0,0,0,1,0,None,0,26,0,5,None,0,0,None,0,197,0,8,4,8,y2016,1,0,1,197,197,None,87,5,1,0,0,24.625,0,0,0,5,0,87,0,0,1,5,0,0,None,26,None,None,4,0,7,0,0,197,0,0,1,8,6,None,0,0,0,0,0,0,None,None,0,1,0,0,24.625,0,0,24.625,8,24.625,0,None,None,197,None,0,0,0,0,0,0,0,26,None,26,8,None,0,0,0,0,24.625,26,None,87,24.625,None,0
1.3693063938,0.2886164114,0.8971005952,2,8,1,1.5,6,1.2,5.7666666667,7,1.663517434,218,149,5,None,12.25,2.6428576273,0,1,3.6570247934,-1.5739973748,5.8666666667,2.4221202833,farma,1.095445115,4,3,1.9208025045,1,1.3693063938,None,0,1.5384615385,9.2951600309,1.6127717391,1.2,1.9125,7.3682065217,52.75,None,240.166666667,0.8785861183,326,2,6,4,29.6923076923,2.5,2.5,28,0.875,10,5,1,0.1666666667,-1.5058029829,85,0,1,8,5.0769230769,0,8,386,0.42,2,5.5,7,26,5.4021362103,0,-1.8074718582,13,0,1.3333333333,1,86.4,1.5384615385,6,0,10,6,1.25,1060,28,0.4082482905,1.1522435897,23.75,0.25,1,2.1666666667,36.3333333333,12.8333333333,0,0.7403922121,0,-0.5001837683,19.75,0.2,4.0517296811,0.1666666667,77,0,0,1,44,6,1,5.021092615,3,0.7173104947,3.5,0,0,1,2.4013884872,6,2589.46666667,149,0.0832994329,16.7606187291,386,15.9801960772,6,3,2.2879569979,73.75,0,4,12,46,y2016,6,0,6.9134615385,126,286.25,1,69,4.1125,0,1.095445115,3,29.6923076923,1.5,-1.9611127517,0,1.5,1.9517084927,13,0,1,1,2.7934364549,-1.7713511446,0,0,64.5,69,0,2,0,60,0.6775806923,0,176.666666667,1.2,2.7672902533,6,14.1666666667,9.5,None,148.6575483,0,22.9927524813,0.8456532423,6,50.8868024803,46,5.0769230769,0.25,1.375,2.4494897428,528.666666667,15.5166527313,1,0,93.099916388,9,24.5,0.25,0,2,1060,None,1.6557036135,0,2.5,2.1943114167,3,1.095445115,10.6813957758,35.5,4,12,85,0,15.4973115948,255.366666667,1.3693063938,22099.0666667,6.5,54.3333333333,1,29.5,10.8125,44,114.09221572
1.2932338163,0.4991987381,-0.3849731663,2,None,1,1,0,1.2,5.7,11,1.6562876779,194,114,3,None,11,1.804872508,0,1,0,-2.2951005056,0,0,atlas3,1.6431676725,4,1,0.2487789411,1,1.7355817666,None,0,2,7.8294316524,2.25,2.7,4.4285714286,11.25,54,None,120.2,2.0428313422,258,1,6,None,31.4545454545,2.6643598616,3.2510288066,22,0.7272727273,11,7,2,0.4,-2.2895862661,60,0,1.2,5,5.5454545455,0,0,346,0.56,0,9,11,19,4.1943543899,0,-2.8135756758,9,0,0,None,61.3,2,6,0,10.6,6,1,897,22,0.5477225575,1.2795454546,41,1,1,1.8,38.8,8.8,0,0.7450246625,0,4.4228993537,22,0.3,1.8201874024,0.3,44,0,0,1,28,5,1,3.5128722425,4,0.2297129771,1,0,0,1,2.3874672773,0,1645.3,114,0.2491993802,19.1028138528,346,12.2882057274,-3.3333333333,3,2.0069480677,90,0,1,9,33,y2016,4,0,6.3977272727,142,300,1,64,5,1,1.095445115,4,31.4545454545,0,0.2253269629,0,1.8787878788,0,19,0,1,1.125,3.8205627706,-0.4693887485,0,0,58,64,0,1.8,0,53,0.3782000012,0,179.4,1.7,2.743288872,5,12,7,None,139.121529606,0,19.7154761545,0.6657778227,6,40.5622977653,33,5.5454545455,0,1.5454545455,0.6085806195,388.7,18.2162337662,1.2,0,91.0811688312,8,20.2857142857,1,1,1,897,None,0.7453479975,0,2.9166666667,1.7380581321,3,1.303840481,8.8310517324,43,4,2,60,0,10.9635760589,151,1.714392328,19354.8,9.0909090909,51.6,0,35,19,28,77.9874747006
1.129338115,0.555726183,-0.0283416847,2.5,4,1.5,1,2,1.5833333333,7.3333333333,8.5,1.619400976,160,72,3.5,None,10.75,0.6117048022,0,1,4,-4.9064544629,1,1,agentsmith,1.2583057392,4,2,1.015374538,1,1.129338115,None,0,2,4.7958315233,1.9090909091,1.5833333333,3.25,12.6534090909,47.5,None,70.3333333333,1.8128019581,155,1.5,6,4,26.2857142857,1.5,2.2271468144,16,0.7727272727,11.5,4,1,0.25,0.356710775,37,0,1.25,4,4.7142857143,0,2,184,0.56,5,6.5,None,57,3.7699961816,0,-5.6639583622,8,0,0.5,None,23,2,5,0,9.5,5,1,499,16,0.5,1.336038961,22.5,0.75,1,2,40,7.5,0,-0.1876134722,0,3.4834710744,27.5,0.4166666667,0.5784499055,0.25,30,0,0,1.5,20,4,1,3.4123048669,3,-0.1407107162,2.25,0,0,0.9431818182,2.7080128016,2,586.25,72,0.3088315905,12.8506493506,184,8.6168439698,4,3,1.9225217141,78,0,4,8,22,y2016,4,0,5.3441558442,129,175.75,1,64,4.5535714286,0.25,1.2583057392,3,26.2857142857,0.5,-1.7569713554,0,1.6363636364,2,26,0,1,1.2857142857,3.2126623377,-2.6358386012,0,0,48.75,64,0,2,0,38,1.1619427507,0,124.75,2,2.622459521,4,9.25,8,None,63.2686072762,0,17.5119007154,0.3459060084,6,24.2126000256,22,4.7142857143,0.75,1.6785714286,2,306.666666667,17.4123376623,1.25,0,69.6493506494,5.5,22.5089285714,0.75,1,1,499,None,1.1566868721,0,2.2271468144,1.8462781692,3,1.4142135624,8.0548648013,32.5,4,18,37,0,8.3864970836,74.25,1.4142135624,4002.91666667,7.8636363636,38.75,1,35,17.75,20,64.8808469669
2,0.3061862178,2,3.25,6,1,0,0,4,64,3,3.2083333333,270,134,5.5,None,12,3.9266464592,0,2,0,3.9965098336,0,0,pars2,0.5,4,4,1.9945359582,0,-2,None,0,1.125,15.6737572607,1,0.25,1,3.125,68.25,1,88,2,171,2.5,16,None,42.1666666667,-1.2892561984,4,34,0.5,10.75,5.5,1,0.25,3.9991733957,42,0,1,6,7.4166666667,0,0,1012,1,2,2.75,3,12,3.8140495868,0,4,16,0,0,0.5,245.666666667,1.125,3,0,10.5,4,2,1071,34,0.5,0.75,11,0,1,4,67.5,10,0,1.9993172766,0,4,3.75,0.25,3.9823075323,0.25,40,0,0,1,24,4,1,3.3803272964,1,1.9989556477,4,0,0,0.5,8,0,3714.25,134,0.09375,10.4166666667,1012,9.1469484893,4,4,1.9381883305,17.25,0,4,11,24,y2016,4,0,3,23.5,274,1,258,2.6041666667,0.25,2,1,42.1666666667,0,3.9977120018,0,1,0,3,0,0,0.6875,2.6041666667,-2.9444444444,0,0,46.25,258,0,2.75,0,42,1.9997520136,0,267.75,0.9166666667,10.2934027778,4,10.5,10.5,None,496.209885029,0,127.002624645,0.544331054,16,60.9446470168,24,7.4166666667,0.75,0.9375,2,16129.6666667,12.9583333333,0.75,0,51.8333333333,7,13.1666666667,0,0,2,1071,None,1.9781919038,0,4,1.8110670538,4,0.9574271078,19.4733317167,14.5,4,8,42,0,9.3808315197,83.6666666667,0.8545630383,246224.25,3,42.75,1,4.5,3.3333333333,24,379.210648148
