analizo_cbo_skewness,analizo_anpm_standard_deviation,analizo_accm_skewness,analizo_lcom4_quantile_upper,analizo_npm_mode,analizo_acc_quantile_upper,analizo_sc_quantile_median,analizo_npa_quantile_max,analizo_cbo_variance,analizo_sc_variance,analizo_noa_quantile_median,analizo_accm_standard_deviation,analizo_mmloc_sum,analizo_rfc_quantile_ninety_five,analizo_npm_quantile_lower,analizo_rfc_mode,analizo_nom_quantile_upper,analizo_rfc_kurtosis,analizo_noc_quantile_median,analizo_lcom4_quantile_min,analizo_npa_kurtosis,analizo_loc_kurtosis,analizo_npa_variance,analizo_npa_standard_deviation,folder,analizo_acc_standard_deviation,analizo_lcom4_quantile_max,analizo_npm_quantile_min,analizo_noa_skewness,analizo_cbo_mode,analizo_acc_skewness,analizo_loc_mode,analizo_noc_kurtosis,analizo_anpm_quantile_ninety_five,analizo_noa_standard_deviation,analizo_accm_quantile_lower,analizo_acc_variance,analizo_accm_quantile_median,analizo_amloc_quantile_lower,analizo_mmloc_quantile_upper,analizo_accm_mode,analizo_npm_variance,analizo_sc_skewness,analizo_rfc_sum,analizo_lcom4_quantile_median,analizo_sc_quantile_ninety_five,analizo_nom_mode,analizo_amloc_quantile_ninety_five,analizo_lcom4_kurtosis,analizo_acc_kurtosis,analizo_noa_quantile_ninety_five,analizo_anpm_quantile_min,analizo_noa_quantile_upper,analizo_nom_quantile_lower,analizo_dit_sum,analizo_dit_mean,analizo_mmloc_kurtosis,analizo_nom_sum,analizo_noc_mean,analizo_cbo_mean,analizo_npm_quantile_median,analizo_accm_quantile_max,analizo_noc_quantile_max,analizo_npa_sum,analizo_loc_quantile_max,analizo_change_cost,analizo_noa_quantile_min,analizo_noa_quantile_lower,analizo_noa_mode,analizo_loc_quantile_min,analizo_npm_kurtosis,analizo_noc_quantile_upper,analizo_accm_kurtosis,analizo_sc_sum,analizo_dit_quantile_median,analizo_npa_mean,analizo_anpm_mode,analizo_noa_variance,analizo_anpm_quantile_max,analizo_acc_sum,analizo_noc_skewness,analizo_noa_mean,analizo_cbo_sum,analizo_lcom4_quantile_lower,analizo_loc_sum,analizo_noa_quantile_max,analizo_dit_standard_deviation,analizo_anpm_mean,analizo_rfc_quantile_lower,analizo_sc_quantile_lower,analizo_dit_quantile_max,analizo_sc_mean,analizo_mmloc_mean,analizo_npm_mean,analizo_dit_quantile_lower,analizo_amloc_skewness,analizo_dit_quantile_min,analizo_sc_kurtosis,analizo_mmloc_quantile_lower,analizo_total_cof,analizo_noa_kurtosis,analizo_dit_variance,analizo_npm_sum,analizo_npa_mode,analizo_sc_quantile_min,analizo_cbo_quantile_upper,analizo_npm_quantile_max,analizo_total_modules_with_defined_methods,analizo_acc_quantile_median,analizo_nom_kurtosis,analizo_acc_quantile_ninety_five,analizo_loc_skewness,analizo_sc_quantile_upper,analizo_total_methods_per_abstract_class,analizo_noc_variance,analizo_anpm_quantile_lower,analizo_sc_standard_deviation,analizo_npa_quantile_ninety_five,analizo_rfc_variance,analizo_rfc_quantile_max,analizo_anpm_variance,analizo_accm_sum,analizo_loc_quantile_ninety_five,analizo_nom_standard_deviation,analizo_dit_kurtosis,analizo_cbo_quantile_ninety_five,analizo_npm_skewness,analizo_loc_quantile_lower,analizo_total_abstract_classes,analizo_nom_quantile_min,analizo_lcom4_sum,analizo_nom_quantile_max,type,analizo_total_modules_with_defined_attributes,analizo_noc_standard_deviation,analizo_anpm_sum,analizo_loc_quantile_median,analizo_loc_quantile_upper,analizo_dit_quantile_ninety_five,analizo_mmloc_quantile_max,analizo_accm_quantile_upper,analizo_dit_quantile_upper,analizo_cbo_standard_deviation,analizo_acc_quantile_max,analizo_amloc_quantile_max,analizo_npa_quantile_upper,analizo_amloc_kurtosis,analizo_noc_quantile_min,analizo_accm_quantile_min,analizo_npa_skewness,analizo_mmloc_quantile_min,analizo_acc_quantile_min,analizo_cbo_quantile_median,analizo_anpm_quantile_median,analizo_accm_mean,analizo_anpm_kurtosis,analizo_npa_quantile_lower,analizo_dit_mode,analizo_rfc_quantile_upper,analizo_mmloc_quantile_ninety_five,analizo_noc_mode,analizo_lcom4_mean,analizo_cbo_quantile_min,analizo_noa_sum,analizo_mmloc_skewness,analizo_noc_quantile_lower,analizo_loc_mean,analizo_lcom4_variance,analizo_accm_variance,analizo_total_modules,analizo_nom_mean,analizo_npm_quantile_upper,analizo_amloc_mode,analizo_loc_standard_deviation,analizo_noc_sum,analizo_mmloc_standard_deviation,analizo_anpm_skewness,analizo_sc_quantile_max,analizo_rfc_standard_deviation,analizo_nom_quantile_ninety_five,analizo_accm_quantile_ninety_five,analizo_acc_quantile_lower,analizo_anpm_quantile_upper,analizo_dit_skewness,analizo_mmloc_variance,analizo_amloc_mean,analizo_acc_mean,analizo_npa_quantile_min,analizo_amloc_sum,analizo_nom_quantile_median,analizo_amloc_quantile_upper,analizo_cbo_quantile_lower,analizo_sc_mode,analizo_lcom4_mode,analizo_total_loc,analizo_mmloc_mode,analizo_rfc_skewness,analizo_npa_quantile_median,analizo_cbo_kurtosis,analizo_nom_skewness,analizo_cbo_quantile_max,analizo_lcom4_standard_deviation,analizo_amloc_standard_deviation,analizo_rfc_quantile_median,analizo_lcom4_quantile_ninety_five,analizo_rfc_quantile_min,analizo_total_nom,analizo_noc_quantile_ninety_five,analizo_npm_standard_deviation,analizo_nom_variance,analizo_lcom4_skewness,analizo_loc_variance,analizo_amloc_quantile_min,analizo_rfc_mean,analizo_acc_mode,analizo_mmloc_quantile_median,analizo_amloc_quantile_median,analizo_npm_quantile_ninety_five,analizo_amloc_variance
1.129338115,0.4666456842,-1.3545594585,2,4,1.5,1,0,1.5833333333,7.3333333333,9.5,1.3277692393,235,110,3.5,None,13.75,3.294817008,0,1,0,1.8173129575,0,0,syagent,1.2583057392,2,2,1.7617674594,1,1.129338115,None,0,1.8333333333,6.2915286961,3.2560483871,1.5833333333,4,17.279233871,68.5,None,129.333333333,1.8128019581,216,1.5,6,None,28.1666666667,-6,2.2271468144,21,0.7419354839,12.75,5.5,1,0.25,-1.3019265321,49,0,1.25,4,4.8333333333,0,0,271,0.56,7,8.5,None,99,3.8713997237,0,2.0585020025,8,0,0,None,39.5833333333,1.8333333333,5,0,11.75,5,1,700,21,0.5,1.2063172043,33.5,0.75,1,2,58.75,9,0,-1.1665950524,0,3.4834710744,46.25,0.4166666667,3.2993684211,0.25,36,0,0,1.5,26,4,1,3.66932195,3,0.8165919086,2.25,0,0,0.935483871,2.7080128016,0,1448,110,0.2177581946,14.6075268817,271,12.6062153982,4,3,1.9580635432,145.5,0,4,6,31,y2016,4,0,4.8252688172,165,194.5,1,82,4.3958333333,0.25,1.2583057392,3,28.1666666667,0,1.1766618153,0,1.7741935484,0,41,0,1,1.125,3.6518817204,0.7621137449,0,0,60.5,82,0,1.5,0,47,0.645125564,0,175,0.3333333333,1.7629711527,4,12.25,9.5,None,71.2366946641,0,18.2460041288,0.9031911672,6,38.0525951809,31,4.8333333333,0.75,1.3958333333,2,332.916666667,20.4459005376,1.25,0,81.7836021505,7,25.6041666667,0.75,1,2,700,None,1.7765466356,0,2.2271468144,1.8999542325,3,0.5773502692,8.4699719979,40,2,26,49,0,11.3724814062,158.916666667,0,5074.66666667,8.7419354839,54,1,56,22.4375,26,71.7404256453
0.8545630383,0.4201126247,-0.1818252852,5.25,1,1,0.5,0,0.9166666667,140.25,21,2.3702522238,604,152,0.75,None,17.5,3.1587530664,0,1,0,3.027376437,0,0,ngent,0.5,12,0,1.1468581759,0,-2,None,0,1.5,31.3475145214,3.3333333333,0.25,5.1274509804,25.9583333333,242.5,None,7.3333333333,1.990588013,247,2.5,24,6,66.6764705882,3.492325856,4,72,0.5,42,6,1,0.25,-4.1686976665,58,0,0.75,1,7.3333333333,0,0,2267,0.44,2,8,None,50,3.4834710744,0,-4.0575509265,25,0,0,None,982.666666667,1.5,3,0,29,3,1.75,3076,72,0.5,1.0857843137,32.25,0,1,6.25,151,2,0,-0.2188684167,0,3.9674632452,58.5,0.25,0.5862374325,0.25,8,0,0,1.25,6,4,1,2.9990105015,1,1.7399121443,6.75,0,0,1,11.8427192823,0,3817.58333333,152,0.1764946175,19.9215686275,2267,13.3041346957,4,2,1.8128019581,155.75,0,6,18,34,y2016,4,0,4.3431372549,379.5,992.75,1,286,6.7745098039,0.25,0.9574271078,1,66.6764705882,0,-0.3033424019,0,2.3333333333,0,18,0,0.5,1.1715686275,4.9803921569,2.2617902733,0,0,71,286,0,4.5,0,116,0.0234026414,0,769,25.6666666667,5.6180956043,4,14.5,2.25,None,1022.32577978,0,126.601737745,-1.1568283903,24,61.7865950942,34,7.3333333333,0.75,1.2573529412,2,16028,38.5441176471,0.75,0,154.176470588,9,52.1691176471,0,0,None,3076,None,1.6805212534,0,-1.2892561984,1.7470461916,2,5.0662280512,24.6739113866,41.5,12,12,58,0,2.7080128016,177,1.8456826768,1045150,8.3333333333,61.75,1,150,39.5833333333,6,608.801903114
0,0.4405166733,-0.0475422233,2,4,1.5,1.5,0,1.6666666667,6.9166666667,8.5,2.5021509943,254,92,3.5,None,12.5,2.7852274141,0,1,0,-1.289603063,0,0,terra,1.2583057392,2,2,0.4868644956,None,1.129338115,None,0,1.6,5.4772255751,3.0495689655,1.5833333333,5.0535714286,17.2629310345,94.5,None,140.916666667,1.4430588355,185,1.5,6,None,36.7142857143,-6,2.2271468144,16,0.6206896552,11.5,4.75,1,0.25,-5.969826533,45,0,1.5,4,7.4,0,0,306,0.4,3,6,None,78,3.8816008919,0,-5.2693644083,9,0,0,None,30,1.6,5,0,9,6,1,814,16,0.5,1.1623152709,28,0.75,1,2.25,63.5,9.25,0,-0.4003591708,0,2.2348671796,32.5,0.4166666667,0.2555555556,0.25,37,0,0,2.25,27,4,1,3.7736299544,3,-0.5154087331,3,0,0,0.9051724138,2.6299556397,0,990.916666667,92,0.1940549395,19.9554187192,306,11.8988794991,4,3,1.9615337205,149.25,0,4,6,29,y2016,4,0,4.6492610837,215,269.25,1,96,6.9928571429,0.25,1.2909944487,3,36.7142857143,0,-3.4857476479,0,2.4482758621,0,31,0,1.5,1.2142857143,4.9888546798,-2.1275128923,0,0,53.75,96,0,1.5,0,36,0,0,203.5,0.3333333333,6.2607595984,4,11.25,9.75,None,100.081633347,0,36.3913909233,-0.4713910378,6,31.4788288643,29,7.4,0.75,1.4714285714,2,1324.33333333,25.3415024631,1.25,0,101.366009852,6,35.1285714286,0.75,None,2,814,None,1.646985574,0,-1.2,1.9352305191,3,0.5773502692,12.4889373641,35.5,2,22,45,0,11.8708326021,141.583333333,0,10016.3333333,10.5517241379,46.25,1,63.5,27.05,27,155.973556484
0,0,0,3,None,0,0,0,0,0,18,0,59,None,4,None,13,0,0,3,0,0,0,0,grandma,0,3,4,0,None,0,None,0,None,0,4,0,4,24.3846153846,59,None,0,0,73,3,None,None,None,0,0,None,0.7692307692,18,13,1,1,0,13,0,0,4,4,0,0,317,1,18,18,None,317,0,0,0,0,1,0,None,0,0.7692307692,0,0,18,0,3,317,18,0,0.7692307692,73,0,1,0,59,4,1,0,1,0,59,1,0,0,4,None,0,0,4,1,0,0,None,0,0,0,0,0.7692307692,0,None,0,73,0,4,None,0,0,None,0,317,0,13,3,13,y2016,1,0,0.7692307692,317,317,None,59,4,1,0,0,24.3846153846,0,0,0,4,0,59,0,0,0.7692307692,4,0,0,None,73,None,None,3,0,18,0,0,317,0,0,1,13,4,None,0,0,0,0,0,0,None,None,0,0.7692307692,0,0,24.3846153846,0,0,24.3846153846,13,24.3846153846,0,None,None,317,None,0,0,0,0,0,0,0,73,None,73,13,None,0,0,0,0,24.3846153846,73,None,59,24.3846153846,None,0
2.3179148087,0.3999242105,1.1666553275,2,4,2,0,3,6.5847953216,21.7777777778,2,0.8791119548,287,45,2,10,5.5,2.6204783213,0,1,-0.7128463782,1.3655080668,1.2865497076,1.1342617456,caduceus,1.3442535266,6,0,1.8204700137,0,0.9078982763,16,0,2,2.3420888363,1,1.8070175439,1,4,26.5,1,6.0350877193,2.7859715315,244,2,18,4,21.3,9.5975154349,-0.5859508852,9,0.5,2.5,2,7,0.3684210526,0.6129895449,83,0,1.1578947368,3,3.5,0,15,213,0.17,0,1,1,3,3.9522918788,0,0.150598509,38,0,0.7894736842,1,5.485380117,2,22,0,2.4736842105,22,1,929,9,0.4955946278,1.1517714741,5.5,0,1,2,15.1052631579,3.5789473684,0,0.8453410151,0,7.9002743955,4,0.0643274854,2.7704625178,0.2456140351,68,0,0,0.5,11,19,1,0.0709205058,4,1.5096569924,1,0,0,1,4.6666666667,3,162.362573099,45,0.1599393742,30.954004329,213,2.9853443188,-1.856092437,9,1.4517166597,9,0,1,37,11,y2016,18,0,21.8836580087,16,77,1,53,2.0454545455,1,2.5660856029,4,21.3,2,-1.0696707097,0,1,0.9702652528,3,0,0,1,1.6291581226,0.8200295489,0,0,13,53,0,1.9473684211,0,47,1.2851033519,0,48.8947368421,1.2748538012,0.7728378291,19,4.3684210526,4,4,61.4544951225,0,15.3329519403,1.167444733,18,12.7421573173,11,3.5,0,1.1666666667,0.5934641551,235.099415205,8.518067897,1.1578947368,0,161.843290043,4,15.3095238095,0,0,2,929,6,1.8386133624,0,4.615575252,1.0425719719,9,1.1290942393,6.5344359544,8,6,2,83,0,2.4566415529,8.9122807018,2.7014475646,3776.65497076,3,12.8421052632,0,6,4,11,42.6988532426
1.129338115,0.4171677625,-0.6403420766,2.75,4,1.5,1,0,1.5833333333,7.3333333333,8.5,1.2200474383,211,130,3.5,None,15.25,3.647466717,0,1,0,3.2519600324,0,0,myagent,1.2583057392,5,2,1.3833513428,1,1.129338115,None,0,1.75,6.1846584384,3.1598837209,1.5833333333,3.875,20.3125,60.25,None,318.916666667,1.8128019581,213,1.5,6,4,26.8333333333,2.6154678204,2.2271468144,19,0.976744186,12.25,4,1,0.25,2.2348671796,57,0,1.25,4,5,0,0,430,0.56,5,6.5,None,95,3.9464697664,0,0.072116008,8,0,0,None,38.25,1.75,5,0,10.25,5,1,790,19,0.5,1.3483527132,25.75,0.75,1,2,52.75,12.25,0,-1.8419916027,0,3.4834710744,49,0.4166666667,1.840146952,0.25,49,0,0,1.5,39,4,1,3.9501504566,3,1.8050732879,2.25,0,0,0.9941860465,2.7080128016,0,2666.25,130,0.1740289421,14.8895348837,430,19.1898410624,4,3,1.983086109,101.75,0,4,9,43,y2016,4,0,5.3934108527,132.5,228.25,1,64,4.4375,0.25,1.2583057392,3,26.8333333333,0,3.4214723102,0,2.1395348837,0,34,0,1,1.3333333333,3.7223837209,-5.7862011902,0,0,59.5,64,0,2.25,0,41,-1.4430588355,0,197.5,3.5833333333,1.4885157518,4,14.25,12.75,None,157.730783299,0,13.1497781984,0.0317520581,6,51.6357434342,43,5,0.75,1.6875,2,172.916666667,21.6458333333,1.25,0,86.5833333333,5,26.2083333333,0.75,1,1,790,None,1.891872297,0,2.2271468144,1.9856979171,3,1.8929694486,7.8723540528,32,5,19,57,0,17.8582380617,368.25,1.6585238003,24879,10,53.25,1,56.5,24.875,39,61.9739583333
-1.353757921,0.4355844307,-1.0884060392,2.75,4,3,4,23,2.5666666667,15.9,11,1.6250356122,357,89,4.5,None,8.75,-0.5703090075,0,1,2.9896590365,-1.2985264952,79.7666666667,8.9312186552,maxoops,0.7527726527,4,4,0.9441221816,4,0.3125699596,None,0,1.5,15.9091168831,3.4375,0.5666666667,3.975,18.825,82.75,None,5.4666666667,1.5472957081,321,1.5,12,4,31.75,-0.78125,-0.1038062284,42,0.4,25.5,4.5,1,0.1666666667,-0.7490757146,41,0,2.8333333333,7,5.5,0,37,254,0.84,2,4.75,None,15,-2.4137418204,0,1.4404255152,27,0,6.1666666667,None,253.1,1.5,17,0,16.5,17,1,992,42,0.4082482905,0.9763888889,39,3.25,1,4.5,59.5,6.6666666667,0,-1.2654884447,0,3.6608520233,37.5,0.5666666667,-0.5239916384,0.1666666667,40,0,0,4,9,6,3,-2.1296606457,4,-0.8641310414,4,0,0,0.6875,3.9874804075,23,1033.1,89,0.1897337963,23.0333333333,254,2.5625508125,6,4,-0.2451448132,97,0,4,12,10,y2016,6,0,5.8583333333,206,239.25,1,105,4.9875,0,1.6020819788,4,31.75,7.75,1.3566606658,0,1,1.7583420217,5,2,3.5,0.9583333333,3.8388888889,-1.8957254896,0.25,0,79.5,105,0,2,0,99,-0.422630185,0,165.333333333,1.6,2.6407407407,6,6.8333333333,8.75,None,100.243037996,0,36.7246511216,-0.0690482754,12,32.1418730008,10,5.5,2.25,1.3229166667,2.4494897428,1348.7,22.1333333333,2.8333333333,0,132.8,7,29.3333333333,2.25,4,1,992,None,-0.4488376704,2.5,1.2396694215,-0.0455605674,4,1.2649110641,10.4358090779,52.5,4,4,41,0,2.3380903889,6.5666666667,0.8893905919,10048.6666667,3.75,53.5,3,65,24.8166666667,9,108.906111111
0,0.2460473498,0,3.5,None,1,4,1,1,7,12,3.6956343838,261,91,6.5,None,19.5,0,0,1,0,0,0.3333333333,0.5773502692,agentlight,0,5,2,0,None,0,None,0,1,14.1067359797,1.25,0,1.5,6.6607142857,127,None,160.333333333,0,163,2,5,None,46.2727272727,0,0,29,0.5357142857,20.5,6.5,2,0.6666666667,0,41,0,1,11,7.6363636364,0,1,509,1,1,6.5,None,10,0,0,0,9,1,0.3333333333,None,199,1,3,0,14,3,1.5,752,29,0.5773502692,0.8149350649,36,2,1,3,87,13.3333333333,0.5,0,0,0,60,0.5,0,0.3333333333,40,0,0,1.5,27,3,1,0,1,0,4.5,0,0,0.7224025974,2.6457513111,1,2032.33333333,91,0.0605392984,10.1363636364,509,13.2035348802,0,2,0,121.5,0,2,8,28,y2016,3,0,2.4448051948,233,371,1,141,4.5681818182,1,1,1,46.2727272727,0.5,0,0,1,0,7,1,1,0.9090909091,3.3787878788,0,0,1,79.5,141,0,2.6666666667,0,42,0,0,250.666666667,4.3333333333,13.6577134986,3,13.6666666667,19,None,249.968664703,0,70.6823881883,0,5,45.0814078455,28,7.6363636364,1,0.9545454545,0,4996,19.8647186147,1,0,59.5941558442,11,27.2970779221,0.5,None,None,752,None,0,0,0,0,2,2.0816659995,22.9302237865,68,5,4,41,0,12.6622799421,174.333333333,0,62484.3333333,5,54.3333333333,1,113,8.3214285714,27,525.7951629
0,0.7198066105,0,1.5,None,1,0,0,1.3333333333,5.3333333333,13,2.3777260707,246,96,3,None,9.5,0,0,1,0,0,0,0,agenthp2,0.5773502692,2,2,0,0,0,None,0,1.875,10.0664459137,4.3863636364,0.3333333333,4.5,28.7954545455,100.5,None,4,0,146,1,4,None,49.875,0,0,21,0.5,17,5,1,0.3333333333,0,21,0,0.6666666667,4,8.5,0,0,399,0.56,1,7,None,49,0,0,0,4,0,0,None,101.333333333,1.875,2,0,11.6666666667,2,1,812,21,0.5773502692,1.0643939394,25,0,1,1.3333333333,82,4,0,0,0,0,55,0.3333333333,0,0.3333333333,12,0,0,1,6,3,1,0,1,0,2,0,0,0.6590909091,2.3094010768,0,2121.33333333,96,0.5181215565,17.2727272727,399,4.582575695,0,2,0,206.5,0,2,4,11,y2016,3,0,3.1931818182,364,381.5,1,136,6.5,0.5,1.1547005384,1,49.875,0,0,0,4.2727272727,0,45,0,0,0.8181818182,5.7575757576,0,0,0,71,136,0,1.3333333333,0,35,0,0,270.666666667,0.3333333333,5.6535812672,3,7,5,None,192.764969155,0,47.8225888049,0,4,46.0579345318,11,8.5,0.5,1.3465909091,0,2287,35.821969697,0.6666666667,0,107.465909091,8,41.4829545455,0,0,1,812,None,0,0,0,0,2,0.5773502692,12.9060712564,46,2,4,21,0,2,21,0,37158.3333333,24.5,48.6666666667,1,65,33.0909090909,6,166.566675275
0,0,0,3,None,0,0,0,0,0,27,0,106,None,7,None,22,0,0,3,0,0,0,0,yxagent,0,3,7,0,None,0,None,0,None,0,5.0454545455,0,5.0454545455,28.6818181818,106,None,0,0,121,3,None,None,None,0,0,None,0.7727272727,27,22,1,1,0,22,0,0,7,5.0454545455,0,0,631,1,27,27,None,631,0,0,0,0,1,0,None,0,0.7727272727,0,0,27,0,3,631,27,0,0.7727272727,121,0,1,0,106,7,1,0,1,0,106,1,0,0,7,None,0,0,7,1,0,0,None,0,0,0,0,0.7727272727,0,None,0,121,0,5.0454545455,None,0,0,None,0,631,0,22,3,22,y2016,1,0,0.7727272727,631,631,None,106,5.0454545455,1,0,0,28.6818181818,0,0,0,5.0454545455,0,106,0,0,0.7727272727,5.0454545455,0,0,None,121,None,None,3,0,27,0,0,631,0,0,1,22,7,None,0,0,0,0,0,0,None,None,0,0.7727272727,0,0,28.6818181818,0,0,28.6818181818,22,28.6818181818,0,None,None,631,None,0,0,0,0,0,0,0,121,None,121,22,None,0,0,0,0,28.6818181818,121,None,106,28.6818181818,None,0
0,0,0,2,None,0,0,0,0,0,8,0,53,None,11,None,11,0,0,2,0,0,0,0,clockworkagent,0,2,11,0,None,0,None,0,None,0,3.7272727273,0,3.7272727273,19.4545454545,53,None,0,0,40,2,None,None,None,0,0,None,0.4545454545,8,11,1,1,0,11,0,0,11,3.7272727273,0,0,214,1,8,8,None,214,0,0,0,0,1,0,None,0,0.4545454545,0,0,8,0,2,214,8,0,0.4545454545,40,0,1,0,53,11,1,0,1,0,53,1,0,0,11,None,0,0,11,1,0,0,None,0,0,0,0,0.4545454545,0,None,0,40,0,3.7272727273,None,0,0,None,0,214,0,11,2,11,y2016,1,0,0.4545454545,214,214,None,53,3.7272727273,1,0,0,19.4545454545,0,0,0,3.7272727273,0,53,0,0,0.4545454545,3.7272727273,0,0,None,40,None,None,2,0,8,0,0,214,0,0,1,11,11,None,0,0,0,0,0,0,None,None,0,0.4545454545,0,0,19.4545454545,0,0,19.4545454545,11,19.4545454545,0,None,None,214,None,0,0,0,0,0,0,0,40,None,40,11,None,0,0,0,0,19.4545454545,40,None,53,19.4545454545,None,0
0,0.3724726074,0,5,1,1,0,0,1.3333333333,65.3333333333,7,2.7077054793,494,171,1,None,22.5,0,0,2,0,0,0,0,cuhkagent2015,0.5773502692,7,1,0,0,0,None,0,1.1666666667,73.6545993133,4.5454545455,0.3333333333,6.7575757576,26.6666666667,238,None,8.3333333333,0,221,3,14,None,48.1515151515,0,0,132,0.5,69.5,9,1,0.3333333333,0,51,0,0.6666666667,1,7.25,0,0,1589,0.56,2,4.5,None,50,0,0,0,14,0,0,None,5425,1.1666666667,2,0,47,2,2.5,2179,132,0.5773502692,0.7373737374,25,0,1,4.6666666667,164.666666667,2.6666666667,0,0,0,0,123,0.3333333333,0,0.3333333333,8,0,0,1,6,3,1,0,1,0,7,0,0,0.5227272727,8.0829037687,0,7274.33333333,171,0.1387358433,16.3409090909,1589,14.1774468788,0,2,0,295,0,6,12,33,y2015,3,0,2.2121212121,540,1064.5,1,248,7.0037878788,0.5,1.1547005384,1,48.1515151515,0,0,0,2.3333333333,0,18,0,0,0.5454545455,5.446969697,0,0,0,104.5,248,0,4,0,141,0,0,726.333333333,7,7.3316689624,3,17,3.5,None,786.23808947,0,127.410099024,0,14,85.2897023874,33,7.25,0.5,0.8560606061,0,16233.3333333,33.8282828283,0.6666666667,0,101.484848485,12,46.5757575758,0,0,None,2179,None,0,0,0,0,2,2.6457513111,22.135431987,38,7,12,51,0,2.886751346,201,0,618170.333333,8.3333333333,73.6666666667,1,228,45,6,489.97734925
-0.5122408326,0.9238807042,0.3737182795,2,4,1,2,3,0.7,2.2,5,1.2267844146,128,47,4,None,6,1.3061695566,0,1,5,3.8172585304,1.8,1.3416407865,agenth,1.095445115,3,1,0,2,1.2932338163,None,0,3,3.8078865529,1.5,1.2,2.4,7.3333333333,26,None,6.8,-0.5516180693,97,2,4,None,23.9,-0.612244898,2.9166666667,10,0.7,7,4,3,0.6,3.1666563969,26,0,1.2,4,4.1,0,3,239,0.5,0,3,None,4,0.2638408305,0,-0.8370547786,11,1,0.6,1,14.5,3,6,0,5,6,1,402,10,0.5477225575,1.4733333333,6,2,1,2.2,25.6,4.6,0,0.9550677428,0,0.867768595,15,0.3,-0.3781212842,0.3,23,0,0,2,8,5,1,1.2201939034,3,1.8606450955,3,0,0,1,1.4832396974,3,303.3,47,0.8535555556,12,239,3.2710854468,-3.3333333333,2,-0.1184284174,44,0,1,9,10,y2015,4,0,7.3666666667,45,70,1,67,3,1,0.8366600265,3,23.9,0,1.0130392263,0,1,2.2360679775,4,0,1,1,2.4,2.1084398108,0,1,21,67,0,1.8,0,25,1.6826839373,0,80.4,0.7,1.505,5,5.2,6,None,91.7567436214,0,24.4192546979,1.5274551321,4,17.4155103284,10,4.1,1,1.6666666667,-0.6085806195,596.3,12.0966666667,1.2,0,60.4833333333,5,14,1,2,1,402,None,1.121064118,0,-0.612244898,0.4199926288,2,0.8366600265,7.6141899693,20,3,3,26,0,2.6076809621,10.7,0.5122408326,8419.3,4,19.4,1,16,11.25,8,57.9758888889
1.129338115,0.3846325219,0.2961391589,2.5,None,1.5,1.5,2,1.5833333333,6.9166666667,7,1.6059512514,179,80,3.5,None,11.5,1.9921984115,0,1,4,-5.58684779,1,1,AgentW,1.2583057392,4,2,0.8940743464,1,1.129338115,None,0,1.5,4.5460605657,2.0975,1.5833333333,3.125,14.9275,52.75,None,95,1.4430588355,155,2,6,None,29.7142857143,2.2271468144,2.2271468144,14,0.8,10.25,4.75,1,0.25,-0.6727570416,41,0,1.25,4.5,5.1428571429,0,2,208,0.56,4,4.75,None,69,3.6930747922,0,-3.07199461,9,0,0.5,0.8,20.6666666667,1.5,5,0,8,5,1.75,564,14,0.5,1.1321428571,21.5,0.75,1,2.25,44.75,8.5,0,0.4707431982,0,2.2348671796,35.5,0.4166666667,-0.7476586889,0.25,34,0,0,1.5,23,4,1,3.6726427494,3,-0.0455869413,3,0,0,0.8,2.6299556397,2,844.916666667,80,0.1479421769,13.0328571429,208,9.9121138008,4,3,1.9007598944,83.25,0,4,9,25,y2015,4,0,4.5285714286,143.5,201.25,1,64,4.2857142857,0.25,1.2583057392,3,29.7142857143,0.5,1.6161206633,0,1.64,2,28,0,1,1.1142857143,3.2582142857,-5.8283097207,0,0,47.75,64,0,2.25,0,32,0.3993912221,0,141,1.5833333333,2.5790794218,4,10.25,9.5,None,72.6773692424,0,15.4353490404,0.0297804214,6,29.0674502952,25,5.1428571429,0.75,1.4464285714,2,238.25,18.1310714286,1.25,0,72.5242857143,6,20.6285714286,0.75,None,2,564,None,1.4064882033,0,2.2271468144,1.9070914911,3,1.2583057392,8.9196388365,30.5,4,14,41,0,9.7467943448,98.25,1.129338115,5282,7.96,38.75,1,43.5,17.425,23,79.5599569728
