year,competition,group_name,Current_group_location,Exe_files,Group_name_generic,IF4,IF4_per_module,IF4_visible,IF4_visible_per_module,McCabes_cyclomatic_complexity,McCabes_cyclomatic_complexity_per_line_of_comment,McCabes_cyclomatic_complexity_per_module,Number_exe_files,Number_libraries_Total,Number_lines_Total,Number_of_binaries,analizo_acc_kurtosis,analizo_acc_mean,analizo_acc_mode,analizo_acc_quantile_lower,analizo_acc_quantile_max,analizo_acc_quantile_median,analizo_acc_quantile_min,analizo_acc_quantile_ninety_five,analizo_acc_quantile_upper,analizo_acc_skewness,analizo_acc_standard_deviation,analizo_acc_sum,analizo_acc_variance,analizo_accm_kurtosis,analizo_accm_mean,analizo_accm_mode,analizo_accm_quantile_lower,analizo_accm_quantile_max,analizo_accm_quantile_median,analizo_accm_quantile_min,analizo_accm_quantile_ninety_five,analizo_accm_quantile_upper,analizo_accm_skewness,analizo_accm_standard_deviation,analizo_accm_sum,analizo_accm_variance,analizo_amloc_kurtosis,analizo_amloc_mean,analizo_amloc_mode,analizo_amloc_quantile_lower,analizo_amloc_quantile_max,analizo_amloc_quantile_median,analizo_amloc_quantile_min,analizo_amloc_quantile_ninety_five,analizo_amloc_quantile_upper,analizo_amloc_skewness,analizo_amloc_standard_deviation,analizo_amloc_sum,analizo_amloc_variance,analizo_anpm_kurtosis,analizo_anpm_mean,analizo_anpm_mode,analizo_anpm_quantile_lower,analizo_anpm_quantile_max,analizo_anpm_quantile_median,analizo_anpm_quantile_min,analizo_anpm_quantile_ninety_five,analizo_anpm_quantile_upper,analizo_anpm_skewness,analizo_anpm_standard_deviation,analizo_anpm_sum,analizo_anpm_variance,analizo_cbo_kurtosis,analizo_cbo_mean,analizo_cbo_mode,analizo_cbo_quantile_lower,analizo_cbo_quantile_max,analizo_cbo_quantile_median,analizo_cbo_quantile_min,analizo_cbo_quantile_ninety_five,analizo_cbo_quantile_upper,analizo_cbo_skewness,analizo_cbo_standard_deviation,analizo_cbo_sum,analizo_cbo_variance,analizo_change_cost,analizo_dit_kurtosis,analizo_dit_mean,analizo_dit_mode,analizo_dit_quantile_lower,analizo_dit_quantile_max,analizo_dit_quantile_median,analizo_dit_quantile_min,analizo_dit_quantile_ninety_five,analizo_dit_quantile_upper,analizo_dit_skewness,analizo_dit_standard_deviation,analizo_dit_sum,analizo_dit_variance,analizo_lcom4_kurtosis,analizo_lcom4_mean,analizo_lcom4_mode,analizo_lcom4_quantile_lower,analizo_lcom4_quantile_max,analizo_lcom4_quantile_median,analizo_lcom4_quantile_min,analizo_lcom4_quantile_ninety_five,analizo_lcom4_quantile_upper,analizo_lcom4_skewness,analizo_lcom4_standard_deviation,analizo_lcom4_sum,analizo_lcom4_variance,analizo_loc_kurtosis,analizo_loc_mean,analizo_loc_mode,analizo_loc_quantile_lower,analizo_loc_quantile_max,analizo_loc_quantile_median,analizo_loc_quantile_min,analizo_loc_quantile_ninety_five,analizo_loc_quantile_upper,analizo_loc_skewness,analizo_loc_standard_deviation,analizo_loc_sum,analizo_loc_variance,analizo_mmloc_kurtosis,analizo_mmloc_mean,analizo_mmloc_mode,analizo_mmloc_quantile_lower,analizo_mmloc_quantile_max,analizo_mmloc_quantile_median,analizo_mmloc_quantile_min,analizo_mmloc_quantile_ninety_five,analizo_mmloc_quantile_upper,analizo_mmloc_skewness,analizo_mmloc_standard_deviation,analizo_mmloc_sum,analizo_mmloc_variance,analizo_noa_kurtosis,analizo_noa_mean,analizo_noa_mode,analizo_noa_quantile_lower,analizo_noa_quantile_max,analizo_noa_quantile_median,analizo_noa_quantile_min,analizo_noa_quantile_ninety_five,analizo_noa_quantile_upper,analizo_noa_skewness,analizo_noa_standard_deviation,analizo_noa_sum,analizo_noa_variance,analizo_noc_kurtosis,analizo_noc_mean,analizo_noc_mode,analizo_noc_quantile_lower,analizo_noc_quantile_max,analizo_noc_quantile_median,analizo_noc_quantile_min,analizo_noc_quantile_ninety_five,analizo_noc_quantile_upper,analizo_noc_skewness,analizo_noc_standard_deviation,analizo_noc_sum,analizo_noc_variance,analizo_nom_kurtosis,analizo_nom_mean,analizo_nom_mode,analizo_nom_quantile_lower,analizo_nom_quantile_max,analizo_nom_quantile_median,analizo_nom_quantile_min,analizo_nom_quantile_ninety_five,analizo_nom_quantile_upper,analizo_nom_skewness,analizo_nom_standard_deviation,analizo_nom_sum,analizo_nom_variance,analizo_npa_kurtosis,analizo_npa_mean,analizo_npa_mode,analizo_npa_quantile_lower,analizo_npa_quantile_max,analizo_npa_quantile_median,analizo_npa_quantile_min,analizo_npa_quantile_ninety_five,analizo_npa_quantile_upper,analizo_npa_skewness,analizo_npa_standard_deviation,analizo_npa_sum,analizo_npa_variance,analizo_npm_kurtosis,analizo_npm_mean,analizo_npm_mode,analizo_npm_quantile_lower,analizo_npm_quantile_max,analizo_npm_quantile_median,analizo_npm_quantile_min,analizo_npm_quantile_ninety_five,analizo_npm_quantile_upper,analizo_npm_skewness,analizo_npm_standard_deviation,analizo_npm_sum,analizo_npm_variance,analizo_rfc_kurtosis,analizo_rfc_mean,analizo_rfc_mode,analizo_rfc_quantile_lower,analizo_rfc_quantile_max,analizo_rfc_quantile_median,analizo_rfc_quantile_min,analizo_rfc_quantile_ninety_five,analizo_rfc_quantile_upper,analizo_rfc_skewness,analizo_rfc_standard_deviation,analizo_rfc_sum,analizo_rfc_variance,analizo_sc_kurtosis,analizo_sc_mean,analizo_sc_mode,analizo_sc_quantile_lower,analizo_sc_quantile_max,analizo_sc_quantile_median,analizo_sc_quantile_min,analizo_sc_quantile_ninety_five,analizo_sc_quantile_upper,analizo_sc_skewness,analizo_sc_standard_deviation,analizo_sc_sum,analizo_sc_variance,analizo_total_abstract_classes,analizo_total_cof,analizo_total_eloc,analizo_total_loc,analizo_total_methods_per_abstract_class,analizo_total_modules,analizo_total_modules_with_defined_attributes,analizo_total_modules_with_defined_methods,analizo_total_nom,binary_coach_name,binary_coach_number_lines,binary_coach_number_of_libraries,binary_coach_path,binary_player_name,binary_player_number_lines,binary_player_number_of_libraries,binary_player_path,,dir_to_zip,,is_source,lines_of_code,lines_of_code_per_line_of_comment,lines_of_code_per_module,lines_of_comment,lines_of_comment_per_module,new_dir,new_dir_name,number_of_modules,player_fast_block_instructions_info_max,player_fast_block_instructions_info_min,player_fast_block_instructions_info_std,player_fast_block_instructions_info_sum,player_fast_blocks_sizes_info_max,player_fast_blocks_sizes_info_min,player_fast_blocks_sizes_info_std,player_fast_blocks_sizes_info_sum,player_fast_complex_mccabe,player_fast_number_of_CFG_nodes_that_return_a_value,player_fast_simple_mccabe,player_fast_system_calls_count,player_function_cc_radare2_max,player_function_cc_radare2_mean,player_function_cc_radare2_std,player_function_cc_radare2_sum,rejected_lines_of_code,source_lang
2001,WorldCup,RMITGoannasBin2001,2001_WorldCup_RMITGoannasBin2001,/home/se-metrics/root/proccesed1/2001_WorldCup_RMITGoannasBin2001/GoannasSeattleBin/srgp/oogpmain; /home/se-metrics/root/proccesed1/2001_WorldCup_RMITGoannasBin2001/GoannasSeattleBin/GProbo/oogpmain; /home/se-metrics/root/proccesed1/2001_WorldCup_RMITGoannasBin2001/GoannasSeattleBin/jeff/client,,,,,,,,,3,0,14326,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,client,14326,0,/home/se-metrics/root/proccesed1/2001_WorldCup_RMITGoannasBin2001/GoannasSeattleBin/jeff/client,,/home/se-metrics/root/data-binaries/WorldCup2001/RMITGoannasBin2001.tar.gz,,,,,,,,/home/se-metrics/root/proccesed1/2001_WorldCup_RMITGoannasBin2001,2001_WorldCup_RMITGoannasBin2001,,69,0,5.6677619696,15435,400,0,23.1497539036,57819,6273,137,2939,0,12,6.5,5.5,13,,
2001,WorldCup,robolog-rc01,2001_WorldCup_robolog-rc01,/home/se-metrics/root/proccesed1/2001_WorldCup_robolog-rc01/robolog/player; /home/se-metrics/root/proccesed1/2001_WorldCup_robolog-rc01/robolog/keeper,,,,,,,,,2,0,317007,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,player,317007,0,/home/se-metrics/root/proccesed1/2001_WorldCup_robolog-rc01/robolog/player,,/home/se-metrics/root/data-binaries/WorldCup2001/robolog-rc01.i386.tar.gz,,,,,,,,/home/se-metrics/root/proccesed1/2001_WorldCup_robolog-rc01,2001_WorldCup_robolog-rc01,,,,,,,,,,,,,,481,6.388038943,16.1218156521,27558,,
2001,WorldCup,Saloo,2001_WorldCup_Saloo,/home/se-metrics/root/proccesed1/2001_WorldCup_Saloo/Saloo.rc01/nnn/statcheck; /home/se-metrics/root/proccesed1/2001_WorldCup_Saloo/Saloo.rc01/nnn/saloo/selfLearn; /home/se-metrics/root/proccesed1/2001_WorldCup_Saloo/Saloo.rc01/nnn/srn2/splayer2/splayer; /home/se-metrics/root/proccesed1/2001_WorldCup_Saloo/Saloo.rc01/saloo/genTraj; /home/se-metrics/root/proccesed1/2001_WorldCup_Saloo/Saloo.rc01/saloo/saloo; /home/se-metrics/root/proccesed1/2001_WorldCup_Saloo/Saloo.rc01/saloo/foo; /home/se-metrics/root/proccesed1/2001_WorldCup_Saloo/Saloo.rc01/saloo/mysleep; /home/se-metrics/root/proccesed1/2001_WorldCup_Saloo/Saloo.rc01/saloo/genTraj2; /home/se-metrics/root/proccesed1/2001_WorldCup_Saloo/Saloo.rc01/saloo/FCPortugalMelbBin/FCPortugalCoach; /home/se-metrics/root/proccesed1/2001_WorldCup_Saloo/Saloo.rc01/saloo/FCPortugalMelbBin/FCPortugalPlayer,,,,,,,,,10,0,361132,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCPortugalCoach,111367,0,/home/se-metrics/root/proccesed1/2001_WorldCup_Saloo/Saloo.rc01/saloo/FCPortugalMelbBin/FCPortugalCoach,saloo,249765,0,/home/se-metrics/root/proccesed1/2001_WorldCup_Saloo/Saloo.rc01/saloo/saloo,,/home/se-metrics/root/data-binaries/WorldCup2001/Saloo.rc01.tar.gz,,,,,,,,/home/se-metrics/root/proccesed1/2001_WorldCup_Saloo,2001_WorldCup_Saloo,,117,0,4.7130830152,285228,399,0,17.5589711673,869884,102575,3465,58317,0,463,6.9428274428,21.2252347764,20037,,
2001,WorldCup,SBCpp-source,2001_WorldCup_SBCpp-source,/home/se-metrics/root/proccesed1/2001_WorldCup_SBCpp-source/SBCpp-release/quicksleep,,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/se-metrics/root/data-binaries/WorldCup2001/SBCpp-source.tar.gz,,,,,,,,/home/se-metrics/root/proccesed1/2001_WorldCup_SBCpp-source,2001_WorldCup_SBCpp-source,,,,,,,,,,,,,,,,,,,
2001,WorldCup,SimCanuck-bin-Linux-Seattle2001,2001_WorldCup_SimCanuck-bin-Linux-Seattle2001,/home/se-metrics/root/proccesed1/2001_WorldCup_SimCanuck-bin-Linux-Seattle2001/SimCanuck/agent,,,,,,,,,1,0,179167,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,agent,179167,0,/home/se-metrics/root/proccesed1/2001_WorldCup_SimCanuck-bin-Linux-Seattle2001/SimCanuck/agent,,/home/se-metrics/root/data-binaries/WorldCup2001/SimCanuck-bin-Linux-Seattle2001.tar.gz,,,,,,,,/home/se-metrics/root/proccesed1/2001_WorldCup_SimCanuck-bin-Linux-Seattle2001,2001_WorldCup_SimCanuck-bin-Linux-Seattle2001,,,,,,,,,,,,,,112,7.4759259259,12.803984264,8074,,
2001,WorldCup,trilearn_2001_release,2001_WorldCup_trilearn_2001_release,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/se-metrics/root/data-binaries/WorldCup2001/trilearn_2001_release.source.tar.gz,,,,,,,,/home/se-metrics/root/proccesed1/2001_WorldCup_trilearn_2001_release,2001_WorldCup_trilearn_2001_release,,,,,,,,,,,,,,,,,,,
2001,WorldCup,tsinghuaeolus,2001_WorldCup_tsinghuaeolus,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/se-metrics/root/data-binaries/WorldCup2001/tsinghuaeolus.tar.gz,,,,,,,,/home/se-metrics/root/proccesed1/2001_WorldCup_tsinghuaeolus,2001_WorldCup_tsinghuaeolus,,,,,,,,,,,,,,,,,,,
2001,WorldCup,TUT-groove20010728_linux-bin,2001_WorldCup_TUT-groove20010728_linux-bin,/home/se-metrics/root/proccesed1/2001_WorldCup_TUT-groove20010728_linux-bin/TUT-groove/goalie; /home/se-metrics/root/proccesed1/2001_WorldCup_TUT-groove20010728_linux-bin/TUT-groove/groove,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/se-metrics/root/data-binaries/WorldCup2001/TUT-groove20010728_linux-bin.tar.gz,,,,,,,,/home/se-metrics/root/proccesed1/2001_WorldCup_TUT-groove20010728_linux-bin,2001_WorldCup_TUT-groove20010728_linux-bin,,,,,,,,,,,,,,,,,,,
2001,WorldCup,UvA_2001_Binary,2001_WorldCup_UvA_2001_Binary,/home/se-metrics/root/proccesed1/2001_WorldCup_UvA_2001_Binary/UvA_2001_Binary/trilearn_player; /home/se-metrics/root/proccesed1/2001_WorldCup_UvA_2001_Binary/UvA_2001_Binary/trilearn_coach,,,,,,,,,2,0,318575,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trilearn_coach,145536,0,/home/se-metrics/root/proccesed1/2001_WorldCup_UvA_2001_Binary/UvA_2001_Binary/trilearn_coach,trilearn_player,173039,0,/home/se-metrics/root/proccesed1/2001_WorldCup_UvA_2001_Binary/UvA_2001_Binary/trilearn_player,,/home/se-metrics/root/data-binaries/WorldCup2001/UvA_2001_Binary.tar.gz,,,,,,,,/home/se-metrics/root/proccesed1/2001_WorldCup_UvA_2001_Binary,2001_WorldCup_UvA_2001_Binary,,76,0,4.066194719,195128,400,0,14.5593455397,605756,69955,2955,39543,0,456,7.1748589847,23.5977411817,17808,,
2001,WorldCup,WrightEagle2001,2001_WorldCup_WrightEagle2001,/home/se-metrics/root/proccesed1/2001_WorldCup_WrightEagle2001/rclltc/RoboClient,,,,,,,,,1,0,148473,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RoboClient,148473,0,/home/se-metrics/root/proccesed1/2001_WorldCup_WrightEagle2001/rclltc/RoboClient,,/home/se-metrics/root/data-binaries/WorldCup2001/WrightEagle2001.tgz,,,,,,,,/home/se-metrics/root/proccesed1/2001_WorldCup_WrightEagle2001,2001_WorldCup_WrightEagle2001,,120,0,5.0822637058,163923,400,0,19.2073128801,526573,59392,2811,28562,0,59,2.7356321839,5.0001074164,5474,,
2001,WorldCup,YowAI2001-Seattle,2001_WorldCup_YowAI2001-Seattle,/home/se-metrics/root/proccesed1/2001_WorldCup_YowAI2001-Seattle/YowAI2001-Seattle/goalie; /home/se-metrics/root/proccesed1/2001_WorldCup_YowAI2001-Seattle/YowAI2001-Seattle/default,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/se-metrics/root/data-binaries/WorldCup2001/YowAI2001-Seattle.tgz,,,,,,,,/home/se-metrics/root/proccesed1/2001_WorldCup_YowAI2001-Seattle,2001_WorldCup_YowAI2001-Seattle,,,,,,,,,,,,,,,,,,,
2001,WorldCup,Zeng-20010803-Seattle,2001_WorldCup_Zeng-20010803-Seattle,/home/se-metrics/root/proccesed1/2001_WorldCup_Zeng-20010803-Seattle/work/RoboCup/client/2001/Zeng-20010803-Seattle/Zeng01/neko/neko; /home/se-metrics/root/proccesed1/2001_WorldCup_Zeng-20010803-Seattle/work/RoboCup/client/2001/Zeng-20010803-Seattle/Zeng01/puppets/Zeng-DF; /home/se-metrics/root/proccesed1/2001_WorldCup_Zeng-20010803-Seattle/work/RoboCup/client/2001/Zeng-20010803-Seattle/Zeng01/puppets/puppets; /home/se-metrics/root/proccesed1/2001_WorldCup_Zeng-20010803-Seattle/work/RoboCup/client/2001/Zeng-20010803-Seattle/Zeng01/morisita/Zeng-MF; /home/se-metrics/root/proccesed1/2001_WorldCup_Zeng-20010803-Seattle/work/RoboCup/client/2001/Zeng-20010803-Seattle/Zeng01/savior/savior,,,,,,,,,5,0,374086,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zeng-DF,374086,0,/home/se-metrics/root/proccesed1/2001_WorldCup_Zeng-20010803-Seattle/work/RoboCup/client/2001/Zeng-20010803-Seattle/Zeng01/puppets/Zeng-DF,,/home/se-metrics/root/data-binaries/WorldCup2001/Zeng-20010803-Seattle.tar.gz,,,,,,,,/home/se-metrics/root/proccesed1/2001_WorldCup_Zeng-20010803-Seattle,2001_WorldCup_Zeng-20010803-Seattle,,120,0,3.79812758,449917,400,0,13.8283856113,1444280,200543,3317,101055,0,70,35.5,34.5,71,,
2002,WorldCup,Arvand2002,2002_WorldCup_Arvand2002,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/se-metrics/root/data-binaries/WorldCup2002/Arvand2002.tar.gz,,,,,,,,/home/se-metrics/root/proccesed1/2002_WorldCup_Arvand2002,2002_WorldCup_Arvand2002,,,,,,,,,,,,,,,,,,,
2002,WorldCup,athumboldt2002,2002_WorldCup_athumboldt2002,/home/se-metrics/root/proccesed1/2002_WorldCup_athumboldt2002/ATHumboldt/OptITAgent,,,,,,,,,1,0,154814,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OptITAgent,154814,0,/home/se-metrics/root/proccesed1/2002_WorldCup_athumboldt2002/ATHumboldt/OptITAgent,,/home/se-metrics/root/data-binaries/WorldCup2002/athumboldt2002.tgz,,,,,,,,/home/se-metrics/root/proccesed1/2002_WorldCup_athumboldt2002,2002_WorldCup_athumboldt2002,,91,0,4.5138629076,172743,397,0,15.5957615057,557890,86498,1251,39062,0,212,6.0114739629,13.7604281515,6811,,
2002,WorldCup,BS02_Fukuoka02_BinaryRelease,2002_WorldCup_BS02_Fukuoka02_BinaryRelease,/home/se-metrics/root/proccesed1/2002_WorldCup_BS02_Fukuoka02_BinaryRelease/BS2kAgent; /home/se-metrics/root/proccesed1/2002_WorldCup_BS02_Fukuoka02_BinaryRelease/SputCoach,,,,,,,,,2,0,804677,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SputCoach,160018,0,/home/se-metrics/root/proccesed1/2002_WorldCup_BS02_Fukuoka02_BinaryRelease/SputCoach,BS2kAgent,644659,0,/home/se-metrics/root/proccesed1/2002_WorldCup_BS02_Fukuoka02_BinaryRelease/BS2kAgent,,/home/se-metrics/root/data-binaries/WorldCup2002/BS02_Fukuoka02_BinaryRelease.tgz,,,,,,,,/home/se-metrics/root/proccesed1/2002_WorldCup_BS02_Fukuoka02_BinaryRelease,2002_WorldCup_BS02_Fukuoka02_BinaryRelease,,,,,,,,,,,,,,523,6.6036286019,19.9426870285,30938,,
2002,WorldCup,BUGS-2002-src,2002_WorldCup_BUGS-2002-src,,,0,0,0,0,58,0.983,29,0,0,0,0,18.8201052572,30.5441176471,0,1,472,4,0,216,17,4.0325290283,75.2606285098,2077,5664.16220369,22.883633077,2.4060563069,0,1,23.875,1.6547619048,0,4.8333333333,3.115942029,4.2854317045,3.4829314093,163.611828871,12.1308112018,47.2561110346,15.3226684796,0,1,279.333333333,7.9521949078,0,40.8148148148,17.4861111111,6.4664530935,35.4735426337,1041.94145661,1258.37222699,18.6320899117,1.0872456188,0,0,9.5,0.8619047619,0,3.5,1.4861111111,3.5326681738,1.4053466453,73.9327020772,1.9749991934,0.1885521338,4.5294117647,0,0,19,3,0,16,8.25,1.0621782666,5.2532025434,308,27.5961369622,0.64,6.4827431805,0.3823529412,0,0,4,0,0,2,0,2.4702201801,0.8109219328,26,0.657594381,11.8517168138,3.1029411765,1,1,25,2,0,11,4.25,2.9105878645,4.100017131,211,16.8101404741,11.4696040827,269.352941176,0,1,2579,90.5,0,1110,327.25,3.0973949039,465.179559769,18316,216392.022827,7.5759646022,61.3970588235,0,1,473,27.5,0,238,80.75,2.5190235584,91.7550502422,4175,8418.98924495,46.9748293083,13.2205882353,0,0,312,3,0,52,9,6.4873389137,40.2206027209,899,1617.69688323,14.555599467,0.25,0,0,4,0,0,2,0,3.5053208029,0.6774623413,17,0.4589552239,32.614005238,20.5,0,1,335,6,0,99,22.25,5.2198580014,46.2948048405,1394,2143.20895522,55.3694437955,9.4117647059,0,0,312,0.5,0,29,3.25,7.1913582536,39.129038457,640,1531.08165057,35.9229900419,18.3235294118,0,1,332,4.5,0,68,15.75,5.5226221231,45.1093004861,1246,2034.84899034,23.5193391965,125.485294118,0,1,1734,35,0,583,118.25,4.3297414579,256.302438691,8533,65690.940079,12.473808369,22.1911764706,0,0,224,4.5,0,88,27,2.9559618575,36.8896124007,1509,1360.84350307,3,0.4558823529,16868,18316,13,68,50,53,1394,,,,,,,,,,/home/se-metrics/root/data-binaries/WorldCup2002/BUGS-2002-src.tar.gz,,True,151,2.559,75.5,59,29.5,/home/se-metrics/root/proccesed1/2002_WorldCup_BUGS-2002-src,2002_WorldCup_BUGS-2002-src,2,,,,,,,,,,,,,,,,,0,C++
