,team,results_loss,results_S,results_R,results_games,results_tie,results_win,results_win_diff,results_win_rate,results_goals_diff,results_loss_rate,competition,year
1161,unique,25.0,60,75,45,5.0,15.0,-0.2222222222222222,0.3333333333333333,-0.3333333333333333,0.5555555555555556,WorldCup,2010
1162,united2010,5.0,81,20,33,3.0,25.0,0.6060606060606061,0.7575757575757576,1.8484848484848484,0.15151515151515152,WorldCup,2010
1163,unknown09,18.0,40,59,33,6.0,9.0,-0.2727272727272727,0.2727272727272727,-0.5757575757575758,0.5454545454545454,WorldCup,2010
1164,vanda2d10,12.0,60,50,33,6.0,15.0,0.09090909090909091,0.45454545454545453,0.30303030303030304,0.36363636363636365,WorldCup,2010
1165,wrighteagle,2.0,29,7,13,0.0,11.0,0.6923076923076923,0.8461538461538461,1.6923076923076923,0.15384615384615385,WorldCup,2010
1166,xenex,26.0,31,120,33,1.0,6.0,-0.6060606060606061,0.18181818181818182,-2.696969696969697,0.7878787878787878,WorldCup,2010
1167,one,4.0,23,22,11,1.0,6.0,0.18181818181818182,0.5454545454545454,0.09090909090909091,0.36363636363636365,WorldCup,2011
1168,aboualisina,9.0,3,32,12,2.0,1.0,-0.6666666666666666,0.08333333333333333,-2.4166666666666665,0.75,WorldCup,2011
1169,apollo,5.0,29,12,12,0.0,7.0,0.16666666666666666,0.5833333333333334,1.4166666666666667,0.4166666666666667,WorldCup,2011
1170,artsapience,10.0,2,25,12,1.0,1.0,-0.75,0.08333333333333333,-1.9166666666666667,0.8333333333333334,WorldCup,2011
1171,aua2d,8.0,6,27,11,2.0,1.0,-0.6363636363636364,0.09090909090909091,-1.9090909090909092,0.7272727272727273,WorldCup,2011
1172,dainamite,9.0,3,24,11,0.0,2.0,-0.6363636363636364,0.18181818181818182,-1.9090909090909092,0.8181818181818182,WorldCup,2011
1173,edinferno,3.0,5,12,5,0.0,2.0,-0.2,0.4,-1.4,0.6,WorldCup,2011
1174,eskilas,2.0,33,8,10,1.0,7.0,0.5,0.7,2.5,0.2,WorldCup,2011
1175,fcportugal,5.0,10,14,11,1.0,5.0,0.0,0.45454545454545453,-0.36363636363636365,0.45454545454545453,WorldCup,2011
1176,helios2011,2.0,38,6,13,1.0,10.0,0.6153846153846154,0.7692307692307693,2.4615384615384617,0.15384615384615385,WorldCup,2011
1177,hfutengine2011,5.0,15,24,11,1.0,5.0,0.0,0.45454545454545453,-0.8181818181818182,0.45454545454545453,WorldCup,2011
1178,marlik,3.0,21,9,11,1.0,7.0,0.36363636363636365,0.6363636363636364,1.0909090909090908,0.2727272727272727,WorldCup,2011
1179,nadco,1.0,13,5,6,2.0,3.0,0.3333333333333333,0.5,1.3333333333333333,0.16666666666666666,WorldCup,2011
1180,oxsy,1.0,21,5,10,1.0,8.0,0.7,0.8,1.6,0.1,WorldCup,2011
1181,photon,9.0,4,18,12,1.0,2.0,-0.5833333333333334,0.16666666666666666,-1.1666666666666667,0.75,WorldCup,2011
1182,raic2011,6.0,15,16,11,0.0,5.0,-0.09090909090909091,0.45454545454545453,-0.09090909090909091,0.5454545454545454,WorldCup,2011
1183,wrighteagle,0.0,21,3,11,1.0,10.0,0.9090909090909091,0.9090909090909091,1.6363636363636365,0.0,WorldCup,2011
1184,one,7.0,16,28,10,0.0,3.0,-0.4,0.3,-1.2,0.7,WorldCup,2012
1185,tiji,9.0,35,38,18,1.0,8.0,-0.05555555555555555,0.4444444444444444,-0.16666666666666666,0.5,WorldCup,2012
1186,aut,5.0,14,15,11,3.0,3.0,-0.18181818181818182,0.2727272727272727,-0.09090909090909091,0.45454545454545453,WorldCup,2012
1187,axiom,10.0,19,30,16,1.0,5.0,-0.3125,0.3125,-0.6875,0.625,WorldCup,2012
1188,borregos,5.0,0,15,5,0.0,0.0,-1.0,0.0,-3.0,1.0,WorldCup,2012
1189,fcportugal,8.0,23,32,16,0.0,8.0,0.0,0.5,-0.5625,0.5,WorldCup,2012
1190,gliders2012,6.0,39,32,20,4.0,10.0,0.2,0.5,0.35,0.3,WorldCup,2012
1191,gpr,3.0,3,6,5,1.0,1.0,-0.4,0.2,-0.6,0.6,WorldCup,2012
1192,helios2012,0.0,56,3,17,0.0,17.0,1.0,1.0,3.1176470588235294,0.0,WorldCup,2012
1193,itandroids,9.0,29,44,16,1.0,6.0,-0.1875,0.375,-0.9375,0.5625,WorldCup,2012
1194,mariik,4.0,28,13,19,4.0,11.0,0.3684210526315789,0.5789473684210527,0.7894736842105263,0.21052631578947367,WorldCup,2012
1195,nadco,2.0,3,7,2,0.0,0.0,-1.0,0.0,-2.0,1.0,WorldCup,2012
1196,oxsy,10.0,15,32,13,0.0,3.0,-0.5384615384615384,0.23076923076923078,-1.3076923076923077,0.7692307692307693,WorldCup,2012
1197,riton,10.0,19,37,15,3.0,2.0,-0.5333333333333333,0.13333333333333333,-1.2,0.6666666666666666,WorldCup,2012
1198,robotto,11.0,24,34,20,1.0,8.0,-0.15,0.4,-0.5,0.55,WorldCup,2012
1199,uaisoccer2d,4.0,13,12,11,2.0,5.0,0.09090909090909091,0.45454545454545453,0.09090909090909091,0.36363636363636365,WorldCup,2012
1200,warthog,6.0,7,17,9,2.0,1.0,-0.5555555555555556,0.1111111111111111,-1.1111111111111112,0.6666666666666666,WorldCup,2012
1201,wrighteagle,1.0,66,19,19,2.0,16.0,0.7894736842105263,0.8421052631578947,2.473684210526316,0.05263157894736842,WorldCup,2012
1202,yushan2012,6.0,45,40,20,5.0,9.0,0.15,0.45,0.25,0.3,WorldCup,2012
1203,one,7.0,1,28,8,1.0,0.0,-0.875,0.0,-3.375,0.875,WorldCup,2013
1204,perspolis,3.0,43,11,22,7.0,12.0,0.4090909090909091,0.5454545454545454,1.4545454545454546,0.13636363636363635,WorldCup,2013
1205,tiji2013,7.0,37,37,20,6.0,7.0,0.0,0.35,0.0,0.35,WorldCup,2013
1206,yunlu2013,5.0,10,20,8,2.0,1.0,-0.5,0.125,-1.25,0.625,WorldCup,2013
1207,aut,7.0,48,38,18,3.0,8.0,0.05555555555555555,0.4444444444444444,0.5555555555555556,0.3888888888888889,WorldCup,2013
1208,axiom,7.0,48,38,18,2.0,9.0,0.1111111111111111,0.5,0.5555555555555556,0.3888888888888889,WorldCup,2013
1209,cyrus,9.0,24,42,17,4.0,4.0,-0.29411764705882354,0.23529411764705882,-1.0588235294117647,0.5294117647058824,WorldCup,2013
1210,fcportugal,5.0,44,37,21,7.0,9.0,0.19047619047619047,0.42857142857142855,0.3333333333333333,0.23809523809523808,WorldCup,2013
1211,gliders2013,4.0,43,18,18,1.0,13.0,0.5,0.7222222222222222,1.3888888888888888,0.2222222222222222,WorldCup,2013
1212,gpr,6.0,8,15,11,3.0,2.0,-0.36363636363636365,0.18181818181818182,-0.6363636363636364,0.5454545454545454,WorldCup,2013
1213,helios2013,2.0,72,9,19,0.0,17.0,0.7894736842105263,0.8947368421052632,3.3157894736842106,0.10526315789473684,WorldCup,2013
1214,hfutengine2013,8.0,3,44,8,0.0,0.0,-1.0,0.0,-5.125,1.0,WorldCup,2013
1215,itandroids,11.0,25,41,22,6.0,5.0,-0.2727272727272727,0.22727272727272727,-0.7272727272727273,0.5,WorldCup,2013
1216,legendary,8.0,26,41,21,4.0,9.0,0.047619047619047616,0.42857142857142855,-0.7142857142857143,0.38095238095238093,WorldCup,2013
1217,oxsy,5.0,55,32,19,2.0,12.0,0.3684210526315789,0.631578947368421,1.2105263157894737,0.2631578947368421,WorldCup,2013
1218,thunderbots,7.0,0,23,7,0.0,0.0,-1.0,0.0,-3.2857142857142856,1.0,WorldCup,2013
1219,utaustinvilla,15.0,25,64,20,3.0,2.0,-0.65,0.1,-1.95,0.75,WorldCup,2013
1220,warthogrobotics,18.0,28,78,22,2.0,2.0,-0.7272727272727273,0.09090909090909091,-2.272727272727273,0.8181818181818182,WorldCup,2013
1221,wrighteagle,0.0,61,9,18,3.0,15.0,0.8333333333333334,0.8333333333333334,2.888888888888889,0.0,WorldCup,2013
1222,yushan2013,4.0,42,18,19,4.0,11.0,0.3684210526315789,0.5789473684210527,1.263157894736842,0.21052631578947367,WorldCup,2013
1223,one2014,9.0,29,44,16,2.0,5.0,-0.25,0.3125,-0.9375,0.5625,WorldCup,2014
1224,parsian,8.0,23,33,15,2.0,5.0,-0.2,0.3333333333333333,-0.6666666666666666,0.5333333333333333,WorldCup,2014
1225,gpr,3.0,11,4,7,0.0,4.0,0.14285714285714285,0.5714285714285714,1.0,0.42857142857142855,WorldCup,2014
1226,cyrus2014,5.0,14,13,17,4.0,8.0,0.17647058823529413,0.47058823529411764,0.058823529411764705,0.29411764705882354,WorldCup,2014
1227,enigma,17.0,5,70,18,1.0,0.0,-0.9444444444444444,0.0,-3.611111111111111,0.9444444444444444,WorldCup,2014
1228,gliders2014,2.0,47,10,17,2.0,13.0,0.6470588235294118,0.7647058823529411,2.176470588235294,0.11764705882352941,WorldCup,2014
1229,helios2014,2.0,38,8,16,3.0,11.0,0.5625,0.6875,1.875,0.125,WorldCup,2014
1230,hermes,8.0,10,23,17,6.0,3.0,-0.29411764705882354,0.17647058823529413,-0.7647058823529411,0.47058823529411764,WorldCup,2014
1231,hfutengine,10.0,18,42,15,0.0,5.0,-0.3333333333333333,0.3333333333333333,-1.6,0.6666666666666666,WorldCup,2014
1232,infographics,8.0,22,20,17,2.0,7.0,-0.058823529411764705,0.4117647058823529,0.11764705882352941,0.47058823529411764,WorldCup,2014
1233,oxsy,4.0,33,20,17,6.0,7.0,0.17647058823529413,0.4117647058823529,0.7647058823529411,0.23529411764705882,WorldCup,2014
1234,toka1,5.0,41,32,14,1.0,8.0,0.21428571428571427,0.5714285714285714,0.6428571428571429,0.35714285714285715,WorldCup,2014
1235,ufsj2d,9.0,6,28,17,5.0,3.0,-0.35294117647058826,0.17647058823529413,-1.2941176470588236,0.5294117647058824,WorldCup,2014
1236,wrighteagle,2.0,54,12,18,3.0,13.0,0.6111111111111112,0.7222222222222222,2.3333333333333335,0.1111111111111111,WorldCup,2014
1237,yushan2014,8.0,26,18,17,1.0,8.0,0.0,0.47058823529411764,0.47058823529411764,0.47058823529411764,WorldCup,2014
1238,one2015,13.0,26,57,22,5.0,4.0,-0.4090909090909091,0.18181818181818182,-1.4090909090909092,0.5909090909090909,WorldCup,2015
1239,.rcl,0.0,0,0,2,2.0,0.0,0.0,0.0,0.0,0.0,WorldCup,2015
1240,gpr,4.0,5,20,4,0.0,0.0,-1.0,0.0,-3.75,1.0,WorldCup,2015
1241,tiji2015,6.0,28,28,22,6.0,10.0,0.18181818181818182,0.45454545454545453,0.0,0.2727272727272727,WorldCup,2015
1242,yunlu,7.0,30,21,22,7.0,8.0,0.045454545454545456,0.36363636363636365,0.4090909090909091,0.3181818181818182,WorldCup,2015
1243,cyrus2015,7.0,35,32,24,9.0,8.0,0.041666666666666664,0.3333333333333333,0.125,0.2916666666666667,WorldCup,2015
1244,genius2015,10.0,32,42,21,5.0,6.0,-0.19047619047619047,0.2857142857142857,-0.47619047619047616,0.47619047619047616,WorldCup,2015
1245,gliders2015,1.0,65,7,23,4.0,18.0,0.7391304347826086,0.782608695652174,2.5217391304347827,0.043478260869565216,WorldCup,2015
1246,helios2015,1.0,51,8,21,3.0,17.0,0.7619047619047619,0.8095238095238095,2.0476190476190474,0.047619047619047616,WorldCup,2015
1247,hermes,11.0,25,39,23,4.0,8.0,-0.13043478260869565,0.34782608695652173,-0.6086956521739131,0.4782608695652174,WorldCup,2015
1248,hfutengine2015,13.0,25,49,23,3.0,7.0,-0.2608695652173913,0.30434782608695654,-1.0434782608695652,0.5652173913043478,WorldCup,2015
1249,itandroids,13.0,31,36,23,5.0,5.0,-0.34782608695652173,0.21739130434782608,-0.21739130434782608,0.5652173913043478,WorldCup,2015
1250,jaeger,18.0,22,74,23,2.0,3.0,-0.6521739130434783,0.13043478260869565,-2.260869565217391,0.782608695652174,WorldCup,2015
1251,mt2015,12.0,22,37,22,4.0,6.0,-0.2727272727272727,0.2727272727272727,-0.6818181818181818,0.5454545454545454,WorldCup,2015
1252,oxsy,6.0,53,19,23,2.0,15.0,0.391304347826087,0.6521739130434783,1.4782608695652173,0.2608695652173913,WorldCup,2015
1253,phonix,5.0,28,28,22,10.0,7.0,0.09090909090909091,0.3181818181818182,0.0,0.22727272727272727,WorldCup,2015
1254,rhoban,8.0,0,19,8,0.0,0.0,-1.0,0.0,-2.375,1.0,WorldCup,2015
1255,wrighteagle,3.0,56,13,21,2.0,16.0,0.6190476190476191,0.7619047619047619,2.0476190476190474,0.14285714285714285,WorldCup,2015
1256,yushan2015,8.0,39,26,24,4.0,12.0,0.16666666666666666,0.5,0.5416666666666666,0.3333333333333333,WorldCup,2015
1257,ziziphus,6.0,11,29,9,1.0,2.0,-0.4444444444444444,0.2222222222222222,-2.0,0.6666666666666666,WorldCup,2015
1258,one,10.0,32,39,24,5.0,9.0,-0.041666666666666664,0.375,-0.2916666666666667,0.4166666666666667,WorldCup,2016
1259,united,7.0,16,17,22,8.0,7.0,0.0,0.3181818181818182,-0.045454545454545456,0.3181818181818182,WorldCup,2016
1260,gpr,9.0,7,23,11,0.0,2.0,-0.6363636363636364,0.18181818181818182,-1.4545454545454546,0.8181818181818182,WorldCup,2016
1261,yunlu,7.0,24,23,23,9.0,7.0,0.0,0.30434782608695654,0.043478260869565216,0.30434782608695654,WorldCup,2016
1262,cyrus,11.0,24,42,22,4.0,7.0,-0.18181818181818182,0.3181818181818182,-0.8181818181818182,0.5,WorldCup,2016
1263,fury,10.0,21,28,22,5.0,7.0,-0.13636363636363635,0.3181818181818182,-0.3181818181818182,0.45454545454545453,WorldCup,2016
1264,gliders2016,2.0,58,12,23,2.0,19.0,0.7391304347826086,0.8260869565217391,2.0,0.08695652173913043,WorldCup,2016
1265,helios2016,2.0,55,6,26,4.0,20.0,0.6923076923076923,0.7692307692307693,1.8846153846153846,0.07692307692307693,WorldCup,2016
1266,hermes,6.0,40,16,22,5.0,11.0,0.22727272727272727,0.5,1.0909090909090908,0.2727272727272727,WorldCup,2016
1267,hfutengine2016,3.0,3,5,7,3.0,1.0,-0.2857142857142857,0.14285714285714285,-0.2857142857142857,0.42857142857142855,WorldCup,2016
1268,hillstone,15.0,33,70,23,1.0,7.0,-0.34782608695652173,0.30434782608695654,-1.608695652173913,0.6521739130434783,WorldCup,2016
1269,itandroids,14.0,15,45,21,1.0,6.0,-0.38095238095238093,0.2857142857142857,-1.4285714285714286,0.6666666666666666,WorldCup,2016
1270,lefteagle,7.0,2,29,7,0.0,0.0,-1.0,0.0,-3.857142857142857,1.0,WorldCup,2016
1271,marlik2016,11.0,14,25,22,4.0,7.0,-0.18181818181818182,0.3181818181818182,-0.5,0.5,WorldCup,2016
1272,mt2016,5.0,45,20,22,6.0,11.0,0.2727272727272727,0.5,1.1363636363636365,0.22727272727272727,WorldCup,2016
1273,oxsy,7.0,54,22,23,4.0,12.0,0.21739130434782608,0.5217391304347826,1.391304347826087,0.30434782608695654,WorldCup,2016
1274,shiraz2016,12.0,19,50,22,3.0,7.0,-0.22727272727272727,0.3181818181818182,-1.4090909090909092,0.5454545454545454,WorldCup,2016
1275,wrighteagle,3.0,56,10,15,0.0,12.0,0.6,0.8,3.066666666666667,0.2,WorldCup,2016
1276,ziziphus,14.0,13,49,21,4.0,3.0,-0.5238095238095238,0.14285714285714285,-1.7142857142857142,0.6666666666666666,WorldCup,2016
1277,one,1.0,6,3,6,3.0,2.0,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,WorldCup,2017
1278,storms,5.0,0,11,6,1.0,0.0,-0.8333333333333334,0.0,-1.8333333333333333,0.8333333333333334,WorldCup,2017
1279,united,2.0,7,4,6,2.0,2.0,0.0,0.3333333333333333,0.5,0.3333333333333333,WorldCup,2017
1280,yunlu,4.0,5,11,6,1.0,1.0,-0.5,0.16666666666666666,-1.0,0.6666666666666666,WorldCup,2017
1281,alice,1.0,10,2,6,1.0,4.0,0.5,0.6666666666666666,1.3333333333333333,0.16666666666666666,WorldCup,2017
1282,cyrus,1.0,6,7,6,3.0,2.0,0.16666666666666666,0.3333333333333333,-0.16666666666666666,0.16666666666666666,WorldCup,2017
1283,helios2017,0.0,23,2,6,0.0,6.0,1.0,1.0,3.5,0.0,WorldCup,2017
1284,hfutengine2017,1.0,17,6,6,1.0,4.0,0.5,0.6666666666666666,1.8333333333333333,0.16666666666666666,WorldCup,2017
1285,hillstone,2.0,10,8,6,2.0,2.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,WorldCup,2017
1286,itandroids,4.0,3,14,6,2.0,0.0,-0.6666666666666666,0.0,-1.8333333333333333,0.6666666666666666,WorldCup,2017
1287,mt2017,1.0,16,3,6,1.0,4.0,0.5,0.6666666666666666,2.1666666666666665,0.16666666666666666,WorldCup,2017
1288,nexus2d,4.0,8,14,6,0.0,2.0,-0.3333333333333333,0.3333333333333333,-1.0,0.6666666666666666,WorldCup,2017
1289,oxsy,0.0,19,3,6,0.0,6.0,1.0,1.0,2.6666666666666665,0.0,WorldCup,2017
1290,persiangulf2017,2.0,6,12,6,2.0,2.0,0.0,0.3333333333333333,-1.0,0.3333333333333333,WorldCup,2017
1291,wit,6.0,0,22,6,0.0,0.0,-1.0,0.0,-3.6666666666666665,1.0,WorldCup,2017
1292,ziziphus,4.0,4,18,6,1.0,1.0,-0.5,0.16666666666666666,-2.3333333333333335,0.6666666666666666,WorldCup,2017
