analizo_loc,analizo_rfc,analizo_npm,analizo_acc,analizo_dit,analizo_npa,analizo_anpm,analizo_cbo,analizo_mmloc,analizo_accm,analizo_noc,analizo__filename,analizo_noa,analizo__module,folder,analizo_lcom4,type,analizo_nom,analizo_amloc,analizo_sc
0,0,0,0,0,0,0,0,0,0,0,"['NewCogniTAO/RemovalOfRobot/robot/devicesLib/Laser.h', 'NewCogniTAO/RemovalOfRobot/robot/devicesLib/Laser.cpp']",0,RemovalOfRobot/robot/devicesLib/Laser,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"['NewCogniTAO/RemovalOfRobot/robot/devicesLib/Position.h', 'NewCogniTAO/RemovalOfRobot/robot/devicesLib/Position.cpp']",0,NewCogniTAO/RemovalOfRobot/robot/devicesLib/Position,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"['NewCogniTAO/RemovalOfRobot/robot/devicesLib/Ptz.h', 'NewCogniTAO/RemovalOfRobot/robot/devicesLib/Ptz.cpp']",0,RemovalOfRobot/robot/devicesLib/Ptz,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"['NewCogniTAO/RemovalOfRobot/robot/devicesLib/devicesStructs/Blob.h', 'NewCogniTAO/RemovalOfRobot/robot/devicesLib/devicesStructs/Blob.cpp']",0,RemovalOfRobot/robot/devicesLib/devicesStructs/Blob,Magneton2Year,0,Magneton,0,0,0
70,2,2,0,0,0,2.5,0,60,7,0,"['NewCogniTAO/RemovalOfRobot/robot/devicesLib/domain_art/markerDetectionLite/object.cpp', 'NewCogniTAO/RemovalOfRobot/robot/devicesLib/domain_art/markerDetectionLite/object.h']",0,RemovalOfRobot/robot/devicesLib/domain_art/markerDetectionLite/object,Magneton2Year,2,Magneton,2,35,0
0,0,0,0,0,0,0,0,0,0,0,['NewCogniTAO/RemovalOfRobot/robot/devicesLib/domain_player/BlobFinder.cpp'],0,RemovalOfRobot/robot/devicesLib/domain_player/BlobFinder,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,0,0,0,0,0,0,['NewCogniTAO/RemovalOfRobot/robot/devicesLib/domain_player/Ptz.cpp'],0,RemovalOfRobot/robot/devicesLib/domain_player/Ptz,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"['NewCogniTAO/RemovalOfRobot/robot/devicesLib/domain_player/devicesStructs/PlrBlob.h', 'NewCogniTAO/RemovalOfRobot/robot/devicesLib/domain_player/devicesStructs/PlrBlob.cpp']",0,RemovalOfRobot/robot/devicesLib/domain_player/devicesStructs/PlrBlob,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"['NewCogniTAO/RemovalOfRobot/robot/devicesLib/domain_shrimp/Laser.h', 'NewCogniTAO/RemovalOfRobot/robot/devicesLib/domain_shrimp/Laser.cpp']",0,RemovalOfRobot/robot/devicesLib/domain_shrimp/Laser,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,0,0,0,0,0,0,['NewCogniTAO/RemovalOfRobot/robot/devicesLib/domain_shrimp/Laser/common.h'],0,NewCogniTAO/RemovalOfRobot/robot/devicesLib/domain_shrimp/Laser/common,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"['NewCogniTAO/RemovalOfRobot/robot/devicesLib/domain_shrimp/Laser/urg_laser.h', 'NewCogniTAO/RemovalOfRobot/robot/devicesLib/domain_shrimp/Laser/urg_laser.cc']",0,NewCogniTAO/RemovalOfRobot/robot/devicesLib/domain_shrimp/Laser/urg_laser,Magneton2Year,0,Magneton,0,0,0
23,1,1,0,0,0,0,0,23,5,0,['NewCogniTAO/RemovalOfRobot/robot/devicesLib/domain_shrimp/PTZ/magnetonPTZ.cpp'],0,NewCogniTAO/RemovalOfRobot/robot/devicesLib/domain_shrimp/PTZ/magnetonPTZ,Magneton2Year,1,Magneton,1,23,0
77,7,2,0,0,12,0.5,1,50,2,0,"['NewCogniTAO/RemovalOfRobot/robot/devicesLib/domain_shrimp/Position/ShrimpPosition.cpp', 'NewCogniTAO/RemovalOfRobot/robot/devicesLib/domain_shrimp/Position/ShrimpPosition.h']",12,RemovalOfRobot/robot/devicesLib/domain_shrimp/Position/ShrimpPosition,Magneton2Year,2,Magneton,2,38.5,2
86,7,2,0,0,6,0.5,1,52,2,0,"['NewCogniTAO/RemovalOfRobot/robot/devicesLib/domain_shrimp/Position/ShrimpPositionV2.cpp', 'NewCogniTAO/RemovalOfRobot/robot/devicesLib/domain_shrimp/Position/ShrimpPositionV2.h']",6,NewCogniTAO/RemovalOfRobot/robot/devicesLib/domain_shrimp/Position/ShrimpPositionV2,Magneton2Year,2,Magneton,2,43,2
0,0,0,0,0,0,0,0,0,0,0,['NewCogniTAO/RemovalOfRobot/robot/devicesLib/domain_shrimp/Ptz.cpp'],0,RemovalOfRobot/robot/devicesLib/domain_shrimp/Ptz,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,0,0,0,0,0,0,['NewCogniTAO/RemovalOfRobot/tasks/domain_player/Defines.h'],0,NewCogniTAO/RemovalOfRobot/tasks/domain_player/Defines,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,0,0,0,0,0,0,['NewCogniTAO/RemovalOfRobot/tasks/domain_player/TskExecuteSBCGraph.cpp'],0,RemovalOfRobot/tasks/domain_player/TskExecuteSBCGraph,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,0,0,0,0,0,0,['NewCogniTAO/RemovalOfRobot/tasks/domain_player/TskMovePtzToStart.cpp'],0,RemovalOfRobot/tasks/domain_player/TskMovePtzToStart,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,0,0,0,0,0,0,['NewCogniTAO/RemovalOfRobot/tasks/domain_player/TskTrackComm.cpp'],0,RemovalOfRobot/tasks/domain_player/TskTrackComm,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,0,0,0,0,0,0,['NewCogniTAO/RemovalOfRobot/tasks/domain_player/TskTrackLittleLess.cpp'],0,RemovalOfRobot/tasks/domain_player/TskTrackLittleLess,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"['NewCogniTAO/RemovalOfRobot/tasks/domain_player/TskUpdateSBC.cpp', 'NewCogniTAO/RemovalOfRobot/tasks/domain_player/TskUpdateSBC.h']",0,RemovalOfRobot/tasks/domain_player/TskUpdateSBC,Magneton2Year,0,Magneton,0,0,0
47,7,3,0,0,2,0.333333333333333,1,23,1,0,"['NewCogniTAO/RemovalOfRobot/utils/Utils.cpp', 'NewCogniTAO/RemovalOfRobot/utils/Utils.h']",2,NewCogniTAO/RemovalOfRobot/utils/Utils,Magneton2Year,3,Magneton,3,15.6666666666667,3
1,1,1,0,0,0,1,0,1,1,0,"['NewCogniTAO/RemovalOfRobot/variables/SrlRobotData.h', 'NewCogniTAO/RemovalOfRobot/variables/SrlRobotData.cpp']",0,RemovalOfRobot/variables/SrlRobotData,Magneton2Year,1,Magneton,1,1,0
9,1,1,0,0,0,2,0,9,1,0,['NewCogniTAO/RemovalOfRobot/variables/VarOriginalGraph.cpp'],0,RemovalOfRobot/variables/VarOriginalGraph,Magneton2Year,1,Magneton,1,9,0
9,1,1,0,0,0,2,0,9,1,0,['NewCogniTAO/RemovalOfRobot/variables/VarSharedGraph.cpp'],0,RemovalOfRobot/variables/VarSharedGraph,Magneton2Year,1,Magneton,1,9,0
17,6,3,1,0,0,0,0,9,1,0,"['NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/Timer.h', 'NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/Timer.cc']",1,Timer,Magneton2Year,1,Magneton,3,5.66666666666667,0
0,0,0,0,0,3,0,0,0,0,0,['NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/common.h'],3,player_position2d_speed_pid_req,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,0,0,0,0,0,0,['NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/common.h'],0,player_position2d_reset_odom_config,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,2,0,0,0,0,0,['NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/common.h'],2,player_position2d_speed_prof_req,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,3,0,0,0,0,0,['NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/common.h'],3,player_position2d_position_pid_req,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,0,0,0,0,0,0,['NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/common.h'],0,NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/common,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,1,0,0,0,0,0,['NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/common.h'],1,player_position2d_velocity_mode_config,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,2,0,0,0,0,0,['NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/common.h'],2,player_position2d_cmd_vel_head,Magneton2Year,0,Magneton,0,0,0
0,0,0,1,0,1,0,0,0,0,0,['NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/common.h'],1,player_position2d_set_odom_req,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,2,0,0,0,0,0,['NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/common.h'],2,player_position2d_cmd_car,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,9,0,0,0,0,0,['NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/common.h'],9,playerc_position2d_t,Magneton2Year,0,Magneton,0,0,0
0,0,0,1,0,1,0,0,0,0,0,['NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/common.h'],1,player_position2d_power_config,Magneton2Year,0,Magneton,0,0,0
0,0,0,1,0,2,0,0,0,0,0,['NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/common.h'],2,player_position2d_geom,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,1,0,0,0,0,0,['NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/common.h'],1,player_position2d_position_mode_req,Magneton2Year,0,Magneton,0,0,0
10,9,2,0,0,0,2,1,9,1,0,['NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/playerc++.h'],0,NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/playerc++,Magneton2Year,2,Magneton,2,5,2
81,61,24,13,1,0,1,2,9,1.03846153846154,0,['NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/playerc++.h'],1,PlayerCc::Position2dProxy,Magneton2Year,6,Magneton,26,3.11538461538462,12
1,1,1,0,0,0,2,0,1,1,0,['NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/playerclient.h'],0,NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/playerclient,Magneton2Year,1,Magneton,1,1,0
9,8,1,0,0,0,2,1,9,1,0,['NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/position2dproxy.cc'],0,position2dproxy,Magneton2Year,1,Magneton,1,9,1
1182,75,24,36,0,39,0.75,12,111,5.70833333333333,0,"['NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/shrimp3.cc', 'NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/shrimp3.h']",40,shrimp3,Magneton2Year,15,Magneton,24,49.25,180
0,0,0,0,0,2,0,0,0,0,0,"['NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/shrimp3.h', 'NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/shrimp3.cc']",2,player_shrimp3_cmd_t::@0::@3,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,1,0,0,0,0,0,"['NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/shrimp3.h', 'NewCogniTAO/Shrimp3DriverPlayer2_0_5_v3/shrimp3.cc']",1,@5::@6,Magneton2Year,0,Magneton,0,0,0
