analizo_loc,analizo_rfc,analizo_npm,analizo_acc,analizo_dit,analizo_npa,analizo_anpm,analizo_cbo,analizo_mmloc,analizo_accm,analizo_noc,analizo__filename,analizo_noa,analizo__module,folder,analizo_lcom4,type,analizo_nom,analizo_amloc,analizo_sc
35,20,18,5,2,3,0.611111111111111,1,10,1.16666666666667,2,"['NewCogniTAO/User/robot/devicesLib/BlobFinder.h', 'NewCogniTAO/User/robot/devicesLib/BlobFinder.cpp']",3,magneton_devices::BlobFinder,Magneton2Year,18,Magneton,18,1.94444444444444,18
12,9,6,46,1,0,0.166666666666667,0,4,1.16666666666667,6,"['NewCogniTAO/User/robot/devicesLib/Device.h', 'NewCogniTAO/User/robot/devicesLib/Device.cpp']",1,devices::Device,Magneton2Year,4,Magneton,6,2,0
0,0,0,0,0,0,0,0,0,0,0,"['NewCogniTAO/User/robot/devicesLib/Laser.cpp', 'NewCogniTAO/User/robot/devicesLib/Laser.h']",0,User/robot/devicesLib/Laser,Magneton2Year,0,Magneton,0,0,0
80,44,16,6,2,0,0.722222222222222,3,21,1.61111111111111,2,"['NewCogniTAO/User/robot/devicesLib/Laser.h', 'NewCogniTAO/User/robot/devicesLib/Laser.cpp']",4,magneton_devices::Laser,Magneton2Year,8,Magneton,18,4.44444444444444,24
0,0,0,0,0,0,0,0,0,0,0,"['NewCogniTAO/User/robot/devicesLib/Position.h', 'NewCogniTAO/User/robot/devicesLib/Position.cpp']",0,NewCogniTAO/User/robot/devicesLib/Position,Magneton2Year,0,Magneton,0,0,0
94,53,21,8,2,0,0.80952380952381,2,44,1.42857142857143,2,"['NewCogniTAO/User/robot/devicesLib/Position.h', 'NewCogniTAO/User/robot/devicesLib/Position.cpp']",8,magneton_devices::Position,Magneton2Year,10,Magneton,21,4.47619047619048,20
0,0,0,0,0,0,0,0,0,0,0,"['NewCogniTAO/User/robot/devicesLib/Ptz.h', 'NewCogniTAO/User/robot/devicesLib/Ptz.cpp']",0,User/robot/devicesLib/Ptz,Magneton2Year,0,Magneton,0,0,0
16,16,16,2,2,0,0.9375,0,1,1,2,"['NewCogniTAO/User/robot/devicesLib/Ptz.h', 'NewCogniTAO/User/robot/devicesLib/Ptz.cpp']",0,magneton_devices::Ptz,Magneton2Year,16,Magneton,16,1,0
3,3,3,6,0,0,0.333333333333333,0,1,1,2,"['NewCogniTAO/User/robot/devicesLib/devicesStructs/Blob.h', 'NewCogniTAO/User/robot/devicesLib/devicesStructs/Blob.cpp']",0,magneton_devices::BlobID,Magneton2Year,3,Magneton,3,1,0
6,13,5,10,0,0,0.5,2,1,1,2,"['NewCogniTAO/User/robot/devicesLib/devicesStructs/Blob.h', 'NewCogniTAO/User/robot/devicesLib/devicesStructs/Blob.cpp']",0,magneton_devices::BlobArray,Magneton2Year,3,Magneton,6,1,6
11,15,11,17,0,1,0.363636363636364,1,1,1,2,"['NewCogniTAO/User/robot/devicesLib/devicesStructs/Blob.h', 'NewCogniTAO/User/robot/devicesLib/devicesStructs/Blob.cpp']",2,magneton_devices::Blob,Magneton2Year,9,Magneton,11,1,9
0,0,0,0,0,0,0,0,0,0,0,"['NewCogniTAO/User/robot/devicesLib/devicesStructs/Blob.h', 'NewCogniTAO/User/robot/devicesLib/devicesStructs/Blob.cpp']",0,User/robot/devicesLib/devicesStructs/Blob,Magneton2Year,0,Magneton,0,0,0
2,2,2,0,0,2,0,0,1,1,0,"['NewCogniTAO/User/robot/devicesLib/devicesStructs/BlobTimestemp.h', 'NewCogniTAO/User/robot/devicesLib/devicesStructs/BlobTimestemp.cpp']",2,magneton_devices::BlobTimestemp,Magneton2Year,2,Magneton,2,1,0
2,2,2,0,0,3,0,0,1,1,0,"['NewCogniTAO/User/robot/devicesLib/devicesStructs/UpdateTimerListEvent.h', 'NewCogniTAO/User/robot/devicesLib/devicesStructs/UpdateTimerListEvent.cpp']",3,device_shrimp::UpdateTimerListEvent,Magneton2Year,2,Magneton,2,1,0
2,2,2,1,0,0,0,0,1,1,1,"['NewCogniTAO/User/robot/devicesLib/domain_art/ArtDevice.h', 'NewCogniTAO/User/robot/devicesLib/domain_art/ArtDevice.cpp']",0,art_device::ArtDevice,Magneton2Year,2,Magneton,2,1,0
60,60,18,0,3,5,0.944444444444444,7,30,1.27777777777778,0,"['NewCogniTAO/User/robot/devicesLib/domain_art/BlobFinder.h', 'NewCogniTAO/User/robot/devicesLib/domain_art/BlobFinder.cpp']",7,art_device::BlobFinder,Magneton2Year,9,Magneton,18,3.33333333333333,63
2,2,2,0,0,2,2,0,1,1,0,"['NewCogniTAO/User/robot/devicesLib/domain_art/BlobFinder.h', 'NewCogniTAO/User/robot/devicesLib/domain_art/BlobFinder.cpp']",2,art_device::PairObjectMarker,Magneton2Year,2,Magneton,2,1,0
16,45,14,0,1,10,0.857142857142857,3,3,1,0,"['NewCogniTAO/User/robot/devicesLib/domain_art/devicesStructs/ArtBlob.h', 'NewCogniTAO/User/robot/devicesLib/domain_art/devicesStructs/ArtBlob.cpp']",11,art_device::ArtBlob,Magneton2Year,7,Magneton,14,1.14285714285714,21
3,3,3,1,1,1,0.666666666666667,0,1,1,0,"['NewCogniTAO/User/robot/devicesLib/domain_art/devicesStructs/ArtBlob.h', 'NewCogniTAO/User/robot/devicesLib/domain_art/devicesStructs/ArtBlob.cpp']",1,art_device::ArtBlobArray,Magneton2Year,3,Magneton,3,1,0
14,7,5,0,1,0,0.8,1,6,1.4,0,"['NewCogniTAO/User/robot/devicesLib/domain_art/devicesStructs/ArtBlob.h', 'NewCogniTAO/User/robot/devicesLib/domain_art/devicesStructs/ArtBlob.cpp']",2,art_device::ArtBlobID,Magneton2Year,5,Magneton,5,2.8,5
33,93,6,0,1,0,0.833333333333333,3,22,1,0,"['NewCogniTAO/User/robot/devicesLib/domain_art/markerDetectionLite/markerDetectionLite.h', 'NewCogniTAO/User/robot/devicesLib/domain_art/markerDetectionLite/markerDetectionLite.cpp']",19,artoolkit_detector::MarkerDetectorLite,Magneton2Year,2,Magneton,12,2.75,6
5,5,5,9,0,6,0.2,0,1,1,1,"['NewCogniTAO/User/robot/devicesLib/domain_art/markerDetectionLite/markerDetectionLite.h', 'NewCogniTAO/User/robot/devicesLib/domain_art/markerDetectionLite/markerDetectionLite.cpp']",6,artoolkit_detector::MarkerDetectorServer,Magneton2Year,5,Magneton,5,1,0
3,3,3,2,0,0,2.66666666666667,0,1,1,1,"['NewCogniTAO/User/robot/devicesLib/domain_art/markerDetectionLite/markerDetectionLite.h', 'NewCogniTAO/User/robot/devicesLib/domain_art/markerDetectionLite/markerDetectionLite.cpp']",0,artoolkit_detector::MarkerDetectorClient,Magneton2Year,3,Magneton,3,1,0
70,2,2,1,0,0,2.5,0,60,7,0,"['NewCogniTAO/User/robot/devicesLib/domain_art/markerDetectionLite/object.cpp', 'NewCogniTAO/User/robot/devicesLib/domain_art/markerDetectionLite/object.h']",0,User/robot/devicesLib/domain_art/markerDetectionLite/object,Magneton2Year,2,Magneton,2,35,0
0,0,0,2,0,12,0,0,0,0,0,"['NewCogniTAO/User/robot/devicesLib/domain_art/markerDetectionLite/object.h', 'NewCogniTAO/User/robot/devicesLib/domain_art/markerDetectionLite/object.cpp']",12,artoolkit_detector::ObjectData_T,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,0,0,0,0,0,0,['NewCogniTAO/User/robot/devicesLib/domain_player/BlobFinder.cpp'],0,User/robot/devicesLib/domain_player/BlobFinder,Magneton2Year,0,Magneton,0,0,0
33,45,20,10,3,3,0.8,5,10,1.1,0,"['NewCogniTAO/User/robot/devicesLib/domain_player/BlobFinder.h', 'NewCogniTAO/User/robot/devicesLib/domain_player/BlobFinder.cpp']",9,player::BlobFinder,Magneton2Year,15,Magneton,20,1.65,75
27,46,14,6,3,3,0.666666666666667,3,10,1.13333333333333,0,"['NewCogniTAO/User/robot/devicesLib/domain_player/Laser.h', 'NewCogniTAO/User/robot/devicesLib/domain_player/Laser.cpp']",3,player::Laser,Magneton2Year,7,Magneton,15,1.8,21
61,34,15,32,3,1,0.666666666666667,1,14,1.33333333333333,0,"['NewCogniTAO/User/robot/devicesLib/domain_player/Motor.h', 'NewCogniTAO/User/robot/devicesLib/domain_player/Motor.cpp']",2,player::Motor,Magneton2Year,7,Magneton,15,4.06666666666667,7
2,2,2,4,0,0,0.5,0,1,1,4,"['NewCogniTAO/User/robot/devicesLib/domain_player/PlrDevice.h', 'NewCogniTAO/User/robot/devicesLib/domain_player/PlrDevice.cpp']",0,player::PlrDevice,Magneton2Year,2,Magneton,2,1,0
0,0,0,0,0,0,0,0,0,0,0,['NewCogniTAO/User/robot/devicesLib/domain_player/Ptz.cpp'],0,User/robot/devicesLib/domain_player/Ptz,Magneton2Year,0,Magneton,0,0,0
33,47,18,19,3,1,1.05555555555556,2,14,1.05555555555556,0,"['NewCogniTAO/User/robot/devicesLib/domain_player/Ptz.h', 'NewCogniTAO/User/robot/devicesLib/domain_player/Ptz.cpp']",2,player::Ptz,Magneton2Year,13,Magneton,18,1.83333333333333,26
0,0,0,0,0,0,0,0,0,0,0,"['NewCogniTAO/User/robot/devicesLib/domain_player/devicesStructs/PlrBlob.h', 'NewCogniTAO/User/robot/devicesLib/domain_player/devicesStructs/PlrBlob.cpp']",0,User/robot/devicesLib/domain_player/devicesStructs/PlrBlob,Magneton2Year,0,Magneton,0,0,0
3,3,3,0,1,1,0.666666666666667,0,1,1,0,"['NewCogniTAO/User/robot/devicesLib/domain_player/devicesStructs/PlrBlob.h', 'NewCogniTAO/User/robot/devicesLib/domain_player/devicesStructs/PlrBlob.cpp']",1,player::PlrBlobArray,Magneton2Year,3,Magneton,3,1,0
48,41,12,1,1,10,0.583333333333333,3,18,1.41666666666667,0,"['NewCogniTAO/User/robot/devicesLib/domain_player/devicesStructs/PlrBlob.h', 'NewCogniTAO/User/robot/devicesLib/domain_player/devicesStructs/PlrBlob.cpp']",11,player::PlrBlob,Magneton2Year,9,Magneton,12,4,27
18,8,6,0,1,0,0.666666666666667,0,6,1.33333333333333,0,"['NewCogniTAO/User/robot/devicesLib/domain_player/devicesStructs/PlrBlob.h', 'NewCogniTAO/User/robot/devicesLib/domain_player/devicesStructs/PlrBlob.cpp']",1,player::PlrBlobID,Magneton2Year,5,Magneton,6,3,0
83,44,12,0,3,0,0.642857142857143,4,36,1.42857142857143,0,"['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser.h', 'NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser.cpp']",1,device_shripm::Laser,Magneton2Year,6,Magneton,14,5.92857142857143,24
0,0,0,0,0,0,0,0,0,0,0,"['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser.h', 'NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser.cpp']",0,User/robot/devicesLib/domain_shrimp/Laser,Magneton2Year,0,Magneton,0,0,0
0,0,0,4,0,6,0,0,0,0,0,['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser/common.h'],6,playerbypass::player_laser_config,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,5,0,0,0,0,0,['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser/common.h'],5,playerbypass::player_ptz_cmd,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,2,0,0,0,0,0,['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser/common.h'],2,playerbypass::player_ptz_req_generic,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,4,0,0,0,0,0,['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser/common.h'],4,playerbypass::player_devaddr,Magneton2Year,0,Magneton,0,0,0
0,0,0,1,0,2,0,0,0,0,0,['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser/common.h'],2,playerbypass::player_bbox,Magneton2Year,0,Magneton,0,0,0
0,0,0,1,0,2,0,0,0,0,0,['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser/common.h'],2,playerbypass::player_laser_geom,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,2,0,0,0,0,0,['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser/common.h'],2,playerbypass::player_position2d_cmd_vel,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,3,0,0,0,0,0,['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser/common.h'],3,playerbypass::player_position2d_data,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,3,0,0,0,0,0,['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser/common.h'],3,playerbypass::player_position2d_cmd_pos,Magneton2Year,0,Magneton,0,0,0
0,0,0,1,0,3,0,0,0,0,0,['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser/common.h'],3,playerbypass::player_pose,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,2,0,0,0,0,0,['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser/common.h'],2,playerbypass::player_point_2d,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,0,0,0,0,0,0,['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser/common.h'],0,NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser/common,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,5,0,0,0,0,0,['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser/common.h'],5,playerbypass::player_ptz_data,Magneton2Year,0,Magneton,0,0,0
0,0,0,4,0,9,0,0,0,0,0,['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser/common.h'],9,playerbypass::player_laser_data,Magneton2Year,0,Magneton,0,0,0
0,0,0,2,0,1,0,0,0,0,0,"['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser/urg_laser.h', 'NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser/urg_laser.cc']",1,playerbypass::urg_laser_readings,Magneton2Year,0,Magneton,0,0,0
162,58,13,4,0,1,1.30769230769231,2,137,3.23076923076923,0,"['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser/urg_laser.h', 'NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser/urg_laser.cc']",3,playerbypass::urg_laser,Magneton2Year,2,Magneton,13,12.4615384615385,4
0,0,0,0,0,0,0,0,0,0,0,"['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser/urg_laser.h', 'NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser/urg_laser.cc']",0,NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser/urg_laser,Magneton2Year,0,Magneton,0,0,0
134,83,7,5,0,0,0.625,7,63,2.75,0,"['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser/urg_laser_interface.h', 'NewCogniTAO/User/robot/devicesLib/domain_shrimp/Laser/urg_laser_interface.cc']",15,playerbypass::urg_laser_interface,Magneton2Year,1,Magneton,8,16.75,7
23,1,1,0,0,0,0,0,23,5,0,['NewCogniTAO/User/robot/devicesLib/domain_shrimp/PTZ/magnetonPTZ.cpp'],0,NewCogniTAO/User/robot/devicesLib/domain_shrimp/PTZ/magnetonPTZ,Magneton2Year,1,Magneton,1,23,0
163,75,9,11,0,40,1.1,0,74,2,0,"['NewCogniTAO/User/robot/devicesLib/domain_shrimp/PTZ/magnetonPTZ.h', 'NewCogniTAO/User/robot/devicesLib/domain_shrimp/PTZ/magnetonPTZ.cpp']",46,shripm_device::magnetonPTZ,Magneton2Year,2,Magneton,10,16.3,0
71,55,13,0,3,0,0.692307692307692,5,17,1.69230769230769,0,"['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Position.h', 'NewCogniTAO/User/robot/devicesLib/domain_shrimp/Position.cpp']",3,devices_shrimp::Position,Magneton2Year,2,Magneton,13,5.46153846153846,10
77,7,2,3,0,13,0.5,1,50,2,0,"['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Position/ShrimpPosition.cpp', 'NewCogniTAO/User/robot/devicesLib/domain_shrimp/Position/ShrimpPosition.h']",13,User/robot/devicesLib/domain_shrimp/Position/ShrimpPosition,Magneton2Year,2,Magneton,2,38.5,2
63,45,11,3,0,0,0.272727272727273,3,29,1.18181818181818,0,"['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Position/ShrimpPosition.h', 'NewCogniTAO/User/robot/devicesLib/domain_shrimp/Position/ShrimpPosition.cpp']",13,playerbypass_v1::ShrimpPosition,Magneton2Year,3,Magneton,11,5.72727272727273,9
0,0,0,1,0,3,0,0,0,0,0,"['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Position/ShrimpPosition.h', 'NewCogniTAO/User/robot/devicesLib/domain_shrimp/Position/ShrimpPosition.cpp']",3,playerbypass_v1::rep_velocity_steering_struct,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,3,0,0,0,0,0,"['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Position/ShrimpPosition.h', 'NewCogniTAO/User/robot/devicesLib/domain_shrimp/Position/ShrimpPosition.cpp']",3,playerbypass_v1::velocity_steering_struct,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,3,0,0,0,0,0,"['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Position/ShrimpPosition.h', 'NewCogniTAO/User/robot/devicesLib/domain_shrimp/Position/ShrimpPosition.cpp']",3,playerbypass_v1::Position_struct,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,7,0,0,0,0,0,"['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Position/ShrimpPosition.h', 'NewCogniTAO/User/robot/devicesLib/domain_shrimp/Position/ShrimpPosition.cpp']",7,playerbypass_v1::encoders_struct,Magneton2Year,0,Magneton,0,0,0
86,7,2,0,0,7,0.5,1,52,2,0,"['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Position/ShrimpPositionV2.cpp', 'NewCogniTAO/User/robot/devicesLib/domain_shrimp/Position/ShrimpPositionV2.h']",7,NewCogniTAO/User/robot/devicesLib/domain_shrimp/Position/ShrimpPositionV2,Magneton2Year,2,Magneton,2,43,2
145,217,11,11,0,45,0.55,1,72,2,0,"['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Position/ShrimpPositionV2.h', 'NewCogniTAO/User/robot/devicesLib/domain_shrimp/Position/ShrimpPositionV2.cpp']",78,playerbypass::ShrimpPositionV2,Magneton2Year,2,Magneton,20,7.25,2
0,0,0,0,0,3,0,0,0,0,0,"['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Position/ShrimpPositionV2.h', 'NewCogniTAO/User/robot/devicesLib/domain_shrimp/Position/ShrimpPositionV2.cpp']",3,playerbypass::Position_struct,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,3,0,0,0,0,0,"['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Position/ShrimpPositionV2.h', 'NewCogniTAO/User/robot/devicesLib/domain_shrimp/Position/ShrimpPositionV2.cpp']",3,playerbypass::Odometry_struct,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,0,0,0,0,0,0,['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Ptz.cpp'],0,User/robot/devicesLib/domain_shrimp/Ptz,Magneton2Year,0,Magneton,0,0,0
173,73,18,0,3,2,0.944444444444444,3,50,1.94444444444444,0,"['NewCogniTAO/User/robot/devicesLib/domain_shrimp/Ptz.h', 'NewCogniTAO/User/robot/devicesLib/domain_shrimp/Ptz.cpp']",4,device_shrimp::Ptz,Magneton2Year,6,Magneton,18,9.61111111111111,18
2,2,2,3,0,0,0,0,1,1,3,['NewCogniTAO/User/robot/devicesLib/domain_shrimp/ShrimpDevice.h'],0,device_shripm::ShrimpDevice,Magneton2Year,2,Magneton,2,1,0
0,0,0,0,0,0,0,0,0,0,0,"['NewCogniTAO/User/robot/domain_player/plrRobot.h', 'NewCogniTAO/User/robot/domain_player/plrRobot.cc']",0,NewCogniTAO/User/robot/domain_player/plrRobot,Magneton2Year,0,Magneton,0,0,0
0,0,0,3,0,3,0,0,0,0,0,"['NewCogniTAO/User/robot/domain_player/plrVarNames.h', 'NewCogniTAO/User/robot/domain_player/plrVarNames.cc']",3,plrVarNames::plrDevicesSync,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,0,0,0,0,0,0,['NewCogniTAO/User/tasks/domain_player/Defines.h'],0,NewCogniTAO/User/tasks/domain_player/Defines,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,0,0,0,0,0,0,['NewCogniTAO/User/tasks/domain_player/TskExecuteSBCGraph.cpp'],0,User/tasks/domain_player/TskExecuteSBCGraph,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,0,0,0,0,0,0,['NewCogniTAO/User/tasks/domain_player/TskGetJoystick.cpp'],0,User/tasks/domain_player/TskGetJoystick,Magneton2Year,0,Magneton,0,0,0
0,0,0,0,0,0,0,0,0,0,0,['NewCogniTAO/User/tasks/domain_player/TskInitGraph.cpp'],0,User/tasks/domain_player/TskInitGraph,Magneton2Year,0,Magneton,0,0,0
15,11,6,0,2,0,0.166666666666667,2,10,1.16666666666667,0,"['NewCogniTAO/User/tasks/domain_player/TskInitGraphLine.h', 'NewCogniTAO/User/tasks/domain_player/TskInitGraphLine.cpp']",1,tasks_domain_player::TskInitGraphLine,Magneton2Year,6,Magneton,6,2.5,12
15,15,7,0,2,0,0.142857142857143,2,9,1.14285714285714,0,"['NewCogniTAO/User/tasks/domain_player/TskInitTest.h', 'NewCogniTAO/User/tasks/domain_player/TskInitTest.cpp']",1,tasks_domain_player::TskInitTest,Magneton2Year,7,Magneton,7,2.14285714285714,14
21,11,7,0,2,0,0.285714285714286,2,13,1.14285714285714,0,"['NewCogniTAO/User/tasks/domain_player/TskKeyPressed.h', 'NewCogniTAO/User/tasks/domain_player/TskKeyPressed.cpp']",2,tasks_domain_player::TskKeyPressed,Magneton2Year,6,Magneton,7,3,12
9,16,6,0,2,0,0.166666666666667,4,4,1,0,"['NewCogniTAO/User/tasks/domain_player/TskLeader.h', 'NewCogniTAO/User/tasks/domain_player/TskLeader.cpp']",2,tasks_domain_player::TskLeader,Magneton2Year,5,Magneton,6,1.5,20
0,0,0,0,0,0,0,0,0,0,0,['NewCogniTAO/User/tasks/domain_player/TskMovePtzToStart.cpp'],0,User/tasks/domain_player/TskMovePtzToStart,Magneton2Year,0,Magneton,0,0,0
15,13,6,0,2,0,0.166666666666667,4,10,1.16666666666667,0,"['NewCogniTAO/User/tasks/domain_player/TskMovePtzToStart.h', 'NewCogniTAO/User/tasks/domain_player/TskMovePtzToStart.cpp']",1,tasks_domain_player::TskMovePtzToStart,Magneton2Year,6,Magneton,6,2.5,24
48,40,7,0,2,0,0.285714285714286,11,40,2,0,"['NewCogniTAO/User/tasks/domain_player/TskMoveSimple.h', 'NewCogniTAO/User/tasks/domain_player/TskMoveSimple.cpp']",2,tasks_domain_player::TskMoveSimple,Magneton2Year,5,Magneton,7,6.85714285714286,55
12,14,5,0,2,0,0.2,4,8,1.2,0,"['NewCogniTAO/User/tasks/domain_player/TskRootIdle.h', 'NewCogniTAO/User/tasks/domain_player/TskRootIdle.cpp']",0,tasks_domain_player::TskRootIdle,Magneton2Year,5,Magneton,5,2.4,20
0,0,0,0,0,0,0,0,0,0,0,['NewCogniTAO/User/tasks/domain_player/TskSearch.cpp'],0,TskSearch,Magneton2Year,0,Magneton,0,0,0
80,38,6,0,2,0,0,8,59,2.5,0,"['NewCogniTAO/User/tasks/domain_player/TskSearch.h', 'NewCogniTAO/User/tasks/domain_player/TskSearch.cpp']",5,tasks_domain_player::TskSearch,Magneton2Year,5,Magneton,6,13.3333333333333,40
11,17,6,0,2,0,0.166666666666667,5,6,1,0,"['NewCogniTAO/User/tasks/domain_player/TskSearchBlobIdn.h', 'NewCogniTAO/User/tasks/domain_player/TskSearchBlobIdn.cpp']",1,tasks_domain_player::TskSearchBlobIdn,Magneton2Year,6,Magneton,6,1.83333333333333,30
36,13,6,41,1,2,0.9,2,20,1.2,21,"['NewCogniTAO/User/tasks/domain_player/TskShrimp.h', 'NewCogniTAO/User/tasks/domain_player/TskShrimp.cc']",2,tasks_domain_player::TskShrimp,Magneton2Year,9,Magneton,10,3.6,18
0,0,0,0,0,0,0,0,0,0,0,['NewCogniTAO/User/tasks/domain_player/TskTrackComm.cpp'],0,User/tasks/domain_player/TskTrackComm,Magneton2Year,0,Magneton,0,0,0
30,26,10,0,2,0,1.2,6,9,1.2,0,"['NewCogniTAO/User/tasks/domain_player/TskTrackComm.h', 'NewCogniTAO/User/tasks/domain_player/TskTrackComm.cpp']",2,tasks_domain_player::TskTrackComm,Magneton2Year,8,Magneton,10,3,48
0,0,0,0,0,0,0,0,0,0,0,['NewCogniTAO/User/tasks/domain_player/TskTrackLittleLess.cpp'],0,User/tasks/domain_player/TskTrackLittleLess,Magneton2Year,0,Magneton,0,0,0
15,8,6,0,2,0,0.166666666666667,2,10,1.16666666666667,0,"['NewCogniTAO/User/tasks/domain_player/TskUpdateGUI.h', 'NewCogniTAO/User/tasks/domain_player/TskUpdateGUI.cpp']",0,tasks_domain_player::TskUpdateGUI,Magneton2Year,6,Magneton,6,2.5,12
0,0,0,0,0,0,0,0,0,0,0,"['NewCogniTAO/User/tasks/domain_player/TskUpdateSBC.cpp', 'NewCogniTAO/User/tasks/domain_player/TskUpdateSBC.h']",0,User/tasks/domain_player/TskUpdateSBC,Magneton2Year,0,Magneton,0,0,0
63,51,9,0,2,0,0.333333333333333,13,20,1.55555555555556,0,"['NewCogniTAO/User/tasks/domain_player/TskUpdateSBC.h', 'NewCogniTAO/User/tasks/domain_player/TskUpdateSBC.cpp']",7,tasks_domain_player::TskUpdateSBC,Magneton2Year,8,Magneton,9,7,104
47,7,3,0,0,2,0.333333333333333,1,23,1,0,"['NewCogniTAO/User/utils/Utils.cpp', 'NewCogniTAO/User/utils/Utils.h']",2,NewCogniTAO/User/utils/Utils,Magneton2Year,3,Magneton,3,15.6666666666667,3
1,1,1,0,0,0,1,0,1,1,0,"['NewCogniTAO/User/variables/SrlRobotData.h', 'NewCogniTAO/User/variables/SrlRobotData.cpp']",0,User/variables/SrlRobotData,Magneton2Year,1,Magneton,1,1,0
9,1,1,0,0,0,2,0,9,1,0,['NewCogniTAO/User/variables/VarOriginalGraph.cpp'],0,User/variables/VarOriginalGraph,Magneton2Year,1,Magneton,1,9,0
9,1,1,0,0,0,2,0,9,1,0,['NewCogniTAO/User/variables/VarSharedGraph.cpp'],0,User/variables/VarSharedGraph,Magneton2Year,1,Magneton,1,9,0
1,1,1,0,1,0,1,0,1,1,0,"['NewCogniTAO/User/variables/VarVAR.h', 'NewCogniTAO/User/variables/VarVAR.cpp']",0,variables::VarVAR,Magneton2Year,1,Magneton,1,1,0
2,4,2,0,1,0,2.5,2,1,1,0,"['NewCogniTAO/User/variables/VlgOdometrySync.h', 'NewCogniTAO/User/variables/VlgOdometrySync.cpp']",0,decisions::VlgOdometrySync,Magneton2Year,2,Magneton,2,1,4
102,1,1,0,0,0,2,0,102,19,0,"['NewCogniTAO/Userold/boot/boot.cc', 'NewCogniTAO/Userold/boot/boot.h']",0,NewCogniTAO/Userold/boot/boot,Magneton2Year,1,Magneton,1,102,0
6,12,6,6,0,3,1,0,1,1.16666666666667,1,"['NewCogniTAO/Userold/boot/boot.h', 'NewCogniTAO/Userold/boot/boot.cc']",3,Boot,Magneton2Year,4,Magneton,6,1,0
2,3,2,0,1,0,0.5,1,1,1,0,"['NewCogniTAO/Userold/boot/bootMagnetonFormation.h', 'NewCogniTAO/Userold/boot/bootMagnetonFormation.cpp']",0,bootMagnetonFormation,Magneton2Year,2,Magneton,2,1,2
