,player_fast_block_instructions_info_max,player_fast_block_instructions_info_min,player_fast_block_instructions_info_std,player_fast_block_instructions_info_sum,player_fast_blocks_sizes_info_max,player_fast_blocks_sizes_info_min,player_fast_blocks_sizes_info_std,player_fast_blocks_sizes_info_sum,player_fast_complex_mccabe,player_fast_number_of_CFG_nodes_that_return_a_value,player_fast_simple_mccabe,player_fast_system_calls_count,player_function_cc_radare2_max,player_function_cc_radare2_mean,player_function_cc_radare2_std,player_function_cc_radare2_sum,binary_player_number_lines,results_team,results_Unnamed: 0,results_loss,results_S,results_R,results_games,results_tie,results_win,results_win_diff,results_win_rate,results_goals_diff,results_loss_rate,results_rank
290,,,,,,,,,,,,,575.0,12.8601336303,50.0469004176,86613.0,836482.0,marlik,993,3.0,21,9,11,1.0,7.0,0.3636363636363637,0.6363636363636364,1.0909090909090908,0.2727272727272727,1.0
291,113.0,0.0,8.55308834293,197319.0,400.0,0.0,38.4053685876,834709.0,57095.0,2171.0,31361.0,0.0,239.0,4.60402684564,13.8838556638,7546.0,193743.0,oxsy,1168,1.0,21,5,10,1.0,8.0,0.7,0.8,1.6,0.1,0.0
292,80.0,0.0,3.9595263528,130332.0,399.0,0.0,22.7148217702,612612.0,70853.0,1404.0,30091.0,0.0,151.0,10.0735135135,17.4021123626,9318.0,133049.0,aua2d,237,8.0,6,27,11,2.0,1.0,-0.6363636363636364,0.09090909090909093,-1.9090909090909087,0.7272727272727273,0.0
293,73.0,0.0,3.93808709001,111128.0,397.0,0.0,21.786086442800002,502147.0,58952.0,1367.0,25924.0,0.0,137.0,9.89473684211,17.0995888024,8460.0,110040.0,raic2011,631,6.0,15,16,11,0.0,5.0,-0.09090909090909093,0.4545454545454545,-0.09090909090909093,0.5454545454545454,0.0
294,100.0,0.0,4.3427794024,375229.0,400.0,0.0,17.4530325975,1276671.0,527084.0,5419.0,465316.0,0.0,11.0,6.0,5.0,12.0,450399.0,apollo,858,5.0,29,12,12,0.0,7.0,0.16666666666666666,0.5833333333333334,1.4166666666666667,0.4166666666666667,0.0
295,73.0,0.0,4.2097030583,126306.0,400.0,0.0,24.0116199456,582585.0,63920.0,1502.0,28280.0,0.0,137.0,10.0952380952,17.2913847886,9540.0,125841.0,photon,280,9.0,4,18,12,1.0,2.0,-0.5833333333333334,0.16666666666666666,-1.1666666666666667,0.75,0.0
296,,,,,,,,,,,,,270.0,11.5928072718,19.908466496400003,88001.0,933442.0,helios2011,1138,2.0,38,6,13,1.0,10.0,0.6153846153846154,0.7692307692307693,2.4615384615384617,0.15384615384615385,2.0
297,,,,,,,,,,,,,138.0,4.17479674797,9.56383524186,13351.0,185793.0,one,871,4.0,23,22,11,1.0,6.0,0.18181818181818185,0.5454545454545454,0.09090909090909093,0.3636363636363637,0.0
298,139.0,0.0,5.06421225907,607776.0,400.0,0.0,19.6627647354,2210217.0,273204.0,4517.0,134448.0,0.0,7.0,3.33333333333,2.49443825785,20.0,530836.0,nadco,961,1.0,13,5,6,2.0,3.0,0.3333333333333333,0.5,1.3333333333333333,0.16666666666666666,0.0
299,,,,,,,,,,,,,3.0,2.0,1.0,4.0,690218.0,eskilas,1056,2.0,33,8,10,1.0,7.0,0.5,0.7,2.5,0.2,0.0
300,118.0,0.0,4.48934550751,630043.0,400.0,0.0,17.8287161606,2196403.0,243021.0,6851.0,138909.0,0.0,329.0,8.27847859327,17.102213722200002,43313.0,574522.0,tduthinkingants,584,5.0,5,16,12,4.0,3.0,-0.16666666666666666,0.25,-0.9166666666666666,0.4166666666666667,0.0
301,,,,,,,,,,,,,532.0,13.4967948718,54.66877837569999,71587.0,577279.0,pesca,808,3.0,7,5,11,4.0,4.0,0.09090909090909093,0.3636363636363637,0.18181818181818185,0.2727272727272727,0.0
303,118.0,0.0,4.49490599984,628003.0,400.0,0.0,17.8610088155,2189532.0,242303.0,6851.0,138407.0,0.0,263.0,8.232033639139999,16.5501410739,43070.0,572798.0,tsubamegaeshi,395,6.0,5,21,11,3.0,2.0,-0.3636363636363637,0.18181818181818185,-1.4545454545454546,0.5454545454545454,0.0
304,,,,,,,,,,,,,140.0,6.11286089239,12.404400516900001,2329.0,41334.0,raic08,724,2.0,4,6,10,6.0,2.0,0.0,0.2,-0.2,0.2,0.0
305,,,,,,,,,,,,,526.0,16.1719101124,65.74287131359999,86358.0,573814.0,storms,654,6.0,30,47,19,8.0,5.0,-0.05263157894736842,0.2631578947368421,-0.8947368421052632,0.3157894736842105,0.0
306,98.0,0.0,4.13934065925,173747.0,400.0,0.0,16.3093165171,581486.0,71081.0,1751.0,39935.0,0.0,141.0,3.84690799397,8.74810569121,5101.0,163180.0,kuma,259,7.0,6,24,10,2.0,1.0,-0.6,0.1,-1.8,0.7,0.0
307,,,,,,,,,,,,,294.0,4.67602449364,16.2871340218,49636.0,675964.0,hana,745,2.0,8,10,7,3.0,2.0,0.0,0.2857142857142857,-0.2857142857142857,0.2857142857142857,0.0
308,,,,,,,,,,,,,263.0,8.261786600499999,17.2818613952,33295.0,375708.0,puppets,656,6.0,17,15,19,8.0,5.0,-0.05263157894736842,0.2631578947368421,0.10526315789473684,0.3157894736842105,0.0
310,118.0,0.0,4.49895428398,634047.0,400.0,0.0,17.8969652197,2213020.0,244215.0,6918.0,139783.0,0.0,263.0,8.2433048433,16.5676908802,43401.0,578353.0,bost,1029,2.0,27,11,16,5.0,9.0,0.4375,0.5625,1.0,0.125,0.0
315,118.0,0.0,4.49925345153,631885.0,400.0,0.0,17.8954060691,2204469.0,243875.0,6902.0,139311.0,0.0,263.0,8.223679209430001,16.5419414973,43273.0,576433.0,okarobo,723,4.0,7,9,12,4.0,4.0,0.0,0.3333333333333333,-0.16666666666666666,0.3333333333333333,0.0
316,93.0,0.0,3.94423652684,412784.0,400.0,0.0,15.8355565878,1415572.0,166926.0,5130.0,85260.0,0.0,266.0,8.57649071359,18.6143992604,35095.0,382014.0,helios2008,1209,0.0,67,10,21,4.0,17.0,0.8095238095238095,0.8095238095238095,2.7142857142857144,0.0,0.0
317,114.0,0.0,5.56581066913,424489.0,400.0,0.0,22.714983445700003,1469274.0,147843.0,4672.0,79015.0,0.0,359.0,8.572225484439999,18.941652013800002,29197.0,387218.0,yowai,363,9.0,8,26,14,2.0,3.0,-0.42857142857142855,0.21428571428571427,-1.2857142857142858,0.6428571428571429,0.0
321,114.0,0.0,4.84844016249,95398.0,400.0,0.0,20.038275369100003,345656.0,34791.0,1712.0,18775.0,0.0,139.0,3.37554206418,8.77315497964,3892.0,92710.0,nopporoes08,289,8.0,1,17,14,6.0,0.0,-0.5714285714285714,0.0,-1.1428571428571428,0.5714285714285714,0.0
322,114.0,0.0,4.84844016249,95398.0,400.0,0.0,20.038275369100003,345656.0,34791.0,1712.0,18775.0,0.0,139.0,3.37554206418,8.77315497964,3892.0,92710.0,nopporoes08,289,8.0,1,17,14,6.0,0.0,-0.5714285714285714,0.0,-1.1428571428571428,0.5714285714285714,0.0
323,143.0,0.0,4.4818539653,133766.0,398.0,0.0,21.1710984379,539842.0,64187.0,1890.0,40181.0,0.0,438.0,4.910031847130001,21.1754280444,6167.0,138535.0,engine,1103,2.0,25,8,13,2.0,9.0,0.5384615384615384,0.6923076923076923,1.3076923076923077,0.15384615384615385,0.0
324,,,,,,,,,,,,,231.0,7.05997109827,14.2811373229,9771.0,180831.0,zcvctf,942,4.0,33,11,14,2.0,8.0,0.2857142857142857,0.5714285714285714,1.5714285714285714,0.2857142857142857,0.0
325,139.0,0.0,4.91159308673,254953.0,399.0,0.0,18.4528426147,925629.0,85957.0,3300.0,49921.0,0.0,358.0,5.701511335009999,20.0483334374,13581.0,243739.0,czu,713,2.0,6,7,4,0.0,2.0,0.0,0.5,-0.25,0.5,0.0
326,,,,,,,,,,,,,64.0,3.05234899329,5.33683645443,4548.0,411116.0,tehran,1223,1.0,39,5,14,0.0,13.0,0.8571428571428571,0.9285714285714286,2.4285714285714284,0.07142857142857142,0.0
328,166.0,0.0,6.934467118139999,206818.0,398.0,0.0,24.8489251137,691677.0,60016.0,2053.0,30702.0,0.0,231.0,7.2211815562,15.1829642813,10023.0,184753.0,amoiensisnq,409,2.0,5,3,3,0.0,1.0,-0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0
329,130.0,0.0,4.87069867387,397486.0,400.0,0.0,23.978267178000003,1379420.0,169107.0,2381.0,102979.0,0.0,467.0,25.953152110999998,90.6852749307,44873.0,370768.0,victory,943,2.0,21,6,7,1.0,4.0,0.2857142857142857,0.5714285714285714,2.142857142857143,0.2857142857142857,0.0
330,97.0,0.0,3.11025410641,477699.0,400.0,0.0,11.8382443047,1529507.0,259902.0,2827.0,141298.0,0.0,567.0,13.727139364300001,67.54741427649999,28072.0,416428.0,dreamwing,832,3.0,18,12,8,1.0,4.0,0.125,0.5,0.75,0.375,0.0
331,128.0,0.0,4.36971325113,503543.0,400.0,0.0,18.9326013788,1554717.0,191808.0,2818.0,126074.0,0.0,332.0,8.470802919710001,22.1182935078,16247.0,428224.0,strive,329,3.0,6,9,4,0.0,1.0,-0.5,0.25,-0.75,0.75,0.0
332,166.0,0.0,6.938785286819999,198855.0,398.0,0.0,24.6637496102,659997.0,57609.0,2061.0,29487.0,0.0,194.0,6.947406340060001,13.3161285671,9643.0,22447.0,jmu,11,2.0,0,6,2,0.0,0.0,-1.0,0.0,-3.0,1.0,0.0
333,113.0,0.0,7.11759364682,175138.0,400.0,0.0,31.1233402973,660278.0,57917.0,1614.0,30311.0,0.0,359.0,8.77620087336,20.0389119603,8039.0,161556.0,yowai,881,3.0,28,6,10,2.0,5.0,0.2,0.5,2.2,0.3,0.0
334,103.0,0.0,4.4024109714,358234.0,400.0,0.0,17.700592328,1221255.0,138870.0,4633.0,75456.0,0.0,336.0,10.5955448202,32.5877546248,39479.0,562585.0,helios2007,1228,0.0,19,1,9,1.0,8.0,0.8888888888888888,0.8888888888888888,2.0,0.0,0.0
335,132.0,0.0,4.8333959639,573935.0,400.0,0.0,18.2514718559,1937639.0,219148.0,6474.0,116876.0,0.0,659.0,15.546179402,70.69199976600001,70191.0,512674.0,thinkingants,1106,1.0,19,2,13,4.0,8.0,0.5384615384615384,0.6153846153846154,1.3076923076923077,0.07692307692307693,0.0
336,143.0,0.0,4.99710994887,80431.0,398.0,0.0,23.1503507925,316240.0,37352.0,1678.0,25434.0,0.0,84.0,2.83848190644,5.76606640533,3216.0,83529.0,mikk,865,4.0,13,9,11,1.0,6.0,0.18181818181818185,0.5454545454545454,0.3636363636363637,0.3636363636363637,0.0
337,,,,,,,,,,,,,574.0,14.2571727749,61.6719716083,68078.0,584680.0,odens,937,2.0,17,2,11,4.0,5.0,0.2727272727272727,0.4545454545454545,1.3636363636363635,0.18181818181818185,0.0
338,,,,,,,,,,,,,660.0,12.233913149300001,65.7323764135,100575.0,571289.0,bears,1086,1.0,19,3,10,3.0,6.0,0.5,0.6,1.6,0.1,0.0
339,96.0,0.0,4.98966305398,96419.0,400.0,0.0,20.3351800895,348083.0,33152.0,1471.0,19918.0,0.0,54.0,3.31818181818,5.9238271194,3869.0,92055.0,nopporoes07,423,7.0,6,30,12,2.0,3.0,-0.3333333333333333,0.25,-2.0,0.5833333333333334,0.0
340,95.0,0.0,4.601708503269999,75000.0,398.0,0.0,21.021214563900003,285704.0,26619.0,1714.0,14941.0,0.0,51.0,2.91826086957,5.385997668810001,3356.0,113426.0,one,853,2.0,13,10,6,1.0,3.0,0.16666666666666666,0.5,0.5,0.3333333333333333,0.0
341,97.0,0.0,3.9349644916,587604.0,400.0,0.0,15.673045569100001,2028614.0,244385.0,10017.0,139543.0,0.0,457.0,7.249105652280001,34.4609309477,60791.0,560804.0,okarobo,911,3.0,17,5,9,1.0,5.0,0.2222222222222222,0.5555555555555556,1.3333333333333333,0.3333333333333333,0.0
342,95.0,0.0,4.85553872666,62753.0,398.0,0.0,22.573197838400002,239726.0,26905.0,1586.0,17799.0,0.0,51.0,2.51341350601,4.4837104183699985,2717.0,86631.0,raic2007,504,5.0,15,18,8,0.0,3.0,-0.25,0.375,-0.375,0.625,0.0
343,112.0,0.0,4.32912727773,585964.0,400.0,0.0,18.659364059,2142312.0,234333.0,6199.0,130779.0,0.0,589.0,15.301623176500001,60.2775193062,74473.0,545486.0,anct2007,868,4.0,19,8,11,1.0,6.0,0.18181818181818185,0.5454545454545454,1.0,0.3636363636363637,0.0
344,58.0,0.0,3.85365786675,90367.0,399.0,0.0,14.348475635,279218.0,35063.0,1453.0,19637.0,0.0,99.0,3.2772532188800003,6.55498023229,3818.0,63539.0,hana,461,6.0,11,22,10,1.0,3.0,-0.3,0.3,-1.1,0.6,0.0
345,,,,,,,,,,,,,377.0,3.66544454629,20.1494163705,3999.0,84479.0,raic2004,1000,2.0,13,14,8,1.0,5.0,0.375,0.625,-0.125,0.25,0.0
346,98.0,0.0,4.7499637168,85314.0,398.0,0.0,18.5494176759,265179.0,31144.0,1446.0,19338.0,0.0,392.0,4.528795811519999,26.129352510100002,5190.0,81506.0,winkit,948,3.0,16,13,10,1.0,6.0,0.3,0.6,0.3,0.3,0.0
347,101.0,0.0,3.15406106519,282249.0,398.0,0.0,11.2458572581,881743.0,127474.0,6186.0,64252.0,0.0,91.0,1.80089385475,3.62904473401,8059.0,268310.0,fuk2,613,4.0,6,12,9,2.0,3.0,-0.1111111111111111,0.3333333333333333,-0.6666666666666666,0.4444444444444444,0.0
348,124.0,0.0,5.766263169609998,397181.0,400.0,0.0,23.568935359,1362164.0,153653.0,2038.0,73013.0,0.0,444.0,12.826170622200001,39.8454188536,19996.0,329834.0,tokyotech2004,1128,2.0,36,3,10,0.0,8.0,0.6,0.8,3.3,0.2,0.0
349,,,,,,,,,,,,,155.0,7.508816120910001,13.571178077699999,5962.0,117345.0,yowai2004,1271,0.0,46,2,13,0.0,13.0,1.0,1.0,3.3846153846153846,0.0,0.0
350,98.0,0.0,4.58099233555,97192.0,398.0,0.0,17.868912036300003,305471.0,35704.0,1464.0,21888.0,0.0,415.0,5.570069204149999,32.4618930759,6439.0,92859.0,anct2004,623,4.0,12,17,10,3.0,3.0,-0.1,0.3,-0.5,0.4,0.0
351,96.0,0.0,5.03620298017,85246.0,400.0,0.0,20.4541561601,303400.0,28858.0,1453.0,17520.0,0.0,53.0,3.09798775153,5.44880133799,3541.0,81772.0,chello,957,3.0,25,11,9,0.0,6.0,0.3333333333333333,0.6666666666666666,1.5555555555555556,0.3333333333333333,0.0
352,55.0,0.0,3.8187273341,88570.0,399.0,0.0,14.4430139823,275895.0,34849.0,1438.0,19335.0,0.0,74.0,3.2143474503,6.0140171783000005,3719.0,81156.0,nitstones2004,448,2.0,2,3,3,0.0,1.0,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.0
353,124.0,0.0,5.76523826182,397150.0,400.0,0.0,23.5657607417,1362102.0,153656.0,2038.0,73014.0,0.0,264.0,10.9974226804,28.846085398899998,17068.0,329809.0,tokyotech2004,1128,2.0,36,3,10,0.0,8.0,0.6,0.8,3.3,0.2,0.0
355,39.0,0.0,3.2929961960500003,30904.0,172.0,0.0,13.4483033901,115672.0,18068.0,358.0,7990.0,0.0,146.0,8.78571428571,18.494207587400002,1722.0,28331.0,opuci,1073,1.0,6,10,4,0.0,3.0,0.5,0.75,-1.0,0.25,0.0
356,,,,,,,,,,,,,436.0,3.59612518629,17.5487207649,4826.0,98249.0,one,1119,3.0,49,18,14,0.0,11.0,0.5714285714285714,0.7857142857142857,2.2142857142857144,0.21428571428571427,0.0
357,,,,,,,,,,,,,260.0,9.917564402810001,18.4782272621,63522.0,384563.0,helios2009,1238,0.0,68,2,14,1.0,13.0,0.9285714285714286,0.9285714285714286,4.714285714285714,0.0,0.0
362,,,,,,,,,,,,,236.0,8.67636649626,16.855421963199998,44128.0,338337.0,helios2007,1143,3.0,79,17,30,5.0,22.0,0.6333333333333333,0.7333333333333333,2.066666666666667,0.1,1.0
363,,,,,,,,,,,,,340.0,8.01885775862,21.131519856700002,14883.0,309132.0,nemesis,875,8.0,36,22,26,5.0,13.0,0.19230769230769232,0.5,0.5384615384615384,0.3076923076923077,0.0
364,109.0,0.0,3.92447383014,86148.0,400.0,0.0,15.1121671807,271976.0,38643.0,1869.0,18313.0,0.0,30.0,1.65529753266,2.15429269506,2281.0,335846.0,ncl07,916,7.0,32,18,27,7.0,13.0,0.2222222222222222,0.4814814814814815,0.5185185185185185,0.25925925925925924,0.0
365,128.0,0.0,10.0122760262,143560.0,400.0,0.0,40.964718227199995,527805.0,36565.0,1695.0,19233.0,0.0,183.0,4.10322047894,10.8522886823,4969.0,134181.0,oxsy,922,10.0,64,56,30,3.0,17.0,0.2333333333333333,0.5666666666666667,0.26666666666666666,0.3333333333333333,0.0
366,139.0,0.0,4.927572624830001,249804.0,399.0,0.0,18.483768713299998,905144.0,84361.0,3280.0,48901.0,0.0,389.0,5.60876897133,20.1256899749,13304.0,237179.0,czu2007,1099,4.0,33,21,17,0.0,13.0,0.5294117647058824,0.7647058823529411,0.7058823529411765,0.2352941176470588,0.0
367,,,,,,,,,,,,,393.0,17.6484375,46.796065179799996,22590.0,240225.0,fcportugal2007,545,6.0,8,20,10,0.0,4.0,-0.2,0.4,-1.2,0.6,0.0
368,143.0,0.0,4.803685896459999,182442.0,398.0,0.0,21.858976980300003,734666.0,69396.0,2450.0,36826.0,0.0,326.0,4.43234738829,12.474668539000001,7043.0,186329.0,one2007,482,6.0,6,24,11,2.0,3.0,-0.2727272727272727,0.2727272727272727,-1.6363636363636365,0.5454545454545454,0.0
370,112.0,0.0,5.38540843545,472004.0,400.0,0.0,20.8216166737,1768189.0,188305.0,4874.0,105341.0,0.0,84.0,7.291666666669999,16.9102512466,175.0,452479.0,brainstormers07,1234,0.0,41,1,12,1.0,11.0,0.9166666666666666,0.9166666666666666,3.333333333333333,0.0,3.0
371,113.0,0.0,7.11759364682,175138.0,400.0,0.0,31.1233804852,660278.0,57917.0,1614.0,30311.0,0.0,359.0,8.77620087336,20.0389119603,8039.0,161556.0,yowai07,385,10.0,15,38,16,2.0,4.0,-0.375,0.25,-1.4375,0.625,0.0
373,,,,,,,,,,,,,4.0,2.33333333333,1.24721912892,7.0,171597.0,apollo,920,5.0,32,29,13,0.0,8.0,0.2307692307692308,0.6153846153846154,0.2307692307692308,0.38461538461538464,0.0
374,140.0,0.0,4.49523964434,139116.0,399.0,0.0,19.9013026195,540404.0,54228.0,1978.0,29176.0,0.0,201.0,5.14273927393,14.208150466900001,6233.0,138654.0,aua,517,7.0,18,18,12,1.0,4.0,-0.25,0.3333333333333333,0.0,0.5833333333333334,0.0
375,166.0,0.0,6.3669750682,235349.0,400.0,0.0,23.992058803600006,846505.0,70490.0,2018.0,35976.0,0.0,289.0,8.94842406877,18.565617514,12492.0,206705.0,zcvctf,605,8.0,24,45,15,1.0,6.0,-0.13333333333333333,0.4,-1.4,0.5333333333333333,0.0
376,200.0,0.0,5.6654226098899985,512584.0,400.0,0.0,23.1113031895,1994724.0,236188.0,2799.0,142438.0,0.0,416.0,10.16,26.578690354299997,21336.0,476301.0,strive,389,5.0,9,23,8,1.0,2.0,-0.375,0.25,-1.75,0.625,0.0
377,93.0,0.0,4.28261323296,710210.0,400.0,0.0,18.3217050843,2552814.0,296868.0,7102.0,183832.0,0.0,7.0,4.0,3.0,8.0,636422.0,hellibash,647,8.0,24,42,15,0.0,7.0,-0.06666666666666668,0.4666666666666667,-1.2,0.5333333333333333,0.0
378,166.0,0.0,6.39508068309,219429.0,400.0,0.0,23.869954503600002,781929.0,66286.0,2004.0,33420.0,0.0,195.0,8.44532374101,15.953920710799999,11739.0,192759.0,desertegl,1280,0.0,51,1,10,0.0,10.0,1.0,1.0,5.0,0.0,0.0
379,95.0,0.0,3.98479340159,199606.0,399.0,0.0,19.607077149000002,816031.0,95757.0,2040.0,52027.0,0.0,1233.0,9.67695783133,50.634263356800005,12851.0,206602.0,engine2d,1070,3.0,49,10,12,0.0,9.0,0.5,0.75,3.25,0.25,0.0
380,,,,,,,,,,,,,393.0,10.4917808219,25.2195686873,15318.0,268203.0,xmunq,844,3.0,10,9,7,0.0,4.0,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.0
381,,,,,,,,,,,,,387.0,10.0218629432,24.4171686672,54549.0,729300.0,hfutengine2012,425,2.0,5,7,3,0.0,1.0,-0.3333333333333333,0.3333333333333333,-0.6666666666666666,0.6666666666666666,0.0
383,81.0,0.0,4.245951691919998,148354.0,400.0,0.0,25.205796043299998,709513.0,73775.0,1353.0,32237.0,0.0,290.0,11.5004995005,23.7243630967,11512.0,152018.0,tjnu,1053,2.0,23,17,8,0.0,6.0,0.5,0.75,0.75,0.25,0.0
384,,,,,,,,,,,,,387.0,10.7584753528,26.678065883600002,58709.0,350210.0,apollo2d,429,4.0,12,19,6,0.0,2.0,-0.3333333333333333,0.3333333333333333,-1.1666666666666667,0.6666666666666666,0.0
385,,,,,,,,,,,,,234.0,12.213002566300002,22.5482651677,14277.0,202059.0,tornado,16,3.0,0,25,3,0.0,0.0,-1.0,0.0,-8.333333333333334,1.0,0.0
386,98.0,0.0,4.15725750957,482637.0,400.0,0.0,23.2580733918,2025600.0,241216.0,4135.0,114296.0,0.0,215.0,11.1944636678,18.5971563795,32352.0,475737.0,wonderpines,969,2.0,17,14,6,0.0,4.0,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.0
387,,,,,,,,,,,,,215.0,11.330645161300001,19.0977334447,32315.0,437212.0,tiji,852,2.0,16,12,6,1.0,3.0,0.16666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.0
389,98.0,0.0,4.32865167559,453217.0,400.0,0.0,24.2129156604,2084582.0,228305.0,4088.0,115753.0,0.0,215.0,11.5059233449,19.0763677003,33022.0,106030.0,dreamwing2d,424,4.0,18,22,6,0.0,2.0,-0.3333333333333333,0.3333333333333333,-0.6666666666666666,0.6666666666666666,0.0
390,81.0,0.0,4.05750974579,186998.0,400.0,0.0,23.3393713008,884592.0,96040.0,1820.0,42160.0,0.0,271.0,10.7193645991,20.4767844685,14171.0,191088.0,aua2d,717,3.0,19,15,6,0.0,3.0,0.0,0.5,0.6666666666666666,0.5,0.0
392,90.0,0.0,4.94113485589,501085.0,400.0,0.0,30.314051755799998,2402127.0,222497.0,3725.0,117963.0,0.0,302.0,14.6227272727,25.1896611515,38604.0,511532.0,wrighteagle,1167,1.0,41,6,10,1.0,8.0,0.7,0.8,3.5,0.1,0.0
393,98.0,0.0,4.33746802226,447804.0,400.0,0.0,24.176009296999997,2053615.0,225361.0,4116.0,114237.0,0.0,215.0,11.2199098162,18.7418020203,32347.0,441984.0,yunlu,962,2.0,19,9,6,0.0,4.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.0
394,98.0,0.0,4.250789479780002,532954.0,400.0,0.0,23.4059250036,2418867.0,271746.0,4437.0,138294.0,0.0,4.0,2.2,1.46969384567,11.0,405687.0,yushan2012,941,2.0,19,8,7,1.0,4.0,0.2857142857142857,0.5714285714285714,1.5714285714285714,0.2857142857142857,0.0
396,81.0,0.0,4.08324437167,132794.0,391.0,0.0,23.299654345100002,623436.0,69134.0,1340.0,29768.0,0.0,271.0,10.2935779817,21.347554738499998,10098.0,134779.0,tiji2015,867,6.0,28,28,22,6.0,10.0,0.18181818181818185,0.4545454545454545,0.0,0.2727272727272727,0.0
397,,,,,,,,,,,,,271.0,9.22346938776,20.1147742484,9039.0,116236.0,itandroids,404,13.0,31,36,23,5.0,5.0,-0.3478260869565217,0.21739130434782608,-0.21739130434782608,0.5652173913043478,0.0
398,,,,,,,,,,,,,6.0,1.05474452555,0.427942079941,289.0,409258.0,yushan2015,855,8.0,39,26,24,4.0,12.0,0.16666666666666666,0.5,0.5416666666666666,0.3333333333333333,0.0
399,,,,,,,,,,,,,277.0,9.519269776880002,20.1826380379,9386.0,122630.0,hfutengine2015,496,13.0,25,49,23,3.0,7.0,-0.2608695652173913,0.3043478260869565,-1.0434782608695652,0.5652173913043478,0.0
400,70.0,0.0,3.83125293159,114664.0,400.0,0.0,20.6189709507,524950.0,64257.0,1448.0,27253.0,0.0,262.0,9.32997987928,19.8798141,9274.0,111903.0,phonix,809,5.0,28,28,22,10.0,7.0,0.09090909090909093,0.3181818181818182,0.0,0.2272727272727273,0.0
401,90.0,0.0,4.90197611171,514840.0,400.0,0.0,30.1785124911,2473834.0,228335.0,3775.0,121961.0,0.0,381.0,14.9373828271,26.9134104517,39838.0,527103.0,wrighteagle,1139,3.0,56,13,21,2.0,16.0,0.6190476190476191,0.7619047619047619,2.0476190476190474,0.14285714285714285,3.0
402,70.0,0.0,3.74526858377,105332.0,400.0,0.0,19.8361631292,478318.0,59791.0,1409.0,25629.0,0.0,215.0,8.722792607799999,19.0299977719,8496.0,102932.0,genius2015,566,10.0,32,42,21,5.0,6.0,-0.19047619047619047,0.2857142857142857,-0.4761904761904762,0.4761904761904762,0.0
403,70.0,0.0,3.97077659026,110981.0,400.0,0.0,20.6984209642,506552.0,62077.0,1479.0,27037.0,0.0,215.0,8.442435775449999,18.1413539328,8873.0,108377.0,one2015,366,13.0,26,57,22,5.0,4.0,-0.4090909090909091,0.18181818181818185,-1.4090909090909092,0.5909090909090909,0.0
404,90.0,0.0,4.02079817483,154228.0,400.0,0.0,22.5107884145,715360.0,77549.0,1629.0,34461.0,0.0,576.0,9.699444885010001,31.526144250500003,12231.0,157159.0,gliders2015,1179,1.0,65,7,23,4.0,18.0,0.7391304347826086,0.7826086956521741,2.5217391304347827,0.043478260869565216,1.0
405,107.0,0.0,4.54164657104,243942.0,400.0,0.0,24.4158107935,1147394.0,121713.0,2498.0,56443.0,0.0,1.0,1.0,0.0,1.0,240536.0,hermes,606,11.0,25,39,23,4.0,8.0,-0.13043478260869565,0.3478260869565217,-0.6086956521739131,0.4782608695652174,0.0
406,69.0,0.0,3.8969216466,100324.0,397.0,0.0,20.7117189156,449703.0,63944.0,1424.0,27000.0,0.0,314.0,8.57409326425,19.2753151579,8274.0,5978.0,jaeger,234,18.0,22,74,23,2.0,3.0,-0.6521739130434783,0.13043478260869565,-2.260869565217391,0.7826086956521741,0.0
407,45.0,0.0,2.93818987176,59769.0,396.0,0.0,14.8661935202,252628.0,37853.0,661.0,17133.0,0.0,38.0,4.21359223301,7.41901320923,434.0,394540.0,helios2015,1195,1.0,51,8,21,3.0,17.0,0.7619047619047619,0.8095238095238095,2.0476190476190474,0.047619047619047616,2.0
408,98.0,0.0,3.59527845365,107615.0,400.0,0.0,18.272277447,461758.0,68417.0,1339.0,31129.0,0.0,103.0,7.81430219146,12.8088197093,6775.0,106051.0,yunlu,776,7.0,30,21,22,7.0,8.0,0.045454545454545456,0.3636363636363637,0.4090909090909091,0.3181818181818182,0.0
409,70.0,0.0,3.92970949817,135350.0,400.0,0.0,20.9715562026,622567.0,74978.0,1588.0,32234.0,0.0,279.0,10.470642201799999,21.952901221999998,11413.0,132902.0,mt2015,488,12.0,22,37,22,4.0,6.0,-0.2727272727272727,0.2727272727272727,-0.6818181818181818,0.5454545454545454,0.0
