,Current_group_location,analizo_cbo_skewness,analizo_anpm_standard_deviation,analizo_noc_kurtosis,analizo_accm_skewness,analizo_lcom4_quantile_upper,analizo_npm_mode,analizo_acc_quantile_upper,analizo_sc_quantile_median,cccc_IF4,analizo_npa_quantile_max,analizo_cbo_variance,analizo_sc_variance,analizo_noa_quantile_median,analizo_accm_standard_deviation,analizo_mmloc_sum,analizo_total_modules_with_defined_methods,analizo_npm_quantile_lower,analizo_rfc_mode,cccc_McCabes_cyclomatic_complexity_per_line_of_comment,analizo_amloc_kurtosis,analizo_rfc_kurtosis,analizo_noc_quantile_median,new_dir_name,analizo_lcom4_quantile_min,analizo_npa_kurtosis,analizo_loc_kurtosis,analizo_npa_variance,analizo_acc_standard_deviation,analizo_lcom4_quantile_max,analizo_npm_quantile_min,analizo_noa_skewness,analizo_cbo_mode,analizo_acc_skewness,analizo_loc_mode,cccc_rejected_lines_of_code,analizo_anpm_quantile_ninety_five,analizo_noa_standard_deviation,analizo_accm_quantile_lower,analizo_acc_variance,cccc_lines_of_comment,analizo_accm_quantile_median,analizo_anpm_sum,analizo_change_cost,analizo_accm_mode,analizo_npm_variance,cccc_McCabes_cyclomatic_complexity,analizo_sc_skewness,analizo_rfc_sum,analizo_lcom4_quantile_median,analizo_sc_quantile_ninety_five,analizo_nom_mode,analizo_amloc_quantile_ninety_five,analizo_lcom4_kurtosis,analizo_acc_kurtosis,analizo_total_cof,analizo_noa_quantile_ninety_five,analizo_anpm_quantile_min,analizo_noa_quantile_upper,analizo_anpm_quantile_median,analizo_nom_quantile_lower,analizo_dit_sum,analizo_dit_mean,analizo_mmloc_kurtosis,analizo_nom_sum,analizo_noc_mean,analizo_cbo_mean,analizo_npm_quantile_median,analizo_accm_quantile_max,analizo_noc_quantile_max,analizo_npa_sum,analizo_loc_quantile_max,analizo_mmloc_quantile_upper,analizo_npa_quantile_median,analizo_noa_quantile_lower,analizo_noa_mode,analizo_loc_quantile_min,analizo_npm_kurtosis,is_source,analizo_noc_quantile_upper,analizo_accm_kurtosis,analizo_sc_sum,analizo_dit_quantile_median,cccc_IF4_visible_per_module,analizo_npa_mean,analizo_anpm_mode,analizo_noa_variance,analizo_anpm_quantile_max,analizo_noc_skewness,analizo_noa_mean,analizo_cbo_sum,analizo_lcom4_quantile_lower,analizo_npa_standard_deviation,analizo_noa_quantile_max,analizo_anpm_mean,analizo_rfc_quantile_lower,analizo_sc_quantile_lower,analizo_dit_quantile_max,analizo_amloc_quantile_lower,analizo_sc_mean,analizo_mmloc_mean,analizo_npm_mean,analizo_dit_quantile_lower,analizo_amloc_skewness,analizo_dit_quantile_min,analizo_sc_kurtosis,analizo_mmloc_quantile_lower,analizo_dit_standard_deviation,analizo_noa_kurtosis,analizo_dit_variance,analizo_npm_sum,analizo_npa_mode,analizo_sc_quantile_min,analizo_cbo_quantile_upper,analizo_npm_quantile_max,analizo_rfc_quantile_ninety_five,analizo_acc_quantile_median,analizo_nom_kurtosis,analizo_acc_sum,analizo_loc_skewness,analizo_sc_quantile_upper,analizo_total_methods_per_abstract_class,analizo_noc_variance,analizo_anpm_quantile_lower,analizo_sc_standard_deviation,analizo_npa_quantile_ninety_five,analizo_rfc_variance,analizo_rfc_quantile_max,analizo_anpm_variance,analizo_accm_sum,analizo_loc_quantile_ninety_five,cccc_lines_of_code_per_line_of_comment,analizo_nom_standard_deviation,cccc_McCabes_cyclomatic_complexity_per_module,analizo_cbo_quantile_ninety_five,analizo_npm_skewness,analizo_loc_quantile_lower,analizo_total_abstract_classes,analizo_nom_quantile_min,analizo_lcom4_sum,analizo_nom_quantile_max,analizo_anpm_kurtosis,analizo_noc_standard_deviation,analizo_loc_quantile_median,analizo_loc_quantile_upper,analizo_dit_quantile_ninety_five,analizo_mmloc_quantile_max,analizo_accm_quantile_upper,cccc_lines_of_code_per_module,analizo_dit_quantile_upper,analizo_cbo_standard_deviation,cccc_lines_of_code,analizo_npm_quantile_upper,analizo_amloc_quantile_max,analizo_npa_quantile_upper,analizo_nom_quantile_upper,analizo_acc_quantile_ninety_five,analizo_noc_quantile_min,analizo_accm_quantile_min,analizo_npa_skewness,analizo_mmloc_quantile_min,analizo_acc_quantile_min,analizo_cbo_quantile_median,cccc_number_of_modules,analizo_total_modules_with_defined_attributes,analizo_npa_quantile_lower,analizo_dit_mode,analizo_rfc_quantile_upper,cccc_IF4_visible,analizo_mmloc_quantile_ninety_five,analizo_noc_mode,analizo_lcom4_mean,analizo_cbo_quantile_min,analizo_noa_sum,analizo_mmloc_skewness,analizo_noc_quantile_lower,analizo_dit_kurtosis,analizo_lcom4_variance,analizo_accm_variance,analizo_total_modules,analizo_nom_mean,analizo_accm_mean,analizo_loc_sum,analizo_amloc_mode,cccc_lines_of_comment_per_module,analizo_noc_sum,analizo_mmloc_standard_deviation,cccc_IF4_per_module,analizo_anpm_skewness,analizo_sc_quantile_max,analizo_rfc_standard_deviation,analizo_nom_quantile_ninety_five,analizo_accm_quantile_ninety_five,analizo_acc_quantile_lower,analizo_anpm_quantile_upper,analizo_dit_skewness,analizo_mmloc_variance,analizo_amloc_mean,analizo_acc_mean,analizo_loc_standard_deviation,analizo_npa_quantile_min,analizo_amloc_sum,analizo_nom_quantile_median,analizo_amloc_quantile_upper,source_lang,analizo_acc_quantile_max,analizo_cbo_quantile_lower,analizo_sc_mode,analizo_lcom4_mode,analizo_total_loc,analizo_mmloc_mode,analizo_rfc_skewness,analizo_noa_quantile_min,analizo_cbo_kurtosis,analizo_nom_skewness,analizo_cbo_quantile_max,analizo_lcom4_standard_deviation,analizo_loc_mean,analizo_amloc_standard_deviation,analizo_rfc_quantile_median,analizo_lcom4_quantile_ninety_five,analizo_rfc_quantile_min,analizo_total_nom,analizo_noc_quantile_ninety_five,analizo_npm_standard_deviation,analizo_nom_variance,analizo_lcom4_skewness,analizo_loc_variance,analizo_amloc_quantile_min,analizo_rfc_mean,analizo_acc_mode,analizo_mmloc_quantile_median,analizo_amloc_quantile_median,analizo_npm_quantile_ninety_five,analizo_amloc_variance
/home/se-metrics/root/anac/processed//y2016/atlas3,,1.29323381633,0.499198738145,0,-0.384973166251,2,None,1,1,27,0,1.2,5.7,11,1.65628767792,194,5,3,None,0.644,0.225326962875,1.80487250798,0,/home/se-metrics/root/anac/processed//y2016/atlas3,1,0,-2.29510050558,0,1.64316767252,4,1,0.248778941131,1,1.73558176658,None,20,2,7.82943165243,2.25,2.7,90,4.42857142857,6.39772727273,0.56,None,120.2,58,2.04283134219,258,1,6,None,31.4545454545,2.66435986159,3.25102880658,0.3,22,0.727272727273,11,1.125,7,2,0.4,-2.28958626609,60,0,1.2,5,5.54545454545,0,0,346,54,0,9,11,19,4.19435438994,True,0,-2.81357567582,9,0,2.250,0,None,61.3,2,0,10.6,6,1,0,22,1.27954545455,41,1,1,11.25,1.8,38.8,8.8,0,0.745024662512,0,4.42289935365,22,0.547722557505,1.82018740237,0.3,44,0,0,1,28,114,1,3.51287224245,6,0.229712977135,1,0,0,1,2.38746727726,0,1645.3,114,0.249199380165,19.1028138528,346,4.122,12.2882057274,4.833,3,2.00694806774,90,0,1,9,33,-0.469388748514,0,142,300,1,64,5,30.917,1,1.09544511501,371,7,31.4545454545,0,11,4,0,1.87878787879,0,19,0,1,12,4,0,0,58,27,64,0,1.8,0,53,0.378200001196,0,-3.33333333333,1.7,2.74328887202,5,12,3.82056277056,897,None,7.500,0,19.7154761545,2.250,0.66577782272,6,40.5622977653,33,5.54545454545,0,1.54545454545,0.60858061945,388.7,18.2162337662,1.2,139.121529606,0,91.0811688312,8,20.2857142857,Java,4,1,1,1,897,None,0.745347997452,0,2.91666666667,1.73805813214,3,1.30384048104,179.4,8.83105173242,43,4,2,60,0,10.9635760589,151,1.71439232801,19354.8,9.09090909091,51.6,0,35,19,28,77.9874747006
/home/se-metrics/root/anac/processed//y2016/agentsmith,,1.12933811497,0.555726183014,0,-0.0283416847259,2.5,4,1.5,1,27,2,1.58333333333,7.33333333333,8.5,1.61940097598,160,4,3.5,None,0.400,-1.75697135541,0.611704802215,0,/home/se-metrics/root/anac/processed//y2016/agentsmith,1,4,-4.90645446293,1,1.25830573921,4,2,1.01537453802,1,1.12933811497,None,13,2,4.79583152331,1.90909090909,1.58333333333,85,3.25,5.34415584416,0.56,None,70.3333333333,34,1.81280195806,155,1.5,6,4,26.2857142857,1.5,2.2271468144,0.416666666667,16,0.772727272727,11.5,1.28571428571,4,1,0.25,0.356710775047,37,0,1.25,4,4.71428571429,0,2,184,47.5,0,6.5,None,57,3.76999618158,True,0,-5.66395836217,8,0,2.077,0.5,None,23,2,0,9.5,5,1,1,16,1.33603896104,22.5,0.75,1,12.6534090909,2,40,7.5,0,-0.187613472188,0,3.48347107438,27.5,0.5,0.578449905482,0.25,30,0,0,1.5,20,72,1,3.41230486685,5,-0.140710716186,2.25,0,0,0.943181818182,2.70801280155,2,586.25,72,0.308831590487,12.8506493506,184,2.824,8.61684396981,2.615,3,1.92252171414,78,0,4,8,22,-2.63583860115,0,129,175.75,1,64,4.55357142857,18.462,0.25,1.25830573921,240,8,26.2857142857,0.5,10.75,3,0,1.63636363636,2,26,0,1,13,4,0,0,48.75,27,64,0,2,0,38,1.16194275068,0,4,2,2.622459521,4,9.25,3.21266233766,499,None,6.538,0,17.5119007154,2.077,0.345906008365,6,24.2126000256,22,4.71428571429,0.75,1.67857142857,2,306.666666667,17.4123376623,1.25,63.2686072762,0,69.6493506494,5.5,22.5089285714,Java,3,0.75,1,1,499,None,1.15668687208,5,2.2271468144,1.84627816923,3,1.41421356237,124.75,8.05486480128,32.5,4,18,37,0,8.38649708361,74.25,1.41421356237,4002.91666667,7.86363636364,38.75,1,35,17.75,20,64.8808469669
/home/se-metrics/root/anac/processed//y2016/pars2,,2,0.306186217848,0,2,3.25,6,1,0,0,0,4,64,3,3.20833333333,270,4,5.5,None,------,3.99771200182,3.92664645918,0,/home/se-metrics/root/anac/processed//y2016/pars2,2,0,3.99650983358,0,0.5,4,4,1.99453595816,0,-2,None,0,1.125,15.6737572607,1,0.25,3,1,3,1.00,1,88,0,2,171,2.5,16,None,42.1666666667,-1.28925619835,4,0.25,34,0.5,10.75,0.6875,5.5,1,0.25,3.99917339574,42,0,1,6,7.41666666667,0,0,1012,68.25,0,2.75,3,12,3.81404958678,True,0,4.0,16,0,0.000,0,0.5,245.666666667,1.125,0,10.5,4,2,0,34,0.75,11,0,1,3.125,4,67.5,10,0,1.99931727663,0,4,3.75,0.5,3.98230753228,0.25,40,0,0,1,24,134,1,3.38032729639,3,1.99895564774,4,0,0,0.5,8,0,3714.25,134,0.09375,10.4166666667,1012,------,9.14694848934,0.000,4,1.93818833051,17.25,0,4,11,24,-2.94444444444,0,23.5,274,1,258,2.60416666667,3.200,0.25,2,16,10.5,42.1666666667,0,12,1,0,1,0,3,0,0,5,4,0,0,46.25,0,258,0,2.75,0,42,1.9997520136,0,4,0.916666666667,10.2934027778,4,10.5,2.60416666667,1071,None,0.600,0,127.002624645,0.000,0.544331053952,16,60.9446470168,24,7.41666666667,0.75,0.9375,2,16129.6666667,12.9583333333,0.75,496.209885029,0,51.8333333333,7,13.1666666667,Java,1,0,0,2,1071,None,1.97819190382,2,4,1.81106705379,4,0.957427107756,267.75,19.4733317167,14.5,4,8,42,0,9.38083151965,83.6666666667,0.854563038328,246224.25,3,42.75,1,4.5,3.33333333333,24,379.210648148
/home/se-metrics/root/anac/processed//y2016/syagent,,1.12933811497,0.466645684207,0,-1.3545594585,2,4,1.5,1,34,0,1.58333333333,7.33333333333,9.5,1.32776923926,235,4,3.5,None,0.261,1.17666181534,3.29481700803,0,/home/se-metrics/root/anac/processed//y2016/syagent,1,0,1.81731295747,0,1.25830573921,2,2,1.76176745936,1,1.12933811497,None,17,1.83333333333,6.29152869606,3.2560483871,1.58333333333,161,4,4.8252688172,0.56,None,129.333333333,42,1.81280195806,216,1.5,6,None,28.1666666667,-6,2.2271468144,0.416666666667,21,0.741935483871,12.75,1.125,5.5,1,0.25,-1.30192653207,49,0,1.25,4,4.83333333333,0,0,271,68.5,0,8.5,None,99,3.87139972367,True,0,2.05850200249,8,0,2.615,0,None,39.5833333333,1.83333333333,0,11.75,5,1,0,21,1.2063172043,33.5,0.75,1,17.279233871,2,58.75,9,0,-1.16659505241,0,3.48347107438,46.25,0.5,3.29936842105,0.25,36,0,0,1.5,26,110,1,3.66932194996,5,0.816591908631,2.25,0,0,0.935483870968,2.70801280155,0,1448,110,0.217758194589,14.6075268817,271,1.845,12.6062153982,3.231,3,1.9580635432,145.5,0,4,6,31,0.762113744901,0,165,194.5,1,82,4.39583333333,22.846,0.25,1.25830573921,297,9.5,28.1666666667,0,13.75,3,0,1.77419354839,0,41,0,1,13,4,0,0,60.5,34,82,0,1.5,0,47,0.645125564017,0,4,0.333333333333,1.76297115273,4,12.25,3.65188172043,700,None,12.385,0,18.2460041288,2.615,0.903191167208,6,38.0525951809,31,4.83333333333,0.75,1.39583333333,2,332.916666667,20.4459005376,1.25,71.2366946641,0,81.7836021505,7,25.6041666667,Java,3,0.75,1,2,700,None,1.77654663561,7,2.2271468144,1.89995423253,3,0.57735026919,175,8.46997199791,40,2,26,49,0,11.3724814062,158.916666667,0,5074.66666667,8.74193548387,54,1,56,22.4375,26,71.7404256453
/home/se-metrics/root/anac/processed//y2016/ngent,,0.854563038328,0.420112624727,0,-0.181825285164,5.25,1,1,0.5,4,0,0.916666666667,140.25,21,2.37025222376,604,4,0.75,None,------,-0.303342401851,3.1587530664,0,/home/se-metrics/root/anac/processed//y2016/ngent,1,0,3.02737643699,0,0.5,12,0,1.14685817594,0,-2,None,0,1.5,31.3475145214,3.33333333333,0.25,21,5.12745098039,4.3431372549,0.44,None,7.33333333333,0,1.99058801299,247,2.5,24,6,66.6764705882,3.49232585596,4,0.25,72,0.5,42,1.17156862745,6,1,0.25,-4.16869766653,58,0,0.75,1,7.33333333333,0,0,2267,242.5,0,8,None,50,3.48347107438,True,0,-4.05755092647,25,0,0.667,0,None,982.666666667,1.5,0,29,3,1.75,0,72,1.08578431373,32.25,0,1,25.9583333333,6.25,151,2,0,-0.218868416706,0,3.96746324522,58.5,0.5,0.586237432549,0.25,8,0,0,1.25,6,152,1,2.99901050145,3,1.73991214429,6.75,0,0,1,11.8427192823,0,3817.58333333,152,0.176494617455,19.9215686275,2267,1.143,13.3041346957,0.000,2,1.81280195806,155.75,0,6,18,34,2.26179027332,0,379.5,992.75,1,286,6.77450980392,4.000,0.25,0.957427107756,24,2.25,66.6764705882,0,17.5,1,0,2.33333333333,0,18,0,0.5,6,4,0,0,71,4,286,0,4.5,0,116,0.023402641436,0,4,25.6666666667,5.61809560425,4,14.5,4.98039215686,3076,None,3.500,0,126.601737745,0.667,-1.15682839029,24,61.7865950942,34,7.33333333333,0.75,1.25735294118,2,16028,38.5441176471,0.75,1022.32577978,0,154.176470588,9,52.1691176471,Java,1,0,0,None,3076,None,1.68052125343,2,-1.28925619835,1.74704619164,2,5.06622805119,769,24.6739113866,41.5,12,12,58,0,2.70801280155,177,1.84568267677,1045150,8.33333333333,61.75,1,150,39.5833333333,6,608.801903114
/home/se-metrics/root/anac/processed//y2016/terra,,0,0.4405166733,0,-0.0475422232778,2,4,1.5,1.5,27,0,1.66666666667,6.91666666667,8.5,2.50215099433,254,4,3.5,None,0.473,-3.48574764789,2.78522741409,0,/home/se-metrics/root/anac/processed//y2016/terra,1,0,-1.28960306295,0,1.25830573921,2,2,0.48686449556,None,1.12933811497,None,17,1.6,5.47722557505,3.04956896552,1.58333333333,93,5.05357142857,4.64926108374,0.40,None,140.916666667,44,1.44305883553,185,1.5,6,None,36.7142857143,-6,2.2271468144,0.416666666667,16,0.620689655172,11.5,1.21428571429,4.75,1,0.25,-5.96982653297,45,0,1.5,4,7.4,0,0,306,94.5,0,6,None,78,3.88160089191,True,0,-5.26936440825,9,0,1.929,0,None,30,1.6,0,9,6,1,0,16,1.16231527094,28,0.75,1,17.2629310345,2.25,63.5,9.25,0,-0.40035917079,0,2.23486717956,32.5,0.5,0.255555555556,0.25,37,0,0,2.25,27,92,1,3.7736299544,5,-0.515408733121,3,0,0,0.905172413793,2.62995563968,0,990.916666667,92,0.194054939455,19.9554187192,306,2.720,11.8988794991,3.143,3,1.96153372045,149.25,0,4,6,29,-2.12751289225,0,215,269.25,1,96,6.99285714286,18.071,0.25,1.29099444874,253,9.75,36.7142857143,0,12.5,3,0,2.44827586207,0,31,0,1.5,14,4,0,0,53.75,27,96,0,1.5,0,36,0,0,4,0.333333333333,6.26075959843,4,11.25,4.9888546798,814,None,6.643,0,36.3913909233,1.929,-0.471391037785,6,31.4788288643,29,7.4,0.75,1.47142857143,2,1324.33333333,25.3415024631,1.25,100.081633347,0,101.366009852,6,35.1285714286,Java,3,0.75,None,2,814,None,1.64698557396,3,-1.2,1.93523051911,3,0.57735026919,203.5,12.4889373641,35.5,2,22,45,0,11.8708326021,141.583333333,0,10016.3333333,10.5517241379,46.25,1,63.5,27.05,27,155.973556484
/home/se-metrics/root/anac/processed//y2016/grandma,,0,0,0,0,3,None,0,0,0,0,0,0,18,0,59,1,4,None,------,0,0,0,/home/se-metrics/root/anac/processed//y2016/grandma,3,0,0,0,0,3,4,0,None,0,None,0,None,0,4,0,28,4,0.769230769231,1.00,None,0,0,0,73,3,None,None,None,0,0,1,None,0.769230769231,18,0.769230769231,13,1,1,0,13,0,0,4,4,0,0,317,59,0,18,None,317,0,True,0,0,0,1,0.000,0,None,0,0.769230769231,0,18,0,3,0,18,0.769230769231,73,0,1,24.3846153846,0,59,4,1,0,1,0,59,0,0,0,4,None,0,0,4,None,0,0,0,0,0,0,0,0.769230769231,0,None,0,73,0,4,None,------,0,0.000,None,0,317,0,13,3,13,0,0,317,317,None,59,4,4.667,1,0,14,4,24.3846153846,0,13,None,0,4,0,59,0,0,3,1,0,None,73,0,None,None,3,0,18,0,0,0,0,0,1,13,4,317,None,9.333,0,0,0.000,0,0,0,None,None,0,0.769230769231,0,0,24.3846153846,0,0,0,24.3846153846,13,24.3846153846,Java,0,0,None,None,317,None,0,18,0,0,0,0,317,0,73,None,73,13,None,0,0,0,0,24.3846153846,73,None,59,24.3846153846,None,0
/home/se-metrics/root/anac/processed//y2016/caduceus,,2.3179148087,0.399924210535,0,1.16665532749,2,4,2,0,49,3,6.58479532164,21.7777777778,2,0.879111954798,287,19,2,10,0.191,-1.06967070973,2.62047832125,0,/home/se-metrics/root/anac/processed//y2016/caduceus,1,-0.712846378221,1.36550806684,1.2865497076,1.34425352663,6,0,1.82047001373,0,0.907898276299,16,34,2,2.34208883627,1,1.80701754386,94,1,21.8836580087,0.17,1,6.0350877193,18,2.78597153147,244,2,18,4,21.3,9.59751543493,-0.585950885208,0.0643274853801,9,0.5,2.5,1,2,7,0.368421052632,0.612989544871,83,0,1.15789473684,3,3.5,0,15,213,26.5,0,1,1,3,3.95229187876,True,0,0.150598508957,38,0,1.690,0.789473684211,1,5.48538011696,2,0,2.47368421053,22,1,1.13426174563,9,1.15177147414,5.5,0,1,4,2,15.1052631579,3.57894736842,0,0.845341015056,0,7.90027439547,4,0.495594627783,2.77046251782,0.245614035088,68,0,0,0.5,11,45,1,0.0709205058116,22,1.50965699239,1,0,0,1,4.66666666667,3,162.362573099,45,0.159939374172,30.954004329,213,3.436,2.98534431879,0.621,9,1.4517166597,9,0,1,37,11,0.820029548873,0,16,77,1,53,2.04545454545,11.138,1,2.56608560294,323,4,21.3,2,5.5,4,0,1,0.970265252793,3,0,0,29,18,0,0,13,49,53,0,1.94736842105,0,47,1.2851033519,0,-1.85609243697,1.27485380117,0.772837829069,19,4.36842105263,1.62915812258,929,4,3.241,0,15.3329519403,1.690,1.16744473299,18,12.7421573173,11,3.5,0,1.16666666667,0.593464155119,235.099415205,8.51806789702,1.15789473684,61.4544951225,0,161.843290043,4,15.3095238095,Java,4,0,0,2,929,6,1.83861336239,0,4.61557525202,1.04257197185,9,1.12909423928,48.8947368421,6.53443595444,8,6,2,83,0,2.45664155287,8.91228070175,2.70144756459,3776.65497076,3,12.8421052632,0,6,4,11,42.6988532426
/home/se-metrics/root/anac/processed//y2016/myagent,,1.12933811497,0.417167762502,0,-0.640342076566,2.75,4,1.5,1,27,0,1.58333333333,7.33333333333,8.5,1.22004743832,211,4,3.5,None,0.406,3.42147231016,3.64746671696,0,/home/se-metrics/root/anac/processed//y2016/myagent,1,0,3.2519600324,0,1.25830573921,5,2,1.3833513428,1,1.12933811497,None,16,1.75,6.18465843843,3.15988372093,1.58333333333,96,3.875,5.39341085271,0.56,None,318.916666667,39,1.81280195806,213,1.5,6,4,26.8333333333,2.61546782044,2.2271468144,0.416666666667,19,0.976744186047,12.25,1.33333333333,4,1,0.25,2.23486717956,57,0,1.25,4,5,0,0,430,60.25,0,6.5,None,95,3.94646976644,True,0,0.0721160079647,8,0,2.077,0,None,38.25,1.75,0,10.25,5,1,0,19,1.34835271318,25.75,0.75,1,20.3125,2,52.75,12.25,0,-1.84199160269,0,3.48347107438,49,0.5,1.84014695203,0.25,49,0,0,1.5,39,130,1,3.95015045658,5,1.80507328794,2.25,0,0,0.994186046512,2.70801280155,0,2666.25,130,0.174028942071,14.8895348837,430,2.802,19.1898410624,3.000,3,1.98308610897,101.75,0,4,9,43,-5.78620119023,0,132.5,228.25,1,64,4.4375,20.692,0.25,1.25830573921,269,12.75,26.8333333333,0,15.25,3,0,2.13953488372,0,34,0,1,13,4,0,0,59.5,27,64,0,2.25,0,41,-1.44305883553,0,4,3.58333333333,1.48851575176,4,14.25,3.72238372093,790,None,7.385,0,13.1497781984,2.077,0.0317520581113,6,51.6357434342,43,5,0.75,1.6875,2,172.916666667,21.6458333333,1.25,157.730783299,0,86.5833333333,5,26.2083333333,Java,3,0.75,1,1,790,None,1.89187229697,5,2.2271468144,1.9856979171,3,1.8929694486,197.5,7.87235405284,32,5,19,57,0,17.8582380617,368.25,1.65852380029,24879,10,53.25,1,56.5,24.875,39,61.9739583333
/home/se-metrics/root/anac/processed//y2016/maxoops,,-1.353757921,0.435584430732,0,-1.08840603915,2.75,4,3,4,333,23,2.56666666667,15.9,11,1.62503561215,357,6,4.5,None,1.300,1.35666066583,-0.570309007455,0,/home/se-metrics/root/anac/processed//y2016/maxoops,1,2.98965903652,-1.29852649523,79.7666666667,0.752772652709,4,4,0.944122181555,4,0.312569959602,None,8,1.5,15.9091168831,3.4375,0.566666666667,10,3.975,5.85833333333,0.84,None,5.46666666667,13,1.54729570813,321,1.5,12,4,31.75,-0.78125,-0.103806228374,0.566666666667,42,0.4,25.5,0.958333333333,4.5,1,0.166666666667,-0.749075714579,41,0,2.83333333333,7,5.5,0,37,254,82.75,2.5,4.75,None,15,-2.41374182035,True,0,1.44042551523,27,0,20.812,6.16666666667,None,253.1,1.5,0,16.5,17,1,8.93121865518,42,0.976388888889,39,3.25,1,18.825,4.5,59.5,6.66666666667,0,-1.26548844474,0,3.66085202326,37.5,0.408248290464,-0.523991638413,0.166666666667,40,0,0,4,9,89,3,-2.12966064573,17,-0.864131041355,4,0,0,0.6875,3.98748040748,23,1033.1,89,0.189733796296,23.0333333333,254,11.500,2.5625508125,0.812,4,-0.245144813232,97,0,4,12,10,-1.8957254896,0,206,239.25,1,105,4.9875,7.187,0,1.60208197876,115,8.75,31.75,7.75,8.75,4,0,1,1.75834202171,5,2,3.5,16,6,0.25,0,79.5,333,105,0,2,0,99,-0.422630184964,0,6,1.6,2.64074074074,6,6.83333333333,3.83888888889,992,None,0.625,0,36.7246511216,20.812,-0.0690482753887,12,32.1418730008,10,5.5,2.25,1.32291666667,2.44948974278,1348.7,22.1333333333,2.83333333333,100.243037996,0,132.8,7,29.3333333333,Java,4,2.25,4,1,992,None,-0.448837670385,2,1.23966942149,-0.0455605674103,4,1.26491106407,165.333333333,10.4358090779,52.5,4,4,41,0,2.3380903889,6.56666666667,0.889390591922,10048.6666667,3.75,53.5,3,65,24.8166666667,9,108.906111111
/home/se-metrics/root/anac/processed//y2016/agentlight,,0,0.246047349841,0,0,3.5,None,1,4,0,1,1,7,12,3.69563438379,261,3,6.5,None,------,0,0,0,/home/se-metrics/root/anac/processed//y2016/agentlight,1,0,0,0.333333333333,0,5,2,0,None,0,None,0,1,14.1067359797,1.25,0,2,1.5,2.44480519481,1.00,None,160.333333333,0,0,163,2,5,None,46.2727272727,0,0,0.5,29,0.535714285714,20.5,0.909090909091,6.5,2,0.666666666667,0,41,0,1,11,7.63636363636,0,1,509,127,0,6.5,None,10,0,True,0,0,9,1,0.000,0.333333333333,None,199,1,0,14,3,1.5,0.57735026919,29,0.814935064935,36,2,1,6.66071428571,3,87,13.3333333333,0.5,0,0,0,60,0.57735026919,0,0.333333333333,40,0,0,1.5,27,91,1,0,3,0,4.5,0,0,0.722402597403,2.64575131106,1,2032.33333333,91,0.060539298364,10.1363636364,509,------,13.2035348802,0.000,2,0,121.5,0,2,8,28,0,0,233,371,1,141,4.56818181818,3.000,1,1,6,19,46.2727272727,0.5,19.5,1,0,1,0,7,1,1,2,3,0,1,79.5,0,141,0,2.66666666667,0,42,0,0,0,4.33333333333,13.6577134986,3,13.6666666667,3.37878787879,752,None,1.000,0,70.6823881883,0.000,0,5,45.0814078455,28,7.63636363636,1,0.954545454545,0,4996,19.8647186147,1,249.968664703,0,59.5941558442,11,27.2970779221,Java,1,0.5,None,None,752,None,0,1,0,0,2,2.08166599947,250.666666667,22.9302237865,68,5,4,41,0,12.6622799421,174.333333333,0,62484.3333333,5,54.3333333333,1,113,8.32142857143,27,525.7951629
/home/se-metrics/root/anac/processed//y2016/agenthp2,,0,0.719806610468,0,0,1.5,None,1,0,0,0,1.33333333333,5.33333333333,13,2.37772607069,246,3,3,None,0.275,0,0,0,/home/se-metrics/root/anac/processed//y2016/agenthp2,1,0,0,0,0.57735026919,2,2,0,0,0,None,11,1.875,10.0664459137,4.38636363636,0.333333333333,40,4.5,3.19318181818,0.56,None,4,11,0,146,1,4,None,49.875,0,0,0.333333333333,21,0.5,17,0.818181818182,5,1,0.333333333333,0,21,0,0.666666666667,4,8.5,0,0,399,100.5,0,7,None,49,0,True,0,0,4,0,0.000,0,None,101.333333333,1.875,0,11.6666666667,2,1,0,21,1.06439393939,25,0,1,28.7954545455,1.33333333333,82,4,0,0,0,0,55,0.57735026919,0,0.333333333333,12,0,0,1,6,96,1,0,2,0,2,0,0,0.659090909091,2.30940107676,0,2121.33333333,96,0.518121556474,17.2727272727,399,1.625,4.58257569496,1.833,2,0,206.5,0,2,4,11,0,0,364,381.5,1,136,6.5,10.833,0.5,1.15470053838,65,5,49.875,0,9.5,1,0,4.27272727273,0,45,0,0,6,3,0,0,71,0,136,0,1.33333333333,0,35,0,0,0,0.333333333333,5.65358126722,3,7,5.75757575758,812,None,6.667,0,47.8225888049,0.000,0,4,46.0579345318,11,8.5,0.5,1.34659090909,0,2287,35.821969697,0.666666666667,192.764969155,0,107.465909091,8,41.4829545455,Java,1,0,0,1,812,None,0,1,0,0,2,0.57735026919,270.666666667,12.9060712564,46,2,4,21,0,2,21,0,37158.3333333,24.5,48.6666666667,1,65,33.0909090909,6,166.566675275
