avg_goal_diff,avg_goals_scored,country,dir,drawn,goals_received,goals_scored,lost,matches,points,score,team,teamname,won,year,competition
-0.666666666666667,0.5,brazil,/home/UFSJ2D,2,7,3,2,6,8,,,UFSJ2D,2,2014,WorldCup
-1.0,0.666666666666667,iran,/home/HERMES,2,10,4,3,6,5,,,HERMES,1,2014,WorldCup
-1.66666666666667,1.16666666666667,iran,/home/AUTParsian,0,17,7,5,6,3,,,AUT-Parsian,1,2014,WorldCup
-2.83333333333333,0.833333333333333,japan,/home/Ri-one,1,22,5,5,6,1,,,Ri-one2014,0,2014,WorldCup
2.42857142857143,3.0,china,/home/WrightEagle,1,4,21,0,7,19,,,WrightEagle,6,2014,WorldCup
1.71428571428571,2.28571428571429,australia,/home/Gliders2014,1,4,16,1,7,16,,,Gliders2014,5,2014,WorldCup
0.857142857142857,1.57142857142857,japan,/home/HELIOS2014,2,5,11,1,7,14,,,HELIOS2014,4,2014,WorldCup
-0.285714285714286,1.57142857142857,romania,/home/Oxsy,2,13,11,3,7,8,,,Oxsy,2,2014,WorldCup
-1.14285714285714,0.285714285714286,iran,/home/CYRUS,2,10,2,3,7,8,,,CYRUS2014,2,2014,WorldCup
-0.285714285714286,0.714285714285714,china,/home/Yushan2014,1,7,5,4,7,7,,,YuShan2014,2,2014,WorldCup
-0.857142857142857,0.857142857142857,india,/home/InfoGraphics,1,12,6,5,7,4,,,Infographics,1,2014,WorldCup
-2.42857142857143,0.142857142857143,brazil,/home/UFSJ2D,2,18,1,5,7,2,,,UFSJ2D,0,2014,WorldCup
2.83333333333333,4.33333333333333,japan,/home/tokA1,0,9,26,1,6,15,,,tokA1,5,2014,WorldCup
1.33333333333333,1.66666666666667,brazil,/home/FCP_GPR_2014,1,2,10,1,6,13,,,FCP_GPR_2014,4,2014,WorldCup
0.166666666666667,2.0,china,/home/HfutEngine,1,11,12,1,6,13,,,HfutEngine,4,2014,WorldCup
0.333333333333333,2.5,japan,/home/Ri-one,0,13,15,3,6,9,,,Ri-one2014,3,2014,WorldCup
-0.666666666666667,1.33333333333333,iran,/home/AUTParsian,1,12,8,3,6,7,,,AUT-Parsian,2,2014,WorldCup
-1.0,0.5,iran,/home/HERMES,1,9,3,4,6,4,,,HERMES,1,2014,WorldCup
-3.0,0.166666666666667,iran,/home/Enigma,0,19,1,6,6,0,,,Enigma,0,2014,WorldCup
2.5,3.0,iran,/home/AUTParsian,1,1,6,0,2,4,,,AUT-Parsian,1,2014,WorldCup
0.5,0.5,iran,/home/HERMES,1,0,1,0,2,4,,,HERMES,1,2014,WorldCup
-3.0,0.5,iran,/home/Enigma,0,7,1,2,2,0,,,Enigma,0,2014,WorldCup
4.0,4.0,china,/home/ITAndroids,0,0,4,0,1,3,,,ITAndroids,1,2015,WorldCup
2.0,3.0,china,/home/Ri-one,0,1,3,0,1,3,,,Ri-one2015,1,2015,WorldCup
-2.0,1.0,china,/home/Jaeger,0,3,1,1,1,0,,,Jaeger,0,2015,WorldCup
-4.0,0.0,china,/home/MT2015,0,4,0,1,1,0,,,MT2015,0,2015,WorldCup
2.0,3.0,iran,/home/CYRUS2015,0,1,3,0,1,3,,,CYRUS2015,1,2015,WorldCup
1.0,6.0,china,/home/Genius2015,0,5,6,0,1,3,,,Genius2015,1,2015,WorldCup
-1.0,5.0,china,/home/GDUT-TiJi2015,0,6,5,1,1,0,,,GDUT_TiJi2015,0,2015,WorldCup
-2.0,1.0,china,/home/Phonix,0,3,1,1,1,0,,,Phonix,0,2015,WorldCup
3.0,3.0,china,/home/Gliders2015,0,0,3,0,1,3,,,Gliders2015,1,2015,WorldCup
-3.0,0.0,china,/home/Oxsy,0,3,0,1,1,0,,,Oxsy,0,2015,WorldCup
1.0,1.0,china,/home/HERMES,0,0,1,0,1,3,,,HERMES,1,2015,WorldCup
-1.0,0.0,china,/home/YuShan2015,0,1,0,1,1,0,,,YuShan2015,0,2015,WorldCup
3.0,3.0,china,/home/CSU_Yunlu,0,0,3,0,1,3,,,CSU_Yunlu,1,2015,WorldCup
-3.0,0.0,china,/home/HfutEngine2015,0,3,0,1,1,0,,,HfutEngine2015,0,2015,WorldCup
4.0,4.0,china,/home/WrightEagle,0,0,4,0,1,3,,,WrightEagle,1,2015,WorldCup
-4.0,0.0,china,/home/HELIOS2015,0,4,0,1,1,0,,,HELIOS2015,0,2015,WorldCup
2.0,3.0,iran,/home/CYRUS2015,0,1,3,0,1,3,,,CYRUS2015,1,2015,WorldCup
1.0,6.0,china,/home/Genius2015,0,5,6,0,1,3,,,Genius2015,1,2015,WorldCup
-1.0,5.0,china,/home/GDUT-TiJi2015,0,6,5,1,1,0,,,GDUT_TiJi2015,0,2015,WorldCup
-2.0,1.0,china,/home/Phonix,0,3,1,1,1,0,,,Phonix,0,2015,WorldCup
11.5,11.5,china,/home/Oxsy,0,0,46,0,4,12,,,Oxsy,4,2015,WorldCup
3.8,4.8,china,/home/GDUT-TiJi2015,1,5,24,1,5,10,,,GDUT_TiJi2015,3,2015,WorldCup
3.85714285714286,5.57142857142857,Iran,/home/Ziziphus,2,12,39,3,7,8,,,Ziziphus,2,2015,WorldCup
-3.16666666666667,4.16666666666667,china,/home/Ri-one,1,44,25,3,6,7,,,Ri-one2015,2,2015,WorldCup
0.0,0.0,china,/home/Expertinos,3,0,0,0,3,3,,,,0,2015,WorldCup
-14.6,0.0,china,/home/Rhoban,1,73,0,4,5,1,,,Rhoban,0,2015,WorldCup
3.0,3.25,china,/home/HELIOS2015,1,1,13,0,4,10,,,HELIOS2015,3,2015,WorldCup
0.5,1.0,china,/home/Phonix,2,2,4,0,4,8,,,Phonix,2,2015,WorldCup
0.5,2.5,china,/home/CYRUS2015,1,8,10,1,4,7,,,CYRUS2015,2,2015,WorldCup
-1.5,1.75,china,/home/Jaeger,0,13,7,3,4,3,,,Jaeger,1,2015,WorldCup
-2.5,1.0,portugal,/home/FCP_GPR_2015,0,14,4,4,4,0,,,FCP_GPR_2015,0,2015,WorldCup
5.33333333333333,6.33333333333333,china,/home/WrightEagle,0,3,19,0,3,9,,,WrightEagle,3,2015,WorldCup
1.33333333333333,2.33333333333333,china,/home/CSU_Yunlu,1,3,7,1,3,4,,,CSU_Yunlu,1,2015,WorldCup
-1.33333333333333,0.666666666666667,china,/home/HERMES,1,6,2,1,3,4,,,HERMES,1,2015,WorldCup
-5.33333333333333,0.333333333333333,china,/home/Genius2015,0,17,1,3,3,0,,,Genius2015,0,2015,WorldCup
3.75,4.25,china,/home/Gliders2015,0,2,17,0,4,12,,,Gliders2015,4,2015,WorldCup
1.25,2.5,china,/home/YuShan2015,0,5,10,1,4,9,,,YuShan2015,3,2015,WorldCup
-2.5,1.0,china,/home/HfutEngine2015,0,14,4,2,4,6,,,HfutEngine2015,2,2015,WorldCup
-0.75,1.5,china,/home/MT2015,0,9,6,3,4,3,,,MT2015,1,2015,WorldCup
-1.75,0.75,china,/home/ITAndroids,0,10,3,4,4,0,,,ITAndroids,0,2015,WorldCup
6.25,6.5,china,/home/YuShan2015,1,1,26,0,4,10,,,YuShan2015,3,2015,WorldCup
7.5,8.25,china,/home/Oxsy,0,3,33,1,4,9,,,Oxsy,3,2015,WorldCup
5.25,6.25,china,/home/HERMES,1,4,25,1,4,7,,,HERMES,2,2015,WorldCup
0.5,3.75,china,/home/Jaeger,0,13,15,3,4,3,,,Jaeger,1,2015,WorldCup
-19.5,0.0,china,/home/Rhoban,0,78,0,4,4,0,,,Rhoban,0,2015,WorldCup
3.25,3.25,china,/home/HELIOS2015,0,0,13,0,4,12,,,HELIOS2015,4,2015,WorldCup
0.75,2.75,china,/home/GDUT-TiJi2015,1,8,11,1,4,7,,,GDUT_TiJi2015,2,2015,WorldCup
-0.25,2.0,china,/home/HfutEngine2015,2,9,8,1,4,5,,,HfutEngine2015,1,2015,WorldCup
0.75,2.5,china,/home/Genius2015,1,7,10,2,4,4,,,Genius2015,1,2015,WorldCup
-4.5,0.25,portugal,/home/FCP_GPR_2015,0,19,1,4,4,0,,,FCP_GPR_2015,0,2015,WorldCup
8.0,8.0,china,/home/WrightEagle,0,0,24,0,3,9,,,WrightEagle,3,2015,WorldCup
-0.666666666666667,1.66666666666667,china,/home/Phonix,0,7,5,1,3,6,,,Phonix,2,2015,WorldCup
-1.0,0.666666666666667,china,/home/MT2015,0,5,2,2,3,3,,,MT2015,1,2015,WorldCup
-6.33333333333333,1.0,china,/home/Ri-one,0,22,3,3,3,0,,,Ri-one2015,0,2015,WorldCup
3.5,3.75,china,/home/Gliders2015,0,1,15,0,4,12,,,Gliders2015,4,2015,WorldCup
1.0,1.75,china,/home/CSU_Yunlu,2,3,7,1,4,5,,,CSU_Yunlu,1,2015,WorldCup
0.0,1.5,china,/home/CYRUS2015,1,6,6,2,4,4,,,CYRUS2015,1,2015,WorldCup
-0.75,1.0,china,/home/ITAndroids,1,7,4,2,4,4,,,ITAndroids,1,2015,WorldCup
-3.75,0.5,Iran,/home/Ziziphus,0,17,2,3,4,3,,,Ziziphus,1,2015,WorldCup
0.857142857142857,1.28571428571429,china,/home/CSU_Yunlu,3,3,9,0,7,15,,,CSU_Yunlu,4,2015,WorldCup
1.71428571428571,2.42857142857143,china,/home/WrightEagle,1,5,17,2,7,13,,,WrightEagle,4,2015,WorldCup
0.857142857142857,1.42857142857143,china,/home/YuShan2015,2,4,10,2,7,11,,,YuShan2015,3,2015,WorldCup
-0.285714285714286,1.14285714285714,china,/home/GDUT-TiJi2015,1,10,8,3,7,10,,,GDUT_TiJi2015,3,2015,WorldCup
-0.428571428571429,1.0,china,/home/HERMES,1,10,7,3,7,10,,,HERMES,3,2015,WorldCup
-0.571428571428571,1.28571428571429,china,/home/MT2015,0,13,9,4,7,9,,,MT2015,3,2015,WorldCup
-1.14285714285714,1.28571428571429,china,/home/Genius2015,1,17,9,4,7,7,,,Genius2015,2,2015,WorldCup
-1.0,0.571428571428571,china,/home/CYRUS2015,3,11,4,4,7,3,,,CYRUS2015,0,2015,WorldCup
2.57142857142857,2.71428571428571,china,/home/HELIOS2015,1,1,19,0,7,19,,,HELIOS2015,6,2015,WorldCup
1.57142857142857,2.28571428571429,china,/home/Oxsy,1,5,16,1,7,16,,,Oxsy,5,2015,WorldCup
1.85714285714286,2.14285714285714,china,/home/Gliders2015,3,2,15,0,7,15,,,Gliders2015,4,2015,WorldCup
0.0,1.57142857142857,china,/home/HfutEngine2015,1,11,11,3,7,10,,,HfutEngine2015,3,2015,WorldCup
0.0,1.71428571428571,china,/home/ITAndroids,1,12,12,4,7,7,,,ITAndroids,2,2015,WorldCup
0.0,1.14285714285714,china,/home/Phonix,4,8,8,2,7,7,,,Phonix,1,2015,WorldCup
-2.42857142857143,1.0,china,/home/Ri-one,1,24,7,5,7,4,,,Ri-one2015,1,2015,WorldCup
-3.57142857142857,0.571428571428571,china,/home/Jaeger,0,29,4,7,7,0,,,Jaeger,0,2015,WorldCup
1.28571428571429,1.57142857142857,china,/home/HELIOS2015,1,2,11,0,7,19,,,HELIOS2015,6,2015,WorldCup
1.57142857142857,2.28571428571429,china,/home/WrightEagle,0,5,16,1,7,18,,,WrightEagle,6,2015,WorldCup
1.85714285714286,2.14285714285714,china,/home/Gliders2015,1,2,15,1,7,16,,,Gliders2015,5,2015,WorldCup
0.0,1.14285714285714,china,/home/Oxsy,1,8,8,3,7,10,,,Oxsy,3,2015,WorldCup
-0.857142857142857,1.14285714285714,china,/home/YuShan2015,1,14,8,4,7,7,,,YuShan2015,2,2015,WorldCup
-1.14285714285714,0.571428571428571,china,/home/CSU_Yunlu,1,12,4,5,7,4,,,CSU_Yunlu,1,2015,WorldCup
-1.28571428571429,1.14285714285714,china,/home/HERMES,1,17,8,5,7,4,,,HERMES,1,2015,WorldCup
-1.42857142857143,0.285714285714286,china,/home/HfutEngine2015,0,12,2,6,7,3,,,HfutEngine2015,1,2015,WorldCup
0.714285714285714,1.42857142857143,china,/home/Phonix,4,5,10,0,7,13,,,Phonix,3,2015,WorldCup
0.571428571428571,1.28571428571429,iran,/home/CYRUS2015,4,5,9,0,7,13,,,CYRUS2015,3,2015,WorldCup
0.142857142857143,0.857142857142857,china,/home/GDUT-TiJi2015,3,5,6,1,7,12,,,GDUT_TiJi2015,3,2015,WorldCup
0.285714285714286,1.71428571428571,china,/home/Genius2015,2,10,12,2,7,11,,,Genius2015,3,2015,WorldCup
-0.142857142857143,0.714285714285714,china,/home/MT2015,4,6,5,2,7,7,,,MT2015,1,2015,WorldCup
0.142857142857143,1.14285714285714,china,/home/ITAndroids,3,7,8,3,7,6,,,ITAndroids,1,2015,WorldCup
-1.14285714285714,1.14285714285714,china,/home/Jaeger,2,16,8,4,7,5,,,Jaeger,1,2015,WorldCup
-0.571428571428571,1.0,china,/home/Ri-one,4,11,7,3,7,4,,,Ri-one2015,0,2015,WorldCup
4.125,4.75,china,/home/WrightEagle,0,5,38,1,8,21,,,WrightEagle,7,2016,WorldCup
1.0,2.0,japan,/home/HELIOS2016,0,1,2,0,1,3,,,HELIOS2016,1,2016,WorldCup
-1.0,0.0,iran,/home/MarliK,0,1,0,1,1,0,,,MarliK2016,0,2016,WorldCup
-2.0,0.0,china,/home/CSU_Yunlu,0,2,0,1,1,0,,,CSU_Yunlu,0,2016,WorldCup
-3.0,1.0,romania,/home/Oxsy,0,4,1,1,1,0,,,Oxsy,0,2016,WorldCup
-4.0,0.0,iran,/home/CYRUS,0,4,0,1,1,0,,,CYRUS,0,2016,WorldCup
-7.0,0.0,Iran,/home/Ziziphus,0,7,0,1,1,0,,,Ziziphus,0,2016,WorldCup
-8.0,0.0,brazil,/home/ITAndroids,0,8,0,1,1,0,,,ITAndroids,0,2016,WorldCup
-9.0,2.0,iran,/home/FURY,0,11,2,1,1,0,,,FURY,0,2016,WorldCup
3.5,4.125,china,/home/WrightEagle,0,5,33,1,8,21,,,WrightEagle,7,2016,WorldCup
1.0,1.0,australia,/home/Gliders2016,0,0,1,0,1,3,,,Gliders2016,1,2016,WorldCup
-1.0,2.0,iran,/home/Shiraz,0,3,2,1,1,0,,,Shiraz2016,0,2016,WorldCup
-3.0,1.0,germany,/home/FRA-UNIted,0,4,1,1,1,0,,,FRA-UNIted,0,2016,WorldCup
-3.0,0.0,iran,/home/Hermes,0,3,0,1,1,0,,,HERMES,0,2016,WorldCup
-4.0,0.0,china,/home/MT2016,0,4,0,1,1,0,,,MT2016,0,2016,WorldCup
-5.0,0.0,brazil,/home/FCP_GPR_2014,0,5,0,1,1,0,,,FCP_GPR_2016,0,2016,WorldCup
-6.0,1.0,japan,/home/Ri-one,0,7,1,1,1,0,,,Ri-one,0,2016,WorldCup
-7.0,0.0,japan,/home/HillStone,0,7,0,1,1,0,,,HillStone,0,2016,WorldCup
3.0,3.0,japan,/home/Ri-one,0,0,3,0,1,3,,,Ri-one,1,2016,WorldCup
-3.0,0.0,china,/home/CSU_Yunlu,0,3,0,1,1,0,,,CSU_Yunlu,0,2016,WorldCup
1.0,2.0,australia,/home/Gliders2016,0,1,2,0,1,3,,,Gliders2016,1,2016,WorldCup
-1.0,1.0,japan,/home/HELIOS2016,0,2,1,1,1,0,,,HELIOS2016,0,2016,WorldCup
4.0,4.0,romania,/home/Oxsy,0,0,4,0,1,3,,,Oxsy,1,2016,WorldCup
2.0,4.0,china,/home/MT2016,0,2,4,0,1,3,,,MT2016,1,2016,WorldCup
-2.0,2.0,iran,/home/FURY,0,4,2,1,1,0,,,FURY,0,2016,WorldCup
-4.0,0.0,iran,/home/Shiraz,0,4,0,1,1,0,,,Shiraz2016,0,2016,WorldCup
1.0,3.0,brazil,/home/ITAndroids,0,2,3,0,1,3,,,ITAndroids,1,2016,WorldCup
1.0,2.0,Iran,/home/Ziziphus,0,1,2,0,1,3,,,Ziziphus,1,2016,WorldCup
1.0,1.0,germany,/home/FRA-UNIted,0,0,1,0,1,3,,,FRA-UNIted,1,2016,WorldCup
-1.0,2.0,japan,/home/HillStone,0,3,2,1,1,0,,,HillStone,0,2016,WorldCup
-1.0,1.0,brazil,/home/FCP_GPR_2014,0,2,1,1,1,0,,,FCP_GPR_2016,0,2016,WorldCup
-1.0,0.0,iran,/home/CYRUS,0,1,0,1,1,0,,,CYRUS,0,2016,WorldCup
4.0,4.33333333333333,australia,/home/Gliders2016,0,1,13,0,3,9,,,Gliders2016,3,2016,WorldCup
0.0,1.0,iran,/home/CYRUS,0,3,3,1,3,6,,,CYRUS,2,2016,WorldCup
-1.66666666666667,1.0,iran,/home/Shiraz,0,8,3,2,3,3,,,Shiraz2016,1,2016,WorldCup
-2.33333333333333,0.333333333333333,iran,/home/MarliK,0,8,1,3,3,0,,,MarliK2016,0,2016,WorldCup
2.5,3.0,japan,/home/Ri-one,1,2,12,0,4,10,,,Ri-one,3,2016,WorldCup
2.5,3.0,china,/home/MT2016,1,2,12,0,4,10,,,MT2016,3,2016,WorldCup
0.5,2.0,iran,/home/FURY,0,6,8,2,4,6,,,FURY,2,2016,WorldCup
-1.25,2.0,japan,/home/HillStone,0,13,8,3,4,3,,,HillStone,1,2016,WorldCup
-4.25,0.5,egypt,/home/LeftEagle,0,19,2,4,4,0,,,LeftEagle,0,2016,WorldCup
2.0,5.0,china,/home/MT2016,0,3,5,0,1,3,,,MT2016,1,2016,WorldCup
-2.0,3.0,japan,/home/Ri-one,0,5,3,1,1,0,,,Ri-one,0,2016,WorldCup
1.0,1.33333333333333,romania,/home/Oxsy,0,1,4,1,3,6,,,Oxsy,2,2016,WorldCup
0.333333333333333,1.0,china,/home/CSU_Yunlu,0,2,3,1,3,6,,,CSU_Yunlu,2,2016,WorldCup
0.333333333333333,1.33333333333333,iran,/home/Hermes,0,3,4,2,3,3,,,HERMES,1,2016,WorldCup
-1.66666666666667,0.666666666666667,brazil,/home/ITAndroids,0,7,2,2,3,3,,,ITAndroids,1,2016,WorldCup
0.75,1.25,japan,/home/HELIOS2016,1,2,5,1,4,7,,,HELIOS2016,2,2016,WorldCup
0.5,0.5,germany,/home/FRA-UNIted,3,0,2,0,4,6,,,FRA-UNIted,1,2016,WorldCup
0.25,0.5,Iran,/home/Ziziphus,3,1,2,0,4,6,,,Ziziphus,1,2016,WorldCup
-0.75,0.25,brazil,/home/FCP_GPR_2014,1,4,1,2,4,4,,,FCP_GPR_2016,1,2016,WorldCup
-0.75,0.25,china,/home/HfutEngine2016,2,4,1,2,4,2,,,HfutEngine2016,0,2016,WorldCup
2.57142857142857,3.14285714285714,australia,/home/Gliders2016,1,4,22,1,7,16,,,Gliders2016,5,2016,WorldCup
1.0,1.57142857142857,china,/home/CSU_Yunlu,4,4,11,0,7,13,,,CSU_Yunlu,3,2016,WorldCup
-1.14285714285714,1.14285714285714,iran,/home/Shiraz,0,16,8,3,7,12,,,Shiraz2016,4,2016,WorldCup
0.857142857142857,1.71428571428571,iran,/home/Hermes,2,6,12,2,7,11,,,HERMES,3,2016,WorldCup
0.428571428571429,1.42857142857143,japan,/home/Ri-one,2,7,10,2,7,11,,,Ri-one,3,2016,WorldCup
0.571428571428571,1.14285714285714,germany,/home/FRA-UNIted,3,4,8,2,7,9,,,FRA-UNIted,2,2016,WorldCup
-2.14285714285714,0.857142857142857,japan,/home/HillStone,0,21,6,5,7,6,,,HillStone,2,2016,WorldCup
-2.14285714285714,0.714285714285714,brazil,/home/FCP_GPR_2014,0,20,5,7,7,0,,,FCP_GPR_2016,0,2016,WorldCup
2.57142857142857,2.57142857142857,japan,/home/HELIOS2016,0,0,18,0,7,21,,,HELIOS2016,7,2016,WorldCup
1.71428571428571,2.42857142857143,china,/home/MT2016,0,5,17,1,7,18,,,MT2016,6,2016,WorldCup
1.85714285714286,3.14285714285714,romania,/home/Oxsy,1,9,22,2,7,13,,,Oxsy,4,2016,WorldCup
-0.428571428571429,1.57142857142857,iran,/home/FURY,0,14,11,3,7,12,,,FURY,4,2016,WorldCup
-1.0,1.28571428571429,iran,/home/CYRUS,1,16,9,4,7,7,,,CYRUS,2,2016,WorldCup
-1.0,0.428571428571429,iran,/home/MarliK,0,10,3,5,7,6,,,MarliK2016,2,2016,WorldCup
-1.71428571428571,0.428571428571429,Iran,/home/Ziziphus,0,15,3,6,7,3,,,Ziziphus,1,2016,WorldCup
-2.0,0.428571428571429,brazil,/home/ITAndroids,0,17,3,6,7,3,,,ITAndroids,1,2016,WorldCup
2.0,2.14285714285714,japan,/home/HELIOS2016,2,1,15,0,7,17,,,HELIOS2016,5,2016,WorldCup
1.14285714285714,1.71428571428571,australia,/home/Gliders2016,1,4,12,1,7,16,,,Gliders2016,5,2016,WorldCup
0.285714285714286,1.42857142857143,china,/home/CSU_Yunlu,2,8,10,2,7,11,,,CSU_Yunlu,3,2016,WorldCup
-0.857142857142857,1.14285714285714,japan,/home/Ri-one,1,14,8,3,7,10,,,Ri-one,3,2016,WorldCup
0.285714285714286,1.42857142857143,romania,/home/Oxsy,2,8,10,3,7,8,,,Oxsy,2,2016,WorldCup
-1.57142857142857,0.714285714285714,iran,/home/Shiraz,2,16,5,4,7,5,,,Shiraz2016,1,2016,WorldCup
-0.571428571428571,0.0,iran,/home/FURY,4,4,0,3,7,4,,,FURY,0,2016,WorldCup
-0.714285714285714,0.571428571428571,china,/home/MT2016,4,9,4,3,7,4,,,MT2016,0,2016,WorldCup
2.42857142857143,2.85714285714286,iran,/home/Hermes,2,3,20,0,7,17,,,HERMES,5,2016,WorldCup
0.571428571428571,1.28571428571429,iran,/home/MarliK,3,5,9,1,7,12,,,MarliK2016,3,2016,WorldCup
0.285714285714286,0.571428571428571,germany,/home/FRA-UNIted,3,2,4,1,7,12,,,FRA-UNIted,3,2016,WorldCup
0.428571428571429,2.0,iran,/home/CYRUS,2,11,14,2,7,11,,,CYRUS,3,2016,WorldCup
0.285714285714286,1.28571428571429,brazil,/home/ITAndroids,1,7,9,3,7,10,,,ITAndroids,3,2016,WorldCup
-1.42857142857143,1.57142857142857,japan,/home/HillStone,1,21,11,4,7,7,,,HillStone,2,2016,WorldCup
-1.14285714285714,0.857142857142857,brazil,/home/FCP_GPR_2014,1,14,6,5,7,4,,,FCP_GPR_2016,1,2016,WorldCup
-1.42857142857143,0.857142857142857,Iran,/home/Ziziphus,1,16,6,5,7,4,,,Ziziphus,1,2016,WorldCup
2.66666666666667,3.0,australia,/home/Gliders2016,0,1,9,0,3,9,,,Gliders2016,3,2016,WorldCup
0.333333333333333,2.0,japan,/home/HillStone,0,5,6,1,3,6,,,HillStone,2,2016,WorldCup
-0.666666666666667,0.666666666666667,brazil,/home/ITAndroids,0,4,2,2,3,3,,,ITAndroids,1,2016,WorldCup
-2.33333333333333,0.0,germany,/home/FRA-UNIted,0,7,0,3,3,0,,,FRA-UNIted,0,2016,WorldCup
5.0,5.0,china,/home/MT2016,1,0,20,0,4,10,,,MT2016,3,2016,WorldCup
3.25,3.25,romania,/home/Oxsy,1,0,13,0,4,10,,,Oxsy,3,2016,WorldCup
-1.75,0.75,Iran,/home/Ziziphus,1,10,3,2,4,4,,,Ziziphus,1,2016,WorldCup
-2.0,0.5,iran,/home/CYRUS,1,10,2,2,4,4,,,CYRUS,1,2016,WorldCup
-4.5,0.0,egypt,/home/LeftEagle,0,18,0,4,4,0,,,LeftEagle,0,2016,WorldCup
1.33333333333333,1.33333333333333,iran,/home/Hermes,1,0,4,0,3,7,,,HERMES,2,2016,WorldCup
0.333333333333333,0.666666666666667,china,/home/HfutEngine2016,1,1,2,1,3,4,,,HfutEngine2016,1,2016,WorldCup
-0.666666666666667,0.333333333333333,iran,/home/Shiraz,1,3,1,1,3,4,,,Shiraz2016,1,2016,WorldCup
-1.0,0.0,japan,/home/Ri-one,1,3,0,2,3,1,,,Ri-one,0,2016,WorldCup
1.75,1.75,japan,/home/HELIOS2016,1,0,7,0,4,10,,,HELIOS2016,3,2016,WorldCup
0.25,0.5,iran,/home/MarliK,1,1,2,1,4,7,,,MarliK2016,2,2016,WorldCup
0.0,0.75,iran,/home/FURY,1,3,3,2,4,4,,,FURY,1,2016,WorldCup
0.0,0.0,china,/home/CSU_Yunlu,4,0,0,0,4,4,,,CSU_Yunlu,0,2016,WorldCup
-2.0,0.0,brazil,/home/FCP_GPR_2014,1,8,0,3,4,1,,,FCP_GPR_2016,0,2016,WorldCup
3.5,3.5,japan,/home/HELIOS2016,0,0,7,0,2,6,,,HELIOS2016,2,2016,WorldCup
1.0,2.0,australia,/home/Gliders2016,0,2,4,0,2,6,,,Gliders2016,2,2016,WorldCup
-1.0,1.0,china,/home/CSU_Yunlu,0,4,2,2,2,0,,,CSU_Yunlu,0,2016,WorldCup
-3.5,0.0,japan,/home/Ri-one,0,7,0,2,2,0,,,Ri-one,0,2016,WorldCup
